,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127,E128,E129,E130,E131,E132,E133,E134,E135,E136,E137,E138,E139,E140,E141,E142,E143,E144,E145,E146,E147,E148,E149,E150,E151,E152,E153,E154,E155,E156,E157,E158,E159,E160,E161,E162,E163,E164,E165,E166,E167,E168,E169,E170,E171,E172,E173,E174,E175,E176,E177,E178,E179,E180,E181,E182,E183,E184,E185,E186,E187,E188,E189,E190,E191,E192,E193,E194,E195,E196,E197,E198,E199,E200
U-937,0.48568785,-0.6505699,-0.27371556,0.73045135,0.068785965,-0.15993369,-0.40725183,-0.9346001,-0.5957343,0.024726763,0.65377754,0.29430997,-0.017617404,0.5748319,-0.9746882,0.73161256,-0.275926,0.022380292,-0.5751792,0.08733258,0.5609263,0.18499647,0.24357748,-0.561331,0.15118173,0.1735827,-0.1504982,0.37684017,-0.325938,-0.44002655,-0.03262329,0.046183825,0.17806542,0.044368535,-0.7463149,0.5190531,0.45107514,-0.26602468,0.19032666,-0.068969086,0.1713409,0.38680786,-0.6572106,0.5095359,-0.39212054,0.5139648,0.80682003,-0.23383778,0.30244958,-0.53867424,0.2763248,-0.2368198,0.60926783,0.40222272,0.4328057,-0.5586521,0.74376374,0.49735826,0.36504787,-0.59956557,-0.7041235,-0.64155376,0.85377014,-0.5339036,-0.73375636,-0.51411045,-0.12014176,-0.17706288,0.45751452,1.6069055,0.81534594,-0.53302693,-0.7930992,-0.65732926,-1.384664,-0.04367439,0.999169,0.035019476,-1.1877637,1.6306363,0.98737067,2.09278,-0.2022485,0.7781836,-0.20112713,-0.65034956,-0.8154363,-1.4282235,1.082669,1.5381453,1.1800704,1.2940438,0.75130486,-0.08570687,0.42596903,0.475279,-0.867954,-0.9005696,1.1351837,0.81349856,0.19272953,-0.6489088,-0.9815429,0.35221258,0.7097508,1.4994882,-0.043621447,1.0578991,-0.6270591,0.2334048,0.6856338,0.7059755,-0.89619076,0.817453,0.15539669,0.72068316,-0.662316,-1.6105368,-0.9269982,1.3778343,1.2122253,0.48043722,1.193476,0.56179947,2.1521904,-0.73042864,-0.18078119,0.01915414,1.5610155,0.112042904,0.18225768,-1.5467049,1.4840684,2.4367495,-1.0839309,-1.2765532,-0.044284713,-1.8653613,-1.1226227,0.65874887,0.79702777,-0.6561787,-0.4674343,-1.031067,0.49637488,-0.15637021,-0.7990569,-0.27740103,0.1149819,-0.6788923,0.27101076,-0.5151043,-1.0732015,0.4665862,-1.7552922,0.6039371,0.9323048,0.63190275,0.1836216,-0.9777391,-1.0020087,0.29445523,-0.017309397,-0.30037364,0.15239258,-1.2716618,-0.1787494,-0.69013834,-1.5204055,-0.8900991,0.22224702,-1.295789,1.0820154,-0.5024725,1.165792,0.22751391,0.61044025,1.258435,-0.97450405,-0.031911656,2.8426936,0.27813178,-1.2612864,-1.3581485,-0.28406104,-0.5501904,0.45799416,-0.19059648,0.85396767,0.048341133,-1.4347277,-0.3345329,-0.116659746,-1.6749167,-0.919433,-0.4652991,0.23817793,0.031104174,-0.21176842,1.674351,1.0072964
HCC1937,0.4284173,-0.38391942,-0.31569895,0.75516903,0.058888018,-0.26303348,-0.23077512,-0.63391185,-0.6504642,-0.24871452,0.39598823,0.3547999,-0.023703545,0.25709483,-0.8519167,0.5058983,-0.026326437,-0.37404278,-0.38181993,0.22265041,0.58812916,-0.12535764,0.38888842,-0.3787248,0.03044637,-0.021597236,0.31170586,0.19374305,-0.4365716,-0.113698594,-0.44706732,0.2413406,-0.012500346,-0.20388643,-0.44811952,0.6158506,0.10682332,-0.20852055,-0.04501442,-0.029607505,0.18838383,0.45225406,-0.54736274,0.39431968,-0.2686097,0.43945688,0.781593,-0.02085577,0.30390763,-0.28087986,0.5019717,-0.28135186,0.27517557,0.5382727,0.24154088,-0.1193534,0.6110695,0.49413747,0.18568863,-0.6250683,-0.79353523,-0.14133927,0.8728899,-0.33054864,-0.46142223,-0.62940127,0.17100902,-0.35494965,0.057121936,0.5943149,-0.5454085,-0.71120954,-0.47297645,-0.35127586,-0.13310003,0.36179376,-0.6618209,-0.5314832,0.87868845,-0.9437323,-0.55552834,-1.0435255,0.4919874,-0.52307725,0.6933838,0.13350569,-0.4932436,0.18109672,-0.32359362,-0.72194445,0.34755045,-1.0691435,0.55450183,-0.12210743,0.09369845,-1.2640527,-0.040379547,-0.039060928,-0.77662116,-0.2915383,0.8526393,0.03332446,-0.180813,0.17191043,-0.1398937,-0.44337523,0.20747307,-0.72165996,-0.5277981,-0.060327426,-0.5244389,-0.2683759,-0.32320768,0.17152026,-0.79717535,0.060922712,0.22781758,1.1286613,0.083414674,-0.30446252,0.26670337,-0.12776072,0.9030649,-0.03119844,-0.9441537,0.57085156,-0.029843051,-0.18095052,0.37753657,0.28299537,0.20534848,0.018694699,-0.34341618,0.0138136465,-0.5016437,-0.0919351,-0.048176926,-0.5195552,-0.34722084,0.46572,0.32064572,-0.23779413,-0.3611278,-0.19716896,0.013311502,0.21974304,-0.35373217,-0.22122617,-0.0059228395,-0.20825858,-0.096898705,-0.18842861,-0.58089656,0.17169301,-0.45005122,0.15184039,0.0803922,0.40897298,0.110371314,-0.31242305,-0.34923744,0.04608147,-0.15835486,-0.29993963,0.27122578,-0.31612402,-0.016480545,-0.2698853,-0.632957,-0.21061961,0.18542163,-0.43954545,0.2736309,-0.0324543,0.37201384,-0.02759361,0.020553,0.29162422,-0.284574,0.032785356,0.79447377,0.25153768,-0.5206404,-0.3748113,-0.10242047,-0.2540339,0.060293313,-0.36453608,0.02325382,-0.09862962,-0.45346627,-0.039411046,0.13206965,-0.3421257,-0.38585746,-0.23015627,-0.0030562952,-0.14333609,0.0069261296,0.33518997,0.214986
NCI-H526,0.4284173,-0.38391942,-0.31569895,0.75516903,0.058888018,-0.26303348,-0.23077512,-0.63391185,-0.6504642,-0.24871452,0.39598823,0.3547999,-0.023703545,0.25709483,-0.8519167,0.5058983,-0.026326437,-0.37404278,-0.38181993,0.22265041,0.58812916,-0.12535764,0.38888842,-0.3787248,0.03044637,-0.021597236,0.31170586,0.19374305,-0.4365716,-0.113698594,-0.44706732,0.2413406,-0.012500346,-0.20388643,-0.44811952,0.6158506,0.10682332,-0.20852055,-0.04501442,-0.029607505,0.18838383,0.45225406,-0.54736274,0.39431968,-0.2686097,0.43945688,0.781593,-0.02085577,0.30390763,-0.28087986,0.5019717,-0.28135186,0.27517557,0.5382727,0.24154088,-0.1193534,0.6110695,0.49413747,0.18568863,-0.6250683,-0.79353523,-0.14133927,0.8728899,-0.33054864,-0.46142223,-0.62940127,0.17100902,-0.22463867,-1.631269,-0.66338605,-1.2707969,0.5130174,-0.28535172,0.35335445,0.102412194,-0.8128848,0.31374258,-0.22764735,-0.82541806,-0.29956114,0.23143786,0.08758654,0.5619354,0.39223918,0.92242527,-1.0712252,-0.32025242,-0.7202499,0.7732266,0.3420644,0.52403057,0.56662005,-1.3573151,-0.20163636,0.1582441,-0.1587171,0.5005137,-1.1696107,-1.2993447,-0.23445114,0.5995735,0.6599384,-1.7412741,-1.1167841,0.6295051,1.0384822,0.030415058,0.54621446,-0.7707868,-0.42021018,-0.11716896,0.11639862,0.063382,0.0017836355,0.28390777,0.20673394,-0.7660969,0.19736767,0.16458583,1.0382909,-0.7192579,-0.59983534,1.4954565,0.5964183,0.44640774,0.22460085,-0.11583137,-0.522931,-0.028343054,1.5964618,0.54045665,-0.96974057,-0.54529077,-1.0947585,-1.0622121,-1.2446859,-0.047170904,-1.8272989,-1.1004318,0.64876497,0.77754307,-0.6458475,-0.4643142,-1.0020897,0.47855064,-0.15409483,-0.7828594,-0.28252745,0.09950399,-0.67249674,0.268014,-0.50437164,-1.053405,0.45727274,-1.7203192,0.58577895,0.9087114,0.62377983,0.17476737,-0.96822417,-0.9886586,0.284146,-0.018349998,-0.28867877,0.15203992,-1.2443187,-0.1786516,-0.6853231,-1.4948273,-0.87692624,0.22004819,-1.268021,1.0676528,-0.49709916,1.146028,0.2153736,0.59000164,1.2333454,-0.9540906,-0.029714845,2.7813227,0.27159828,-1.2332577,-1.3224736,-0.2749767,-0.5421689,0.45025712,-0.19397569,0.8351223,0.036794998,-1.4049536,-0.32577243,-0.11313141,-1.6430318,-0.8960415,-0.45851445,0.23093164,0.028289463,-0.21666685,1.636914,0.9941841
T84,0.14800704,-0.2932056,-0.14223629,0.73455393,-0.1347186,-0.10327324,-0.15330628,-0.7685258,-0.6139221,-0.20499213,0.27710938,0.390022,0.09200445,0.29961225,-1.0439283,0.56818676,-0.039658893,-0.16314211,-0.6575922,0.05978334,0.6178037,-0.41343784,0.44193527,-0.3200716,-0.018599067,-0.036625564,0.4642471,0.19166934,-0.36340266,-0.1943765,-0.2641251,0.32244876,-0.113250434,-0.15481523,-0.61290616,0.5336641,0.044854105,-0.40662032,0.078395866,-0.19274388,0.20346083,0.5920236,-0.73131156,0.22610897,-0.23846547,0.4562505,0.79229295,0.06237541,0.09902933,-0.36333743,0.52353275,-0.0461677,0.30737963,0.42509466,0.5961023,-0.4318149,0.8616598,0.4133558,-0.048257757,-0.710344,-0.66923106,-0.27607188,1.0998088,-0.46575576,-0.64241755,-0.9326918,0.359178,-0.853166,-2.0341992,-1.2124724,-2.2653363,-0.10758498,-0.5731502,0.12510137,-0.10725347,-0.8092536,-0.59804094,-0.48953965,0.37175143,-1.5022511,-1.0552199,-1.7480112,0.95529413,-0.958919,1.0543805,-0.95059097,-0.22975357,0.06651052,-0.5496415,-0.7392022,0.6706829,-0.62876797,-0.4477324,-1.2546495,0.8449358,-1.4060353,0.028338913,-0.031893916,-3.0305424,-1.5317837,0.65980244,1.0578411,0.15641066,-0.5821167,0.026924048,-0.026363105,-0.6549241,-0.47987396,-1.3930483,-0.75644463,-0.74525344,0.7640626,0.04371621,-0.31565318,-1.3151436,-0.092269555,-1.3930697,1.0679634,-0.37691274,-0.05540284,-0.10618223,-1.587504,1.6015719,0.12585817,-0.3958964,1.3694911,-0.26600933,-0.80409884,-0.38168654,2.4190705,1.0835788,-0.34372634,-1.5176593,-1.5187421,0.6828546,0.29654795,-0.12460524,0.5425247,0.3951637,0.011077993,-0.77446765,-0.11528697,0.22757266,-0.45607042,-0.5654398,-0.30630857,0.62884545,0.31837374,0.748053,0.83207357,0.043845,0.23534214,0.3040702,0.13747568,1.29037,0.24474351,-0.90483,0.3098526,1.2456027,-0.18013953,1.3627739,0.5980011,-0.7721977,0.2942448,-0.075718366,0.37084293,0.049335435,0.012345495,0.49152067,-0.18510704,0.37993526,0.34827656,-1.4550222,-0.11827632,-0.017118858,0.35395032,-0.3660615,-1.134672,0.58731544,-0.19135712,-1.2390724,-0.110366,0.15043814,0.18794134,-0.74387616,-0.3421803,-0.6216328,0.012186232,-0.9963367,-0.28527978,0.70247,0.41767317,0.6226556,1.3173038,0.14645943,1.0915648,-0.72645795,0.9397984,0.33354905,-1.1413726,-0.16708751
Hs 571.T,0.36901712,-0.35742685,-0.20559967,0.31813487,0.4222585,-0.023934215,-0.069968365,-0.43896037,-0.28550643,0.18584482,0.30039144,0.16545546,-0.1829823,0.38264892,-0.41199443,0.2713049,0.04277588,-0.36941865,-0.15181455,0.41514933,0.24172604,-0.17703201,0.24479207,-0.24576895,0.0151997395,0.4445925,0.15662755,0.077860534,-0.16670293,0.11731932,-0.41089046,0.32573572,-0.33129364,-0.40109065,-0.4634816,0.4366708,0.010558663,-0.025093328,0.0026802924,-0.23259428,-0.1584811,-0.14401232,-0.40919176,0.31639233,-0.24426971,0.080414586,0.19506894,-0.124832585,0.16310331,-0.0050990866,0.4012469,-0.33408535,0.3326042,0.4407589,-0.001423751,0.028938372,0.090393126,0.48593622,0.013620985,-0.13908882,-0.4448486,-0.33913562,0.43585083,-0.13679701,-0.12562501,-0.3898599,0.23139937,0.7909052,0.40014595,0.7807181,1.7582195,-0.22484034,0.10556144,1.3972987,1.0529037,0.24513464,-0.011178303,-0.04131496,0.49352688,-0.2874532,0.0286474,-1.3685942,0.03925347,0.5359823,0.21266077,-0.33308166,-0.1485916,-0.7541754,-0.3382076,-0.8298745,-0.8160605,-0.7890752,0.056073163,1.1785065,-0.5022219,0.1464886,0.69375783,0.1645323,0.1852194,-0.69983643,0.51252055,0.17533106,1.4986317,1.5216848,0.29150227,-0.41750568,0.1822127,-1.2973727,0.29937854,-1.7665837,1.3093635,2.4243522,0.6606785,0.24931991,0.6759637,-0.55117786,-0.023703894,0.44481307,-0.500379,-2.3636072,0.7612553,-0.058971178,-0.2875041,-0.29727677,1.133768,0.011122394,-1.047945,1.2707769,-0.10036688,-0.74030024,-0.43937007,0.36490566,0.37778598,-0.9139901,-0.20021206,-0.4749119,0.029589888,-0.28698516,-0.044936545,-0.18188229,0.20645434,-0.29931957,0.1965078,-0.50102407,0.13610348,-0.12434682,-0.27867877,-0.09805827,0.20436543,-0.22616206,0.314156,-0.048470445,-0.40445352,0.24803534,-0.6901599,0.3141906,0.32512927,-0.032903403,-0.3394949,-0.44494474,-0.21589772,-0.14546494,0.38948035,0.033520292,-0.17953384,-0.612447,-0.0920103,-0.5344081,-0.26781297,-0.33154467,-0.21299465,-0.19144271,0.4044831,-0.38228098,0.11191757,0.034001827,0.287926,0.6105915,-0.48828036,-0.086542435,1.0187535,0.22160733,-0.060105216,-0.15832031,-0.091943316,-0.10565724,0.18782699,0.34298512,0.35158575,0.2571007,-0.4463466,-0.14817259,-0.28354287,-0.3532381,-0.045399893,-0.36045817,0.08764468,0.24454649,-0.08343889,0.7666438,0.37080657
EJM,0.4284173,-0.38391942,-0.31569895,0.75516903,0.058888018,-0.26303348,-0.23077512,-0.63391185,-0.6504642,-0.24871452,0.39598823,0.3547999,-0.023703545,0.25709483,-0.8519167,0.5058983,-0.026326437,-0.37404278,-0.38181993,0.22265041,0.58812916,-0.12535764,0.38888842,-0.3787248,0.03044637,-0.021597236,0.31170586,0.19374305,-0.4365716,-0.113698594,-0.44706732,0.2413406,-0.012500346,-0.20388643,-0.44811952,0.6158506,0.10682332,-0.20852055,-0.04501442,-0.029607505,0.18838383,0.45225406,-0.54736274,0.39431968,-0.2686097,0.43945688,0.781593,-0.02085577,0.30390763,-0.28087986,0.5019717,-0.28135186,0.27517557,0.5382727,0.24154088,-0.1193534,0.6110695,0.49413747,0.18568863,-0.6250683,-0.79353523,-0.14133927,0.8728899,-0.33054864,-0.46142223,-0.62940127,0.17100902,-0.6161649,0.17245933,2.0378244,0.94483167,-0.09443934,-1.6259247,-1.0152154,-1.0354414,-0.54160833,0.90336365,-0.6777944,-0.2992086,0.64633405,0.4454822,1.3930433,0.95892584,0.82547635,-0.35035956,-0.37166968,-0.7890968,-1.0314486,-0.0039753877,0.66123956,0.5073324,1.0990778,0.7136659,0.5595911,-0.39502028,-0.99145114,-1.0523018,-0.7304572,0.87702864,0.18818682,0.43001014,0.50222737,-0.5680878,0.3140626,0.08489291,0.21544735,0.5216183,0.11780079,-0.265351,-0.05257672,0.64396226,-0.32245475,-0.5553611,0.3336747,-0.11977828,-0.42739454,0.46075463,-1.3899488,-0.8564392,1.5567144,1.0134398,0.41203707,1.2855108,0.22978748,1.8966568,-0.06362839,0.29990682,0.67344433,0.5357522,0.4027155,0.18772452,-1.2581062,1.684504,2.4899848,0.62192506,0.25701392,-0.042068552,0.90217555,0.60788167,-0.13485864,-0.78959435,0.032588754,0.33006102,-0.44791013,-0.53217584,-0.048151296,0.5709751,0.18340397,0.80298936,0.83733416,0.09939793,0.2204405,0.2719138,0.26372698,1.1492256,0.23619437,-0.84681666,0.10574747,1.2974421,-0.35235366,1.6471558,0.6352588,-0.6879957,0.36717427,0.06145922,0.24256177,0.030074304,0.045866147,0.13834561,-0.39244282,0.4218918,-0.062397175,-1.3359373,0.16771191,-0.118733995,0.5928619,-0.47533482,-1.0702595,0.78485644,-0.20963497,-1.1049604,0.11677218,0.23851904,-0.0022304372,-0.9618433,-0.3661762,-0.68380594,-0.018974017,-1.09204,-0.21406865,0.77587926,0.16819449,0.66325027,1.5801338,0.019456027,1.2061203,-0.7616615,1.022455,0.05994173,-1.1508963,-0.25849497
HuT 78,0.4284173,-0.38391942,-0.31569895,0.75516903,0.058888018,-0.26303348,-0.23077512,-0.63391185,-0.6504642,-0.24871452,0.39598823,0.3547999,-0.023703545,0.25709483,-0.8519167,0.5058983,-0.026326437,-0.37404278,-0.38181993,0.22265041,0.58812916,-0.12535764,0.38888842,-0.3787248,0.03044637,-0.021597236,0.31170586,0.19374305,-0.4365716,-0.113698594,-0.44706732,0.2413406,-0.012500346,-0.20388643,-0.44811952,0.6158506,0.10682332,-0.20852055,-0.04501442,-0.029607505,0.18838383,0.45225406,-0.54736274,0.39431968,-0.2686097,0.43945688,0.781593,-0.02085577,0.30390763,-0.28087986,0.5019717,-0.28135186,0.27517557,0.5382727,0.24154088,-0.1193534,0.6110695,0.49413747,0.18568863,-0.6250683,-0.79353523,-0.14133927,0.8728899,-0.33054864,-0.46142223,-0.62940127,0.17100902,0.16491939,0.04148348,1.4116206,1.4768655,-0.037960228,-0.7881382,-0.8268564,-1.194595,0.37353754,1.0550257,-0.39837825,-0.68754053,2.0787387,0.7306178,1.1888734,0.43672,0.5397189,-0.59385,-1.0433735,-1.7171726,-0.98224574,1.0173948,2.3237264,0.33883297,1.3180014,0.72531897,0.0912732,-0.094358675,0.2557449,-0.71716195,-0.36109507,0.60467327,1.1180917,0.5305475,-0.21091239,-0.7356689,0.71446764,1.0639765,1.601282,0.5352295,0.85548246,-0.703255,0.8324406,0.3452508,0.33634207,-1.1357216,0.50009143,0.0741736,0.9008568,-0.07128012,-2.0233526,-0.36990985,2.0635977,1.9247324,1.0053775,0.6518301,0.7226592,2.5489626,0.3535361,-0.022511438,-0.24610361,1.3689673,-0.057138566,-0.05880143,-1.131765,1.3703862,2.4494293,-0.9829867,-1.1109335,-0.09437512,-1.5122713,-1.1044512,0.64644104,0.7227522,-0.59562504,-0.59607846,-0.80174667,0.48992923,-0.2769417,-0.6582256,-0.2436453,0.0042882203,-0.6521306,-0.033866275,-0.598647,-0.9622748,0.62018263,-1.4259511,0.69561684,0.89618784,0.4999881,0.2555958,-0.96664506,-0.9856575,0.26660195,-0.104596585,-0.40488788,0.08624569,-0.97015357,-0.06507741,-0.56987983,-1.4401147,-0.9725551,0.43494284,-1.2383223,0.99363273,-0.45182127,1.2828197,0.22638929,0.76442015,1.2133251,-0.8966582,-0.075145245,2.6808116,0.20483567,-0.99874896,-1.3439971,-0.4677879,-0.5465435,0.26504168,-0.15322457,0.86365885,-0.2391189,-1.2685972,-0.26234362,0.020463387,-1.3966243,-0.9589365,-0.28503874,0.17941253,0.0895842,-0.16408874,1.5841687,1.0102528
HuTu 80,0.7072402,-0.40468958,-0.4788803,0.67305744,0.36104634,-0.40123382,-0.2254301,-0.3815322,-0.60145116,-0.25134325,0.42857537,0.2948926,-0.19543283,0.16823779,-0.5041792,0.3205221,0.0538917,-0.6896384,0.020177186,0.47534892,0.4723823,0.08876975,0.31928787,-0.36536258,0.05412658,0.07009897,0.21236986,0.12467017,-0.46855852,0.10231388,-0.7209298,0.22748633,-0.031273484,-0.3561204,-0.21535856,0.69242036,0.078127205,0.05797528,-0.2172938,0.10159364,0.083740115,0.15723811,-0.28398073,0.5321562,-0.27059785,0.30695656,0.61086535,-0.08679439,0.48198175,-0.0642151,0.5183586,-0.55296123,0.1847174,0.67100406,-0.24301723,0.36623833,0.17038271,0.5886042,0.35130256,-0.4142806,-0.8601816,0.07969406,0.5211969,-0.08447163,-0.120005965,-0.27253285,0.05824001,-0.42812967,-0.3172953,0.07730461,0.10318668,0.094668314,0.14711654,0.6009233,-0.25652578,0.446222,-0.01939963,-0.19829535,-0.14167732,-0.34041533,-0.024702106,0.035241768,-0.0486485,-0.3519104,-0.035842624,-0.30333355,-0.10697752,-0.31179234,0.23589233,-0.2194689,0.4022725,-0.20278446,0.33552584,0.12710196,-0.40828323,0.21031058,-0.06993339,-0.31706914,-0.09141858,-0.4288296,0.23099956,0.2751368,-0.34007636,0.08908736,0.29505843,-0.03556037,-0.12723845,-0.42254815,-0.20389658,-0.47361863,0.4927301,-0.0021695308,-0.32433793,0.17477813,0.28719282,0.012463743,-0.012025038,0.6531843,-0.37639257,0.15941809,0.10805159,0.046553377,0.283329,0.30834082,-0.08350587,-0.43040305,0.25066474,-0.10670268,0.27814567,0.10961461,-0.23867331,-0.15055463,-0.2843849,0.033229694,-1.1521175,-1.1924169,-0.15345463,-2.0350728,-1.2284739,0.70967984,0.8287665,-0.64064205,-0.53606355,-1.0394614,0.46862563,-0.16310942,-0.7437243,-0.4532305,-0.05852688,-0.58359647,0.16907403,-0.53431207,-1.2876122,0.49726406,-1.6482784,0.48421457,0.9959187,0.6941584,0.24003111,-0.814598,-1.0408262,0.26992708,-0.09315765,-0.11701216,0.13965176,-1.2628558,-0.19949284,-0.8048236,-1.5823029,-0.87051535,0.40158743,-1.325613,1.0764865,-0.7462755,1.2693071,0.08674551,0.76065785,1.2351886,-0.9666742,-0.03091513,2.7781873,0.13486448,-1.3318117,-1.3973819,-0.2927507,-0.5980169,0.37452134,-0.35144487,0.5911423,-0.04895643,-1.498603,-0.18357217,0.026513683,-1.7255371,-0.9391008,-0.42703637,0.17562973,-0.18464188,-0.15376887,1.6858065,0.92369384
BT-483,-0.5181278,-0.6253989,-0.32968128,0.32295522,-0.26261652,0.352636,-0.351195,0.30551118,-0.92364866,0.17569248,0.7519491,-0.5473565,0.4228892,0.32174018,-0.8215332,0.73971486,0.83696294,-0.4073371,-0.6912066,0.38050902,0.5346526,-0.09235002,1.1364243,-0.08493002,-0.33701217,0.028829604,0.95131195,-0.057358444,-0.44131702,0.49875185,-1.0662812,0.093411356,-0.41187865,-1.0118265,0.13803607,-0.3951101,-0.91932696,0.09913562,-0.15473278,-0.30793697,0.25373387,0.8525454,-1.028137,-0.2625622,0.18843628,0.55976635,0.6330229,0.1278408,0.33581492,0.09048626,-0.3056947,-0.31510222,-0.3345184,0.059742182,0.3216804,-0.9546355,1.1125603,-0.38455814,-0.40309906,-0.5109374,-0.31261903,-0.93983316,0.9955132,-0.57931167,-0.20935166,-0.77747893,0.2384357,0.13351187,-1.1910114,-0.68944794,-1.2009735,0.24970835,0.4795381,0.6191928,0.45123744,0.023052625,-0.2801046,-0.5115635,0.5251515,-1.1237667,-0.30704385,-0.8951678,0.62396145,-0.9122693,0.35769928,-0.09000956,-0.66657233,-0.24475059,0.6500593,0.15586641,1.0445933,-0.25699928,-0.56541735,-0.032765944,-0.08091612,-0.93283695,-0.13992414,-0.53521925,-1.0018327,-0.8440327,0.5814216,0.215034,-1.1852635,-0.261115,0.98646843,0.1981953,-0.72791064,-0.8511131,-0.25043586,-0.0465639,-0.48326287,0.2644079,-0.6833746,-0.2004872,-0.9037968,0.41082835,-0.7349898,0.30897227,-0.2025615,0.58462197,-0.04970314,0.40205234,0.2098565,0.17928123,-0.78339213,-0.3581246,0.2440156,-1.1405481,-0.22031006,1.0094099,0.37966332,-0.77068543,-0.89971095,-0.96373135,0.3847961,0.43246016,-0.12517157,0.8192662,0.52088374,-0.211355,-0.4321718,0.41963023,0.21167438,-0.36374652,-0.7183758,0.16918176,-0.33313373,-0.39185143,0.35735822,0.44923264,-0.35151362,0.19689423,0.2832813,0.568266,0.9832398,0.38381112,-0.8877324,0.20508692,0.6387481,-0.15451589,1.0487593,0.47117603,-0.49755228,0.22741523,0.39560142,0.04317515,0.23593806,-0.18676531,0.39993396,-0.036111675,0.42400086,-0.38409406,-1.1184068,0.3620693,-0.6140795,0.35601765,-0.5617553,-0.63063467,0.6007008,-0.097363204,-0.6430365,0.34338242,0.3701157,0.053272568,-0.5735207,-0.36161274,-0.5959776,-0.3404728,-1.1080731,0.2691304,0.12551147,0.3818108,0.3324047,1.2177438,-0.35701337,0.6110073,-0.24712038,0.26803884,0.15639915,-0.52608705,-0.061685745
KNS-81-FD,0.4284173,-0.38391942,-0.31569895,0.75516903,0.058888018,-0.26303348,-0.23077512,-0.63391185,-0.6504642,-0.24871452,0.39598823,0.3547999,-0.023703545,0.25709483,-0.8519167,0.5058983,-0.026326437,-0.37404278,-0.38181993,0.22265041,0.58812916,-0.12535764,0.38888842,-0.3787248,0.03044637,-0.021597236,0.31170586,0.19374305,-0.4365716,-0.113698594,-0.44706732,0.2413406,-0.012500346,-0.20388643,-0.44811952,0.6158506,0.10682332,-0.20852055,-0.04501442,-0.029607505,0.18838383,0.45225406,-0.54736274,0.39431968,-0.2686097,0.43945688,0.781593,-0.02085577,0.30390763,-0.28087986,0.5019717,-0.28135186,0.27517557,0.5382727,0.24154088,-0.1193534,0.6110695,0.49413747,0.18568863,-0.6250683,-0.79353523,-0.14133927,0.8728899,-0.33054864,-0.46142223,-0.62940127,0.17100902,0.3336012,0.43846464,0.34246424,0.71920145,0.22637914,0.28045762,1.1883626,0.62797236,0.2539119,-0.03898494,-0.255861,-0.0042226994,-0.18397734,0.08174907,-0.67131907,0.05700498,-0.14093983,0.07361968,-0.06870901,-0.0026563974,-0.65056807,-0.25695348,-0.54661626,-0.06463895,-0.7734413,0.11444731,0.93577194,-0.66133356,0.2596034,0.047086887,0.07376672,-0.28665212,-0.48709732,-0.045256726,-0.07044621,0.65998423,1.1829631,0.4270003,-0.4020707,-0.2526406,-0.7908521,0.4353068,-0.90621084,0.28885886,0.70003486,-0.22609162,0.02141489,0.49751782,-0.59444016,-0.10777735,-0.18854333,-0.37863508,-1.1662568,0.18043585,0.3804876,-0.30057937,0.0021676086,0.29073042,-0.32199046,-0.2606922,0.35854396,0.016679535,-0.82439566,-0.19973171,0.4117154,-0.13899937,-0.2890944,-0.74990827,-1.0132389,-0.15076454,-1.4016504,-1.0660927,0.6591564,0.5348473,-0.5346076,-0.40859646,-0.6833468,0.561543,-0.10059052,-0.6064796,0.00879775,-0.061265804,-0.30763394,0.18940014,-0.3065057,-0.74719775,0.21146269,-1.2500917,0.4925892,0.8928732,0.45839557,0.39305934,-0.62254375,-0.82623947,0.3664383,-0.021287784,-0.51641077,0.03032768,-0.6956309,-0.17286792,-0.43752578,-1.156053,-0.8050375,0.32046476,-0.8689616,0.7252534,-0.30447677,1.1584316,0.11986172,0.62047434,0.9926284,-0.64380693,-0.10696797,2.1546254,0.056727767,-0.99071723,-1.0907869,-0.34786245,-0.3990661,0.15882303,-0.30806503,0.7141287,-0.01833607,-1.0257963,-0.30189154,-0.01886412,-1.2114387,-0.82076496,-0.26920447,0.1263825,-0.09796023,-0.112533145,1.0844324,0.85209125
