,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115
CL-11,-0.11259815,0.24025497,0.4993764,0.5887357,2.3127408,-0.8616354,1.3961693,-1.1724522,1.5285544,0.6148235,1.2010058,-1.0170071,1.2223521,-0.7080562,0.6510434,0.06530942,-2.5325994,0.6220232,-1.2110225,0.34826446,1.2916973,1.3212162,-1.777416,-0.073840834,-0.2536353,-0.9775444,-0.7228179,-0.29303125,0.7849308,0.70711786,-0.5679953,0.6582966,0.1471878,-2.0855024,2.543703,0.53903556,1.9789827,-0.78333354,0.24091235,-0.6019991,1.7457831,1.5812978,1.1076677,0.81649923,-1.4178582,-1.3581953,-0.62014574,1.2550093,-0.34100124,1.9767134,1.5434433,-1.9156674,-0.87997913,-1.5931542,-0.08430962,-1.0134215,-0.19596177,-0.250328,1.1886683,1.2958663,-0.41838974,-0.9103029,1.2438132,0.99135,1.0986586,0.91459674,1.3409162,1.6460805,1.2087693,0.221625,-0.1391818,0.6161382,-1.2122709,1.6103072,0.010978069,-0.01011508,2.1199424,-1.5674174,0.54506576,0.6213813,2.7676642,0.04501795,-0.6167595,0.3159164,-0.39435834,1.4057488,-1.0078348,-0.017115735,-0.34099272,-0.9797328,-1.3753818,-1.0640736,-1.3966821,1.0660706,-0.62281567,-0.27610406,-0.36296275,0.9568335,-0.38221663,1.6253669,-1.4050633,-0.28130537,1.6735878,0.5418199,0.048652012,1.8288972,0.33324742,-1.278662,1.1257933,1.3371388,-0.594831,-0.12042211,-0.04718999,0.7384939,-0.99568367,0.17495257
KMBC-2,0.5089817,1.4678057,1.4596521,0.17446838,0.54013366,0.6298444,1.7574073,-1.118317,-1.7173103,-1.0594083,1.516998,2.045209,-0.49116835,-2.3689408,-1.1519014,0.9292537,0.47604382,0.35662797,2.1986485,1.6358871,1.6924827,2.0666702,0.7612661,1.3837215,-1.3412331,-0.73288006,1.2792084,0.046620995,-2.8090262,-0.28646994,0.00453832,-0.9763391,-1.1662998,-1.2202697,2.4836895,0.25789988,-0.8031813,-0.44481182,1.458079,1.5288,-1.1734973,0.7694828,1.0591404,-0.99197745,-0.522618,0.0509275,-1.4872516,-0.081794426,0.92359924,0.076655105,-0.6662123,-1.6955984,-0.66241807,0.80533934,0.21210924,0.48984432,1.6256729,1.2002485,-1.0786949,-0.25051206,1.4748142,0.075485796,-1.0819789,-0.487236,-1.2095742,-1.1650493,-1.1526114,0.48524347,0.7469279,-0.20806588,-1.235974,-1.4565804,-1.3999326,1.1118408,0.29218116,-0.41123614,0.8074204,-0.9722867,-0.30814153,-0.96159446,1.3994843,-1.5941603,-2.2586498,-0.48037192,0.45540762,-2.4581287,-0.3215971,0.7264865,-0.036258414,-0.062341623,1.2490959,0.8434501,-1.0951152,1.8766102,0.8318826,0.0337045,-0.9791211,-0.13310486,1.2860464,-0.24226397,1.6184285,-1.4216095,-1.7372419,0.50384307,-1.0235083,-1.6109968,-0.57654655,-1.0091275,1.631402,1.9625566,1.0013951,1.2235016,-1.1077099,0.0372751,-0.92051864,0.8948537
RCC4,-0.9219817,-2.1390886,-2.0941682,0.78480077,0.13789803,-0.18968554,-2.296514,1.0026649,0.6418235,1.082446,-0.00018469617,-1.999554,0.35568738,1.2722553,-0.37566787,0.49887538,1.3828403,-0.822343,-1.9956138,1.601541,-0.7000541,0.5656528,1.0026258,0.71295065,-0.926167,-0.22715376,-0.45044643,-1.6020081,-0.16844966,-0.3082754,-0.31494445,-1.768432,0.95716983,0.7685092,0.121392004,0.33688718,0.92323935,1.3662767,1.7445409,0.7520969,1.7943593,1.6424627,-1.9324322,0.18729204,0.1780107,1.0189396,3.8796191,1.2092825,-1.1643116,0.71770453,-0.6860522,1.1835848,-2.3757238,-1.4913208,-3.1102211,-0.88288057,-1.3882469,-1.9509448,1.4676671,1.5110431,-0.9005688,-0.41315612,0.09110371,1.4046744,0.50291246,2.2937474,-3.0180118,-0.54494333,0.636667,2.377876,1.5106217,2.8653653,-1.0632468,1.3288242,-2.6615467,-1.920926,3.9672544,-0.059678532,0.47828877,2.1250534,1.4152101,-0.50743616,0.56710094,-0.30124035,1.0719267,0.31301886,0.36020887,1.1048796,1.7037373,-0.2582647,0.8030285,1.3826671,0.74115396,-0.801114,1.4456431,-2.0445719,-0.16269764,-0.8131561,-2.1747298,-1.5165775,0.40001974,1.1013685,1.3773539,-0.41527113,-0.4852745,2.042644,0.49380428,1.5434933,1.1142644,0.15219253,0.9123835,0.9088819,-0.29120868,-0.48935935,0.45995373,1.1183199
TE-15,0.11080131,-1.1177009,0.70486647,-0.24690905,0.13530666,-2.2077777,-0.6225816,-1.445815,-0.89419055,-1.7670592,0.87153983,0.35017204,2.198672,-0.95297796,-0.7520536,-0.011232739,0.28089187,0.5062703,2.6710734,-0.9013252,0.9833829,0.38007462,-0.47212818,0.022090837,0.13835008,0.60285366,1.0424714,-0.39568824,-1.2825676,-1.1861626,-1.4412843,-0.12316756,-0.2699619,-2.1988273,1.3488516,1.5405484,-1.4450575,0.12156157,0.8273352,0.91510665,-0.7579785,2.1783247,1.7060791,-1.8178699,-0.7966258,-1.209594,-2.5976021,0.16154435,-2.3812933,-0.38257265,-0.39328575,-1.0496354,-0.28938818,2.0450354,1.0570703,-1.7869456,-0.6936945,1.3849957,1.4375676,0.7030082,-1.172678,-0.95813024,0.01757294,-0.54824686,-0.8905809,0.7027311,-1.0283272,-1.2729573,-0.45640397,-0.3515249,-0.5880739,0.6119957,-1.3728337,1.2676029,0.21615343,-0.45746326,0.44369498,-1.886712,1.670552,-1.6624173,-0.8040539,-1.3725979,1.363171,-1.5374078,0.13322276,-3.3033097,-2.553251,1.8193797,-0.8879852,1.571583,2.5188806,1.9994615,0.41546404,1.211424,-0.4023079,-1.2016263,-2.2272294,0.6395482,0.3519468,0.24771817,1.7196357,-2.5417187,-2.1023548,2.4279065,-0.12659355,-2.6997182,0.011915021,-0.98124784,-0.13010223,0.7130368,0.768521,2.234758,-0.14206195,1.9710584,-0.29081726,-1.2959366
MDA-MB-415,-1.8047647,-0.84077376,-0.12084328,1.3320386,-1.1113069,-0.61077034,-0.11019512,-0.4211858,-1.7865155,-0.8324712,-0.28704402,1.303982,0.9865969,-0.5185559,-1.6441925,-2.735149,0.9694942,-0.6274839,2.7825027,-0.54113865,0.3054639,-2.9902213,0.97867256,-0.5171247,0.8924273,0.34549892,2.3359525,-1.5355122,0.118129216,-0.34810585,-1.611918,-2.621966,-2.8180056,0.9284854,2.5762937,-1.1060027,-2.040132,-0.3136881,0.6267889,1.9825196,-1.8113929,-0.32163998,1.283374,-1.3999294,1.0599962,-0.054507922,-0.87546223,-1.5794246,1.378265,1.51356,1.6253003,-1.2576194,-0.3515287,0.41539294,3.0322917,0.024001585,-1.4164742,-1.7761359,0.04192269,0.013409995,-0.24326031,2.0809414,-0.89517516,-1.4238274,-0.33337063,0.8642838,0.6598279,-1.1310258,0.17633215,0.45921063,-0.8085083,-1.2879231,-1.9437116,0.14971694,-0.7442002,0.6625576,1.7587107,0.29387924,-0.3357777,1.7699872,2.1350157,1.5472575,-2.1391559,1.0379406,-1.6286291,-2.5429196,0.5964767,0.48423335,0.8475661,0.7030576,-0.40769166,1.1741537,-0.32288757,-2.3434474,0.553982,-0.17811178,-0.85914356,-0.47261766,-0.9048495,-0.9663042,-2.460258,-1.2547885,0.55267704,0.6508504,-0.18845892,-0.87417704,0.042212635,1.1208286,0.5428942,0.09329111,0.15857762,-0.7599354,1.3503249,-0.7748529,-0.6618107,0.41768473
MOLP-8,-0.3821848,-1.9391723,-1.5194542,-1.0757164,-0.43761528,1.0212083,-0.155117,-0.82274145,-1.9174349,0.38802457,-1.5895313,0.2905724,0.54349923,1.2709306,0.5651586,1.2296715,-1.4543471,-0.92253345,0.10447411,-0.49360412,-0.76993066,0.60903174,-0.41272992,0.547479,0.019538455,2.3102963,1.017395,2.1497111,0.46563435,0.15224591,0.48229325,2.9611192,1.3857998,-0.16698545,1.3222437,-2.2373416,-0.1936743,-0.8547018,-0.44020933,-0.6010157,-1.0900666,-1.2934982,0.9590393,1.7451438,0.5382524,0.5027599,-0.21042581,-1.1279058,1.8033421,-0.43871954,-0.18629469,1.0033808,-0.32161462,0.44087583,-1.4572856,1.3061646,1.2312737,1.6300526,-0.78721064,-3.7344708,1.1333939,0.050890103,-1.4655503,0.53162086,0.111003205,-0.2725933,0.4903453,3.5950985,0.44970983,-0.8978704,1.2712417,0.4468864,3.308766,-0.45074293,2.6581066,-1.597817,-1.2718194,-1.462853,1.9347333,-0.83159316,-3.321531,-0.734941,0.45553565,-0.11570286,-1.1056392,0.5182846,0.5779341,-0.5979313,0.7863502,1.7733833,0.4924113,2.213088,-2.921611,1.8473498,0.037670027,-2.156961,2.15922,0.70612943,1.1510708,0.78355014,3.5762596,2.093627,-0.1490506,-0.91455805,0.6227751,-2.6527007,-1.9096289,-0.08508365,0.23455039,-1.4025477,-0.38243896,-0.60844743,0.7315522,1.9089496,0.15715061,0.6769527
NCI-H2405,-0.34738988,1.4212092,-0.68988454,0.6257206,1.1858928,0.20157021,-0.45913073,2.0899775,-0.23789671,-0.36772794,-1.301522,-0.31930855,-0.41478002,0.890469,0.5075532,2.991393,-0.3457594,-0.550369,-0.72357166,0.3277453,0.7309544,3.7209587,-0.5521342,0.9087535,-0.42715073,0.3926193,0.25046828,-0.4082032,-1.5687926,-1.3086694,0.80898714,1.0777285,1.1360904,-0.1794305,0.8317774,0.29968145,0.511202,0.041752756,1.097695,1.0663168,-0.62701404,-0.18626465,-1.0866466,2.0997407,0.32241553,0.3739209,0.73984075,0.7018189,-0.33891168,-0.2634424,-1.577108,-0.689499,-1.6502448,-0.58460236,-0.14954314,-0.63858885,-0.9599663,0.11944248,-0.6867944,-0.4375411,-0.022120517,-0.09670272,0.54285747,0.87119657,0.7000137,0.13849881,1.2507011,0.29110068,-0.35344732,-0.38265514,0.399253,2.4537296,-0.20408678,1.3917705,-0.1321151,-0.14221735,0.4833535,-0.26163632,1.6571623,1.10494,-0.3221908,-1.8138967,0.9408426,0.3879363,0.51296055,0.5182289,-0.4542901,0.25388154,-0.948778,-1.3996571,-0.68726474,0.4355352,-0.34897667,-0.50053996,-0.08412556,1.7604686,1.9855744,1.2951804,0.31521708,-0.43984988,0.23724392,0.52580816,-0.9407473,0.030916387,-0.44256225,0.057337254,-0.5078888,-1.2498728,1.7378263,-0.32174134,0.48827353,-0.34601778,-1.2209519,-0.8238657,-0.29135585,0.26262507
SNU-1077,0.23546568,-1.0640283,-0.20638385,0.41397497,0.44314134,-0.043308407,-0.75989896,-0.040224914,1.3535818,-0.5568142,1.0114082,0.84777915,0.7280464,-2.3144498,-0.19198433,0.39226812,-1.2173082,0.11037348,0.04871705,2.474795,-1.1391754,0.42544898,1.7786708,0.46847618,-1.8984269,-0.021965705,-1.0625551,-0.50170785,-0.9076845,-0.14259842,0.6571421,0.14062135,0.49476793,1.9538238,-1.1279911,2.1671677,0.58559763,2.0468574,1.2451051,0.5814181,-0.72158384,1.2153949,-1.0721449,-0.11033892,-1.8786823,0.6340229,2.0293126,1.1392586,-0.26722106,-0.44565904,1.4481002,0.1242331,-1.2516649,0.47355285,-1.6375686,0.3839872,0.5630048,-0.46483707,0.074439436,1.8137761,0.4868523,0.40865982,0.2862408,0.20254526,-0.20299721,-0.4646252,-1.1728933,1.8823297,1.4170234,0.6861032,1.0520903,0.45939314,0.9330224,0.6773068,-1.9251994,-2.0096748,2.40166,2.398268,0.26892844,-0.11430329,-0.19030313,-1.4738376,0.24210602,-0.12943819,1.1088277,0.6351203,0.26308745,-0.8407461,1.8880159,0.017817646,1.9402287,1.2189877,-1.1647851,0.11400465,0.6963259,-0.5931956,0.08034587,0.6946659,-0.6984646,-0.8061522,0.68781334,0.2765807,-0.92086303,-1.3987707,0.33462086,0.54634154,-0.1542309,-0.83320844,1.1242146,0.27002057,1.6663332,1.1351137,-0.38801992,-1.1957437,0.38496658,0.3153678
HK-2 [Human kidney],-1.5952986,-1.9011112,-0.562197,0.4742877,-0.37739372,-1.6696274,-1.2432275,-0.5804171,0.69053465,1.4355549,1.5677158,-2.170758,0.63205683,0.9331185,0.80439526,0.19262606,1.2969744,0.37843263,-1.1044776,2.427755,-2.3551521,-0.5680373,-0.40509748,-0.66149396,-0.86241615,0.8580814,-2.6144645,-1.7212652,0.88091755,-0.9091556,0.2213852,-1.5127145,0.70403194,1.0068055,-0.19015312,-1.258348,2.1400979,2.0476105,0.963682,-0.6170082,2.2783554,3.531832,-1.9523845,0.69116527,0.50454676,-0.6749993,3.8640466,2.8368227,-2.025772,1.9248203,-1.6425612,0.7598583,-2.6339853,-2.785712,-3.3647192,-2.3865705,-1.3800375,-1.4462951,1.1553916,1.2570287,-1.6506873,-0.73031294,-1.3512114,2.097374,0.78206563,2.3645995,-3.3427505,0.22768444,1.1435841,3.2023365,2.3267524,1.8418587,-0.27209917,0.6170348,-3.1679947,-2.295105,4.789989,-0.32985184,0.21741228,1.0231875,1.9638345,-1.1450254,1.6311963,-0.3994807,0.8254895,0.59366775,1.3984699,1.9873884,2.7993588,0.021537913,0.6277888,1.4598606,-0.21378498,-0.3774897,1.2098929,-2.0751379,-0.87894064,0.37445673,-2.7922904,-1.6134232,-0.06405023,0.28044158,2.9035518,-0.8692716,0.23508215,3.1108189,1.9927402,0.9862808,1.4323101,2.4242728,1.1392283,0.98081845,-0.4351659,0.4847907,2.0718586,0.8848152
ZR-75-30,0.47338712,-1.184869,0.14599055,-3.1119983,-0.62632596,0.10913436,1.5837095,-0.85614944,0.26520288,-0.7983457,-0.88056386,2.0621152,-0.9102666,0.36054358,-1.2220364,-1.6861061,-0.45236695,0.47143334,1.2529345,0.8106654,-1.857593,-0.5531047,-0.2123222,1.6107515,0.15316376,1.1966555,-0.39332235,0.5310518,-0.35799962,0.61006963,1.3858299,-2.6842337,-0.8288395,1.1867117,1.1944451,-1.4068091,0.28009042,1.6684047,-0.98481685,0.96293133,-2.3265712,0.0049515516,1.0629596,0.0010979399,2.1882756,-0.6382624,-0.30921483,0.06494791,1.8489566,0.8875601,1.313486,0.00082171336,-2.2442093,0.16879964,-0.6444467,0.46371746,0.7912416,-0.5531365,-1.5113609,-2.1514623,0.99031997,-0.7066823,-3.9306092,1.4666306,-0.15166456,2.9847279,-1.9196136,-2.1368148,1.5110855,0.6020757,1.4486451,-0.0075563136,-0.11754435,-0.69907093,-1.9777826,-1.051342,1.6972528,-0.13957232,-1.5495672,0.6874586,2.1683486,-1.9941149,-1.9299216,-1.4117334,-0.82185936,0.7172203,0.2777037,0.0241133,0.03566768,-0.613137,0.6200439,2.6229112,-2.3574858,-1.26688,1.0849895,-0.20727004,-0.3990831,0.5340502,-2.7310839,-1.9190915,0.16880065,-0.12287547,1.1553676,0.49342123,1.146494,1.8147827,3.1071646,0.49255228,1.2243216,1.7766454,1.3573986,0.31211975,0.35011542,2.3275616,0.9827027,-0.18244825
NCI-H2106,-0.6488465,0.36215323,0.6735954,-1.240555,-0.6554516,-2.3666983,0.7524669,-0.32030994,0.18203714,-0.7738224,0.10950519,0.7622928,0.7110709,-2.0517595,-1.3375489,0.063014835,3.4428606,1.5582834,-0.21538532,-1.993434,0.37104103,-1.9467143,-0.34067264,-3.3320804,-1.1917461,-1.2915181,-3.1700675,-0.4722305,-1.4263222,-2.2029984,-1.1600878,-2.6059265,0.988976,-0.535872,-0.39331773,-5.1668496,2.5960097,3.2573617,-2.3245099,-1.966851,0.60144776,1.167639,0.3937287,0.022418424,0.2763526,0.013894498,2.1848054,0.3436217,-0.72724485,-0.8879364,-0.09505724,2.0660982,0.4448294,-0.70479214,0.42175525,0.044947952,-0.62523806,-2.4092505,5.1228356,-0.65342474,-3.0960839,0.17216596,0.32098106,-0.48630154,0.38649637,1.8464707,-2.5130792,-0.25557896,-0.894934,2.9688008,-1.5886675,-0.27460697,-3.1072307,-1.0993015,-1.7831659,1.5260195,1.4528981,-3.6781056,-0.20032138,-0.8316774,0.42733172,3.7028887,-1.1346403,-2.0891364,-1.3921406,0.96460766,2.9658337,1.3674144,3.0080464,1.1544534,-0.17961146,-3.444741,-0.57876426,0.9040491,0.97945946,-3.688043,-1.3259013,0.4687276,-4.6254377,-0.015342066,-2.6599016,-1.3116196,4.5967574,1.3322972,-1.9016166,0.62287045,0.560126,4.2196345,0.42482224,1.3054881,0.46637082,-0.9858663,-2.4369624,2.0695384,0.21157874,1.7100846
Huh-7,-1.600424,0.56492674,1.1476967,-1.2407904,2.3821368,1.1189172,-2.2687101,0.14482573,1.9230865,0.891462,0.48008984,0.40827757,-0.99225867,-0.25135252,1.1937026,-1.1524268,0.28338194,-0.9261213,-1.2756742,2.1427407,1.4929421,0.55017483,1.0709292,0.55869925,-2.8922138,2.1409147,-0.89370537,2.0406883,-0.93666965,2.2480717,1.3902047,1.2287438,-0.00224646,0.11419132,0.19066505,2.1118405,-2.049668,1.5874283,1.4574254,-0.64648455,-0.7743262,-0.54219925,-2.5549617,-1.7716317,0.13466077,-0.9237996,-0.1081426,1.183838,-1.7725178,2.5088127,-2.1049187,-0.6224478,-1.3585117,-1.4094543,-2.3601573,1.1747974,-0.038088962,1.2254081,-1.1987116,0.7998108,1.1378375,3.3505478,-1.3094918,-0.66050166,2.6012146,-2.427345,3.1703207,1.6773936,-1.3607032,-0.004758017,0.4618635,3.0354939,0.8260081,-1.616496,-1.2256118,-0.5769424,2.5966113,-0.39499092,0.92049384,0.3018692,-0.45009822,1.95996,1.7445776,0.9001128,1.7484026,1.2205952,1.1643082,-0.3707943,2.969828,1.0041256,1.2619002,0.786343,-2.472139,-0.7209121,1.2831041,0.7086608,1.3830752,-1.452969,-0.9182254,-0.99580085,1.2486147,0.8064048,0.5192586,-1.7237334,2.0496087,-1.8758484,-0.10912181,0.8155834,-0.5247194,0.8385078,1.4074402,-0.18255682,0.5002984,2.3197916,0.46913236,-0.4845134
SNU-C2A,2.7206342,-2.1709924,-1.1239712,-2.368134,0.71242195,-1.8994133,1.9511695,-5.3807817,-0.37884775,-1.0820113,-2.7930992,-1.6388005,-1.4724048,2.2889302,-2.2686841,1.1304146,1.2426398,4.2885747,-0.48725605,-2.2328103,-0.8021203,-1.1528212,-1.537539,-1.4480217,-1.4610089,2.1314716,0.25445437,4.2852902,-3.895628,1.7117894,4.7182875,-1.2104245,-0.52533007,-3.3663502,2.4639294,-0.2161196,-2.642626,0.5959556,-1.3508381,2.3082714,-0.42443085,-0.14941885,2.7870414,-0.070572376,2.0701509,-0.06456569,-2.4261498,0.28612703,-0.9432088,-1.697179,1.7454493,0.94332886,-0.89921445,1.4468105,2.67709,2.5976155,1.4988406,0.4122529,1.7886267,3.71568,-2.2233634,4.0549984,-0.42880064,-3.41419,4.358901,-1.9864025,2.6039202,0.7581357,-0.9244358,-1.4722567,0.7224105,-0.3673368,-0.99208546,2.825526,4.891676,-2.8413727,-3.1325903,-3.3492105,-0.23736446,1.148636,1.9156142,-1.2589786,-1.8526686,-0.21602277,-1.8448628,-1.3272877,-1.0069976,0.908803,-1.0820949,2.2882385,-1.7684209,3.676778,1.3484294,-0.4232446,-1.2481676,1.9927922,-2.8586717,-2.8707488,2.119106,1.4475902,2.9728167,-5.602339,-0.4893006,3.211319,0.7925345,-0.37786835,3.5576968,-3.3561823,1.3120805,4.0693,3.2782304,-0.67230654,1.8547457,1.7743764,-3.6076639,0.60120195
Mono-Mac-6,0.095801994,-0.4303564,0.3336684,-0.6028683,-0.420469,0.5348601,1.9672647,2.3716516,0.84758765,0.66754264,0.43187457,-0.3524377,-2.0952907,-1.07626,0.64020795,0.61766267,-0.15223823,-0.12667033,-0.6798365,-2.0548325,-0.40023986,-0.92231417,2.0679967,1.3669037,0.82184935,0.64312303,-0.3784326,1.1991377,1.5563912,-2.0176866,-0.8448961,1.2798228,-2.7571354,0.07268393,-1.4644545,0.8337513,-0.12728527,-1.8758492,0.018344754,-0.62819636,-0.6468126,0.59383976,0.06004308,1.7062364,-0.9716715,0.16164419,-0.9022348,-1.1844873,-0.45567253,-2.2252197,-1.1074758,-1.0499301,2.6723144,0.12171316,-1.4346055,0.07250312,1.2852553,-0.10298289,-0.6539105,-0.76337487,1.8568394,1.3666167,1.3271618,2.4650877,0.6347804,-0.81393516,-0.8239174,-1.7591032,0.02569466,-2.2264247,-1.1493939,0.14328082,0.46943074,-0.49908537,-0.76177406,-1.4378583,-0.8462152,1.2399514,1.6616924,-0.48743445,-1.3942522,-2.2498128,1.7958829,-1.3238871,0.5082621,1.0014069,0.99748635,-0.1691708,-0.13858049,1.3185421,1.3579801,-0.631854,-0.8360629,1.3425301,-0.27703035,0.9506056,2.1605499,-0.90385306,-2.171705,0.42441168,0.028222196,1.7718186,-1.8497275,0.0018304584,1.0917597,-0.79093605,0.79029566,1.3882731,0.25397155,-0.24517545,0.8453367,-0.8655298,-1.3605995,0.51511335,1.2663146,0.9420166
CAL-33,-1.5096198,-0.49150264,1.0872936,0.14317113,-0.94550824,-1.3704939,0.26557273,-0.15179177,0.75607294,-0.58263886,0.92667973,-0.24368252,1.4949129,-2.4785094,-0.54927695,1.7863564,1.6658375,1.1207311,0.90435195,1.0872418,-0.4636486,1.4200379,-1.3351399,0.96500766,-1.9172076,0.02869346,-1.5165867,-0.49460074,-0.80738723,-0.53350383,0.13579102,-2.1591682,0.32912046,-0.32883936,2.8262281,-0.6987735,1.4990606,1.7378868,0.97442627,-0.025904357,0.906423,3.743421,-0.47939023,2.8126976,-0.1712373,-2.4654756,0.15445651,1.4829915,0.1830569,0.9905645,-0.8245453,-1.5249318,-3.7076793,-0.28565216,-3.3026295,-2.5528247,-1.0696762,1.1102204,1.8883036,-0.44316906,-0.31788948,-0.011772398,-2.5815582,0.79792124,-0.46814793,0.53046924,-2.5733674,-2.0369194,1.0091376,-0.6348721,0.56891286,1.1572226,-0.80080134,-0.020178527,-1.9848562,-1.8613718,0.78066087,-1.9919262,2.2947266,0.88979626,0.7348323,-2.502558,-0.5320542,-2.8839555,1.232979,-1.96241,-0.31500542,0.84291047,-0.51149285,1.5042208,2.7055259,1.259272,0.12772109,0.13576213,0.9899845,-1.009178,-1.0503072,1.7409866,-0.2980053,-0.5883403,0.69167906,-0.4040531,-1.4819255,-0.6760145,-1.5369436,1.6199489,1.5269101,0.80264294,2.8046877,1.4390029,1.8166606,1.6985147,-0.30813494,1.0742358,0.84901035,-0.44168994
KE-37,1.7748082,-0.44272488,0.6652382,-2.0263126,1.1695768,0.4526283,1.292846,1.4964375,0.51852113,0.76770234,0.4090985,0.3534405,0.79088104,-0.4550292,1.0213733,2.6761367,-0.59116864,0.39920282,-0.09550267,0.31845814,-1.535522,-1.905722,-0.19462724,-1.3118403,-1.6824372,1.1329383,-1.9667729,2.5681736,1.2199084,-1.2244405,-1.5102803,0.6277502,-0.9182397,-1.5161402,-0.74624515,-0.3780018,-1.3992231,-1.6068845,-3.7592893,1.3465759,-2.1730533,-0.5474293,-0.24089432,0.48675847,0.22063951,-1.4045147,1.7190526,-0.53480476,-0.3468988,-0.42038232,-0.34449077,1.1699734,1.7897763,-0.3820808,-1.4392947,0.56081176,0.19600156,0.6702676,-0.7440698,-1.3539175,2.3385496,-0.7550033,0.6438922,1.4813342,1.7036331,0.23182073,-0.5979414,-0.021062247,-0.4026912,2.03353,-2.213568,1.3927653,0.5510547,0.43317083,1.29828,-1.3525685,-1.4335873,-0.035075292,-0.6905543,-1.4545686,-1.0692923,0.261318,0.26849857,-1.6517148,2.189583,-0.6668933,0.45152184,0.95446026,0.21744868,1.3320348,-0.13484898,-2.53781,-1.3535577,1.0025647,-0.7476874,-1.0864997,1.9940906,-0.26551273,-0.81875134,-1.1389533,-0.4575726,0.922578,-0.1837194,0.4477514,0.40244952,1.1920544,-0.37754437,-1.1574731,-0.45410562,3.1379018,-0.19928773,-0.14489028,-2.0305269,0.8447615,0.089319035,0.8427452
HCC1187,1.3227165,-1.185612,0.3182037,0.52808595,-1.8333273,-0.6607359,0.26212922,-1.708408,-2.5390646,-1.3982289,-0.36295676,2.802023,-1.1913055,-2.9001527,0.61495835,-0.8170036,1.387663,0.9607051,0.122765064,1.5837408,2.3385055,-0.8402342,1.8301485,2.610843,-1.2974368,-2.3421378,-1.3905396,-1.022636,-0.8661459,4.6124043,3.8838105,-1.3447131,-0.2518541,-0.67034787,-3.28529,-1.8231823,-0.26475537,-0.31114542,2.97809,1.2147952,-4.826682,-0.67807776,2.387027,1.856682,3.4017463,1.2348403,1.4207081,-2.3143773,-0.51768845,-1.5059917,1.7379495,1.7978015,-2.2494893,4.2229576,1.5840052,0.18451115,1.1073642,-0.31854665,1.6383593,-3.321671,2.6044486,0.19044459,-1.5952698,0.6019391,-0.790341,0.6654494,-0.8150662,2.343417,2.776838,-0.31211823,2.5770464,-2.0315208,2.4399178,-0.76979786,3.304432,0.7996104,0.22329909,2.3266625,0.08791435,-2.5682406,1.7159954,-2.253216,-3.2509506,-1.1970342,-1.4912356,1.2595041,1.1229156,0.0798551,-1.0525248,0.23208433,0.9589991,0.36452824,2.2114816,-0.8161841,0.91454726,-0.74554557,1.066252,3.0604322,0.47371042,-1.5218815,1.8534653,0.4218487,-1.4619699,0.49648997,0.8756659,-0.5990911,2.6508837,-0.044363763,0.27581382,1.7657791,0.17286712,-1.2325556,-0.10164243,0.89654744,0.7078694,-1.8760799
RPMI-8226,-2.321724,-1.3048164,-0.2768479,3.1274006,-3.7214527,0.37250063,-0.7451292,-1.3912926,-2.0828364,2.6428914,-0.19835511,0.1011306,-0.42397,1.7058127,0.46954006,-2.279788,-0.92507005,-2.061244,1.4159622,-2.5388496,-0.50120157,-4.0163198,0.8278952,-0.27861032,2.2213213,0.015166797,1.6056519,0.17024541,3.1065035,0.40644178,0.16582811,-0.34854504,-1.1172745,0.011588573,0.005669683,-2.872519,-0.46040714,-1.937586,-0.36124304,-0.6684309,-0.26642233,-2.4742947,1.7016011,-1.0932276,-0.10791215,0.33379483,-0.9606181,-2.3240836,1.8027927,0.22024733,1.5102829,1.4978498,2.078255,0.15950572,2.7283654,1.2938011,1.1729236,1.4656365,-0.08188641,1.4459167,-0.6447836,-0.41471222,0.018393546,-0.52907705,-1.6622432,-2.4194834,2.48033,-0.7290765,-2.2419043,-1.3305454,-0.029191507,-4.5204425,2.7721386,0.9189515,2.3339145,1.7902681,-2.7880785,-0.40523714,0.13370037,-2.8519778,-1.9640554,3.2825017,0.1944572,1.803236,-1.6726716,-1.2511939,0.82302535,1.0851675,1.1479871,3.3089585,0.32588965,-2.1164024,1.8356574,1.656864,-2.6024995,1.3058543,-0.95991397,-5.487643,3.0021765,3.261399,-2.6758246,-1.1634189,-0.40702704,-1.2164584,-0.27092347,-0.32589057,-2.6775382,1.1537807,-1.727922,-3.0967019,-1.7089199,-0.77242535,1.8813485,-0.73258007,-1.4366009,-1.3603767
