,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48
CAL-12T,3.439825,1.2904716,1.2030311,0.2669673,1.0303582,0.6027978,-0.3298291,-0.6433948,0.40843695,1.0787534,-1.0851879,0.7214088,0.8116792,2.3502965,-0.7647802,-0.5474884,0.62140495,-1.7482257,0.7967786,1.0477949,-2.3706837,1.7923853,-0.6350148,3.334401,1.0281992,-1.319409,1.863464,-1.1999476,0.702609,0.4856394,1.636825,-2.173756,-0.52245355,1.5576599,-0.07175553,0.6541158,-0.2523882,-0.48199046,-0.60209256,0.5600918,1.0269457,0.8008612,2.4320502,-0.41063768,-0.64651453,-0.9754636,1.4986453,-0.37921593,-1.0596181
HT-1376,0.44436288,0.11780836,0.7016418,0.34491563,-0.23936221,-0.7470112,-2.4331574,-1.0860358,1.6221823,1.1953776,-3.2642443,-1.7640327,-0.2547312,-0.86497563,-0.3945812,-0.756803,0.0035079718,-0.41263533,0.80795944,0.55369365,-3.20607,-1.4850063,0.7557644,2.289989,0.8947135,-2.357289,-0.5675105,-0.18110195,1.6087711,0.64138573,1.2295629,-0.7434946,-2.0932853,1.595817,0.47778955,0.72070605,-2.2645106,0.52517164,0.6987921,1.393098,0.049275063,-0.90440834,3.0253618,0.5118716,-3.2047677,-0.2199741,-1.0312566,0.20488326,-0.9881422
YMB-1,0.34458,0.6324804,0.81041765,0.37943703,-0.5979175,-1.4471294,-1.1020576,-0.030452937,0.39749998,-1.5486348,-1.15285,-1.3487744,-0.122394875,1.5366215,1.8617634,1.7139233,-1.0738091,-0.7413486,-0.64176285,1.5611799,-0.8243428,1.6059417,-0.33569396,1.2243782,-0.92199427,-0.9642667,-0.8164277,-0.6997329,-0.607257,0.22990258,0.7095984,-0.7876419,1.7762804,-0.38103667,1.8060869,2.8526278,0.2026997,0.6681085,-0.20446026,-2.1195757,-0.3949011,0.005001011,-0.13765563,2.6237795,-0.6062417,1.5026141,-1.7981917,1.313933,-1.9976197
OVSAHO,0.06584375,-0.75688624,0.3123844,0.044740334,-0.8414524,1.0057957,-0.2869684,-0.9691042,-2.3327186,1.2730633,0.06974743,-0.4891671,-1.2541374,-1.6723032,0.48260862,1.848052,1.9325738,0.3376768,2.073351,-0.8907687,1.2579412,-1.571833,0.45149434,-0.027429584,1.8483212,-3.175819,0.09710329,-0.14302042,-2.3830922,-1.6561742,2.0168164,0.10582223,0.7416557,-0.61957324,1.0306212,2.277395,1.1569151,1.6490506,0.720082,1.9452525,0.22672714,-0.03374432,1.2928585,1.3568343,-0.8928702,1.1419419,-2.1017685,-0.69985515,0.29803842
NCI-H196,0.21616551,-2.195679,-1.4113158,0.20005845,-0.25589955,-0.2173616,1.1746682,1.0035084,-0.45121405,-1.6509753,0.53091514,0.93347967,-0.6217529,1.4268134,-1.7574759,1.5124954,-2.8092487,0.42943072,-0.50645417,-1.471813,1.713681,-0.8404793,-2.1580067,0.35884228,0.5339661,0.69688874,-0.4936435,0.63109523,-0.053075913,0.6034412,1.0094872,-0.15126094,-0.7911092,0.5462434,0.5669999,-0.34694678,-0.6577891,0.3955277,-0.82061386,0.74308485,-0.96296096,2.1163492,-0.3624764,0.47278833,-2.6907246,-3.771803,0.9819404,0.5244935,0.01014716
CAMA-1,-0.3493952,0.37951925,-0.5126623,0.64299697,-0.056224257,-0.6995301,-0.66073316,-0.77185696,-0.7054684,-0.76100737,-2.4037428,-0.99215585,-0.3088857,0.22137873,0.7908663,3.359592,-0.6866219,-2.0136402,-1.159446,1.1122227,-0.39084435,-0.08993743,0.12440707,0.26823065,0.41562143,-0.7303849,-1.735479,-1.0075265,-0.23527658,0.8054963,0.3258723,0.4055591,0.3654664,-1.3184196,1.4485923,1.5482702,-1.1690657,0.95695394,0.89792955,-0.8879419,0.8127837,-0.27317297,-1.0881097,2.0985096,-1.6985823,0.46355885,-1.9786375,1.9929421,-0.5423212
LS123,0.6490826,-1.0138595,-0.19527219,-1.416794,2.3513303,-0.42709765,-0.40222365,0.6185716,-0.7566295,0.7427374,-2.1660318,-0.71316504,1.5954242,1.2377166,-0.29951373,0.3553159,0.9200456,-1.1587435,0.4129421,-0.2597673,-0.8064468,-1.9212266,0.5147296,1.5657234,0.98393315,0.5625106,1.4431424,-0.2881189,1.6698328,2.2556493,-0.007080013,0.21031447,-0.8496402,-0.07622591,-0.40317166,-0.25974596,-1.0179315,1.4420662,1.0272654,1.0076997,-0.9261141,-1.4861679,0.7002955,-1.5944798,-0.011847403,0.5750647,0.5003742,-2.093396,0.74179596
MIA PaCa-2,-1.3242675,-0.09725401,-0.5258952,-0.7968101,2.2426364,-0.7777735,-0.8736698,-2.0029407,0.35578322,-1.9229358,-1.7631018,2.0172362,0.02671359,0.30873433,0.14596455,0.33533987,1.2388276,-2.1808784,-1.1257325,2.2791057,-1.7402679,-0.5970826,2.442238,0.85651326,-0.17362243,-0.17612898,0.1442792,-0.05301324,0.17520447,-3.5820923,-0.8042538,-0.41850144,-0.18062164,0.7332446,0.36198136,-0.58202946,0.9950813,0.8115383,-0.42278466,0.6646081,-1.1598647,1.7539276,1.0827739,2.215581,1.0073498,-1.8338485,0.52182215,-0.33297253,0.22464672
MOLM-13,-0.3901317,0.78104424,-0.24898101,-1.3626139,-0.09614204,-2.7012568,-0.69827944,0.8931766,2.8465033,2.0076847,-0.49730873,2.3826861,-0.6170522,0.97786045,0.102602705,-0.06727803,-1.7742014,0.22601464,-0.19885409,0.42838824,-1.4149402,1.7414646,0.59491116,0.32962787,-2.9623988,1.0858709,-0.65246654,-0.43699956,0.19738518,-1.8300794,-0.5742546,0.56300545,1.943963,0.22746707,1.2830582,0.12727174,-0.6741139,-1.7404695,-0.4729707,1.1391901,-0.5179471,0.48334226,2.2775304,0.2891332,-0.16345364,-0.69173026,-0.64023805,1.2834022,0.5662225
KP-N-RT-BM-1,-0.7608271,0.8535021,0.7540286,-0.17088658,1.085929,1.0961308,-2.3392081,-2.1873615,-1.239892,-1.0775553,1.1274682,-0.49210423,2.106082,-0.2049381,1.4123006,0.46508193,-1.013882,-0.5290047,1.3254256,0.2839732,0.8335892,-0.25482354,1.2894082,-1.291598,1.1662614,-0.23135307,0.56493485,-1.7363327,-1.4496149,0.29145792,-1.5294914,1.8184706,1.7541008,-0.49518824,-0.29192835,-0.0118973665,-1.9699712,-1.2484765,-0.68490714,1.5910511,-0.9811062,2.3614547,-1.6148653,-1.1615807,-1.3267155,-0.9699998,0.08899507,-1.3391337,0.94069475
PaTu 8988t,0.7536155,1.6013604,-0.7943519,-0.86886245,0.54511017,-0.69404507,-1.1653717,-1.4274219,0.34872305,0.7260039,-0.78725946,1.0757825,-0.75480604,0.18897477,-1.4539216,-0.25050166,0.72450954,-1.1548749,-1.7308496,0.83199894,-1.9710622,0.42965192,1.6563805,-0.68134177,1.9351742,0.06394488,-0.5888904,0.11669995,1.1332451,-1.5109499,-0.71519,-0.17243981,-2.4510584,0.68136835,0.18649167,0.21157078,-0.80574983,1.1261554,-1.8810298,1.2455835,-0.5462697,-0.7023984,-0.4953677,1.3964269,1.076303,1.6621236,-1.0687616,0.06214612,0.7620992
RS4;11,-1.6545572,0.55645466,-1.2394016,-0.3133532,-2.9660072,-0.61467737,0.74704593,1.6568178,1.8219072,2.2456517,1.6146662,-0.2760373,0.031691365,1.7601202,0.6918295,1.4467373,-0.9015143,0.5677102,1.035386,-0.7026133,0.18302082,1.4124998,0.5170877,-0.8618953,-0.090954535,0.58251566,-0.023048215,-0.588995,0.78372467,-0.27375117,1.0536082,0.5244042,-0.28093132,-0.2676308,0.4447109,-0.85022223,0.9120563,-1.69435,-0.7494671,0.6892164,0.5019938,-1.4284508,-0.2588972,-0.56039214,0.23123258,-0.5126571,1.3782251,-0.665767,1.1722847
AN3-CA,0.06589171,0.13598496,-1.8211504,-0.89794856,2.3363023,-0.6555807,-0.51595587,-1.7955436,-1.3506778,-1.2568533,-1.8419629,1.1413001,-1.8444005,0.4109964,1.7926185,2.0747771,-0.45305794,-1.7611212,-1.3696494,-1.5995421,-0.32245472,-0.46472296,-0.0524275,1.5878831,-0.0084984,-0.96702445,-0.17324755,1.4280627,-1.3033445,-3.2258978,0.17684765,1.4387994,0.21361357,0.2114359,1.1957146,0.33060342,0.16976349,0.48814905,0.99655336,1.7764118,-1.2608161,0.9521088,-0.81657034,2.7993567,-2.1149101,-1.2424047,-0.09145688,0.32819122,0.9545896
JM-1,-2.1272256,1.7961305,-0.34257087,0.49177474,-1.4484158,1.4512722,-1.0945768,0.14097211,0.1650664,2.1081724,0.8826339,-0.3716761,1.0189722,0.31105796,0.11570315,0.39018956,-0.07308132,0.97575516,-0.7486962,-0.0472095,0.6255857,0.17240119,1.5779017,-0.14595038,0.45292032,-0.42074975,-1.169215,0.14029723,-0.8993976,-1.173225,0.2646492,0.2662706,0.9617393,0.09832674,-1.4464183,0.67852324,1.524436,-2.2783875,-1.1046581,-0.19682954,1.2081606,-2.3467922,-1.3459185,1.5259751,-0.115880296,-0.8697691,1.3736567,-0.5207908,1.0390041
KMBC-2,-0.6124502,-0.9780375,0.9469331,0.66950834,1.2868052,-0.31101838,-1.55366,2.8467484,-0.22139001,0.2532525,-2.563717,-2.2007232,0.9136021,-1.8121358,0.08477925,-0.5250881,-0.7386094,-0.848887,-1.2757202,-0.30834353,1.6359315,-0.65920025,-0.056346193,1.2762778,1.0106047,-1.036385,0.2406833,-0.25071198,-0.32820195,1.7458982,1.3721819,-0.53900504,1.071612,0.51753604,0.36366844,1.9560196,-1.2788713,0.980054,0.3616559,0.12912887,-0.422235,0.9528299,0.83905476,-0.7162258,-0.4425505,2.0137753,1.1976124,-0.60970396,-1.3138456
MeWo,-0.01628906,-0.59451646,0.111244366,-0.8729368,0.26501107,-0.01641455,0.13977686,-0.674172,-0.39515665,-0.3572272,-1.6310571,-1.2792827,-2.037562,0.14094964,-1.2446008,-1.9356517,0.09926464,-2.018825,0.09172489,0.5470268,0.325413,0.2428018,0.24406956,-1.8451885,-1.5666009,1.1802735,-1.9047025,1.2368839,0.43051067,-1.1668731,0.15727726,-0.25299034,0.3105411,0.44878078,0.56200296,-1.0706906,-0.637457,-1.601644,-0.11989051,1.8228116,-0.63217986,-0.623128,-1.2212416,0.64195454,-0.5348041,1.1061991,1.1459792,0.9393774,0.087403566
HCC-56,0.21849078,0.031083053,-0.8698779,0.410797,-0.032457605,-1.8644952,0.120029055,1.4126285,-0.51844645,0.7365973,-1.2787294,-0.9627002,-1.0357716,0.28691494,2.146447,0.8318539,1.3883598,1.339199,-0.5641853,-1.5194619,1.714734,-1.8431314,0.083823666,1.05708,-1.7331301,0.15003376,0.47758016,1.3534634,0.9406349,1.8850241,-0.67920554,0.61351115,0.26299635,-1.0778638,-1.6958479,-0.6771776,1.4321803,1.8662108,1.6893566,-0.52249986,-0.36731818,-2.0843458,-0.31429186,-0.14065298,0.38178268,1.1796448,-1.8810261,-0.35584316,-0.678714
A-375,-1.2955649,-0.13859208,0.39868835,-1.4962804,0.47907048,-0.7682963,0.3721574,-1.4490498,-0.0057616737,-0.04342143,-0.7742866,-1.1498611,-2.3672829,0.09397173,1.0652653,0.24540427,1.5976621,-0.38472044,-0.07153715,-0.7951976,-1.4914927,-0.9083768,1.1922157,0.92379457,-0.66785675,-1.3048364,0.3985962,0.22013241,0.7656825,-2.207355,0.5607942,0.77022564,2.3648353,-1.4506487,-1.7225232,-2.3278966,1.2256875,-1.4132657,0.3444532,0.61177045,-0.24286222,1.2924652,-0.6944016,-0.5971309,-1.4157071,0.5073757,-0.7128356,-2.28452,2.508986
SW837,1.3340182,-1.6946387,-0.03233868,1.0959777,2.4874403,-0.7930972,0.00799059,2.098998,-1.9467851,1.4556149,-1.5214018,0.24624044,2.0246193,1.9761903,0.8862704,0.19051413,-0.18221484,-1.3337016,-0.875692,-0.6262059,0.071565524,-0.9583089,-0.7860355,-0.10977739,0.39847273,-0.3349624,1.2934728,0.30005708,1.1250408,1.3062851,-0.07538213,1.2944362,0.026907064,0.73453647,0.04739238,-1.3133334,-0.026280928,0.227475,1.3885036,0.39749348,0.1522552,-0.11327231,-0.012383565,-0.83185285,0.98848873,-0.25120938,0.33824494,-0.7615063,-0.46117082
OV-90,0.04876171,2.2433746,-0.46566808,-0.0036261906,0.77605534,1.5059079,1.4109892,1.8274853,-2.134284,-0.7590813,1.3495388,-0.12592041,-0.9061497,-0.91918325,0.98956025,1.4178048,-2.0137532,0.85455406,-0.5893869,-1.8390075,1.8796403,0.5012156,0.23088728,-1.4302729,1.7255166,0.74183434,2.2862186,-0.89128673,0.46720794,2.0076873,0.024328882,-0.14184369,0.030231304,0.32702607,0.28962013,-1.7387371,2.6115367,-0.49418452,0.15123452,1.0640715,2.3611312,0.8105849,-0.21440913,-0.5210327,-0.951999,1.5969332,0.056086775,0.22015177,-0.6153558
LOU-NH91,1.6845319,0.46498474,-0.5712914,-2.0138326,-0.94426817,-0.21907327,0.4597523,-2.5168698,0.7819908,-0.7930252,0.092615984,1.4146146,0.4802826,-2.371185,-2.2879925,-1.5926107,0.64342964,-1.0346109,-0.27893093,2.0173936,-1.5294424,-0.27846175,1.020695,1.4363908,-0.49417678,-0.9041926,0.6390254,-0.34875658,-0.62752944,0.1772093,-0.039496586,-0.5203644,-2.0538094,0.48449966,0.038583398,0.19732161,-0.27171853,1.7907904,-0.6262926,1.2706646,-0.61856085,-0.87361765,0.098988935,0.33997375,-1.1139315,-1.2362319,-0.47748893,-0.68771297,0.006328717
HLE,0.5242752,0.2794889,0.4590247,1.9537511,1.3238881,0.80614513,-1.3572584,-1.420256,-0.99178267,-0.21901001,-1.2664549,1.4175916,0.5496088,-0.6506334,-2.1896732,-0.85482943,0.6101658,0.23564406,-1.2870516,1.7210766,1.2759848,0.19822253,-1.2590975,-1.5939605,0.9528139,0.4241017,-0.80298024,-1.162222,0.47724223,-1.6041212,0.5648055,0.21371512,-1.0242615,0.6015068,-0.78823364,-0.24746029,1.0099399,-0.32468206,-2.2304947,0.60838544,0.27909726,-0.4159436,-0.36600792,1.6977493,1.7174785,-0.44416562,-0.4256641,0.6693024,1.592485
HEC-59,0.82477117,-0.7724548,-1.844745,0.6770008,1.0554744,1.063728,-0.34065443,0.44525447,-2.8743365,1.3842875,-2.3025985,1.2129117,-0.33645868,1.2110394,-0.7296437,-0.5208618,0.90520126,-2.746819,0.2161133,-0.75943244,1.6328905,-1.3751187,-0.3451547,-0.77468014,0.9304382,-0.23419248,-0.8827045,1.0369025,0.37748265,-0.8706621,0.07791764,-0.27490342,-0.29137287,-0.578776,1.1450347,-0.71139306,-0.56236345,-0.74710447,-0.15065004,3.5719783,-0.41144487,-1.0335484,-0.09243193,0.061667588,-0.94786656,-1.0704975,-0.062533714,1.6242508,-1.2098361
HCC33,-1.4009162,0.09668966,-0.79156196,1.1416556,-0.12934694,0.64693266,-1.2454008,-2.3169475,-0.19759834,0.8771028,0.31103703,-2.536955,0.39118832,1.1780423,1.901706,-0.28731167,-0.32433775,-1.4385153,-0.20017901,0.68220365,0.7760836,-1.7199699,1.2803963,-3.0977018,2.493006,-0.8488904,-2.380766,0.7037465,0.77771574,-0.14645407,-2.3346002,1.4781655,-0.89224875,-1.186974,1.3340478,0.17936584,-2.2373545,-0.22640933,-0.18298593,1.8965391,-0.73571336,0.64643294,-2.3591514,-2.9821072,0.6952241,1.494556,0.32649624,0.17012045,-1.238766
Kuramochi,-1.1753036,-0.8317638,-2.3134663,-0.32843053,-0.19467169,1.6906745,0.20862103,0.12857199,-3.5482504,0.22260945,-0.2984543,-0.030341215,-1.4157181,-1.0864196,0.122941084,2.126834,0.5970539,1.0010353,1.2110959,-2.4130518,0.101934426,-1.9974965,2.8250563,-0.75515044,2.8306694,-2.4710832,0.8391159,0.51170087,-1.8517914,-0.54943633,0.72503704,-1.2954371,0.3264696,0.4352481,1.6120405,-1.1334829,1.2429271,2.5352426,1.1606596,1.5179594,-0.24645409,0.23148102,0.9707132,0.25980067,-1.7289913,-1.0632132,-0.5646003,-1.8224238,-0.6423582
Lu-99A,-0.41628844,0.7578426,-0.34470075,0.14198454,0.0894151,-1.0209149,-0.9332622,-0.76879704,0.82112837,1.3842529,0.29291126,0.31497273,-1.1631663,-0.121703416,-0.47323877,0.14158237,1.2275153,-0.76810014,-0.83807415,0.029581986,-1.6103116,-0.10944412,0.98962545,-1.5696021,2.4374223,-0.34450817,0.618853,0.5572923,0.3870432,-1.6387708,-0.6308215,0.3927159,-1.4440777,-1.1377124,-0.39849305,-0.22433583,-0.8547009,-0.48241067,-1.0761019,0.5100615,-1.7402307,0.50021565,-1.3363075,0.17189999,2.318495,2.0193152,-1.6975111,-0.15609245,2.6691868
JHH-2,0.9587132,1.5184907,-1.227054,0.1395466,-0.58202904,0.64623606,2.3073635,-0.17120194,1.4169085,-1.8445507,2.0912921,0.85672605,-1.4357965,-3.3064592,-2.087571,0.083613485,0.6362638,0.5910199,-0.84059566,0.24978936,1.9777626,-0.1703396,1.0417402,1.533677,-1.015034,0.8775109,2.2621434,0.43839413,-1.6797734,1.665347,0.5213626,-1.553868,-0.009737413,-1.2417567,-0.7539974,-0.37653056,1.4059683,1.4145088,0.18842664,-0.28690326,1.0813644,0.8925216,-1.4555998,-0.26725206,-2.1413283,-0.7098653,0.27999347,-0.17842294,0.12630767
SNU-738,0.29152095,0.30662066,-2.2913172,-0.3341266,-0.113322325,-0.33632937,0.17962073,-1.9181328,-1.1191268,-0.30660722,-1.9165801,0.020807523,0.99410874,-0.29377955,-1.7013538,-0.74569076,-0.6192538,-0.8428833,-0.26258695,1.5988303,-1.3045865,0.1657141,1.4699429,0.33901903,2.3529599,-0.76384026,0.4129943,-1.3003974,0.83886564,-0.46366653,0.7463964,-0.62175596,-2.6324856,0.63278514,0.76679766,-1.3718214,-0.6167687,0.6814478,-1.4560593,1.9556091,0.6422356,-0.37982985,1.4165455,0.15229507,-1.4218553,-1.2137609,-0.3187272,-0.9798695,-0.021296801
F-36P,0.99460447,2.9495792,1.8121645,-1.1100955,-0.58359915,0.4507896,-1.9211781,-0.20914586,0.32724026,1.4339263,0.7963152,-1.0003842,-0.19131824,-1.589814,-0.28319165,0.6278792,-2.4054563,2.3425336,2.5353847,0.33028552,0.7795157,1.8317988,-0.5492483,-1.9034226,-0.2621285,-0.8951297,-0.06615454,1.4263812,1.5987035,-1.6468376,0.34504586,0.66392154,-0.31298062,1.6536349,0.515212,-0.031909533,2.0970314,-0.88512695,2.661719,-0.1621956,1.2291552,-0.35332987,2.2902563,0.968126,-0.35493243,-0.26445496,-0.6858844,0.16525963,1.0039961
COLO 775,-0.024457604,0.11444065,-0.31740925,-1.3485166,-1.3010269,0.07500551,1.0464976,-0.58342683,2.1042113,2.7716465,2.7758417,1.361391,-1.4688069,-0.37163317,0.8766348,0.9028454,0.51603425,-0.6779551,-0.10799192,0.89044905,-1.9952282,0.88465184,1.2511978,0.42710257,-0.34081104,1.685148,-3.4572353,2.0960515,1.0206836,0.6647634,0.7914592,0.28047857,-3.0042946,-0.31757727,0.2911029,-0.097353965,0.35683185,1.403594,0.99135923,-3.4144154,2.522498,-2.7464356,-1.8459804,0.16121651,0.91806763,-0.06918764,-2.4178743,1.600749,-1.5120854
DEL,-0.63678,-0.046072505,-0.39039063,0.8284287,1.0231569,0.46621916,1.4571108,-0.60248864,1.4607263,2.4697864,-0.15835027,-0.36563188,-1.2783399,-2.2960393,-2.3083482,0.15316078,-1.2171696,-1.622164,1.6696569,0.2004011,-0.71146077,0.38965756,1.1221244,-0.46171534,-2.4950514,0.9616411,-0.37469715,0.47751367,0.62614506,0.46821526,-0.061667144,0.72836834,1.2437924,-0.61443114,0.6293899,-0.54512197,-2.3056378,-0.7915756,1.4970121,1.3196841,2.4690154,0.78010833,-0.009183664,-1.7976964,0.35694048,-0.87752366,-0.015797302,2.9174638,0.17937627
HCC1954,-0.81576455,-1.1664938,0.57738084,1.0742095,-0.5451214,1.3090228,-0.4546898,1.5245745,0.6015088,-1.4497416,-0.94219893,-1.5094792,0.42415184,0.24122044,-1.0577356,1.2925739,0.09539445,0.48770842,0.10071995,0.100453824,0.43538585,-0.3550667,-1.1719213,2.3032796,-1.1283873,-0.26802212,-0.43994987,-0.26963818,-0.34611413,1.3649603,0.8581411,-0.5567818,1.5313054,0.5767139,1.6955235,1.742677,-0.28047898,1.0579183,1.4078088,-0.51334226,0.9338968,-0.4341473,1.322988,0.6057009,-1.7298055,0.9755974,0.8305749,-0.588146,-0.5095004
NCI-H2066,0.60790443,1.769544,-0.5952874,0.7317686,-0.3550384,-0.3311099,-0.44699842,-1.2687744,0.568967,-1.2070155,1.2399937,-0.029695384,-0.017330673,-1.2580135,-0.30367395,-0.75897247,-2.5976377,-1.1662508,-2.3151445,2.7392347,2.1231308,-0.12470011,0.57673615,-1.1448643,0.25551492,1.2427394,-0.8464743,0.52582145,-0.14078473,1.7858127,-1.1726787,1.4203942,-0.4816839,0.25430974,-0.54147494,-0.18359838,1.4151359,-0.07758372,-0.38015795,1.9188584,-0.3720843,0.46868914,-0.683215,0.22912952,-1.28455,0.64152163,-0.9550239,1.1573716,-2.6138287
Hs 766T,-1.2896272,0.5287083,0.3775954,-1.0192676,-0.11035467,-0.2705884,-0.82896036,0.22221747,2.116573,-0.18220226,-0.42923644,-0.09057402,-0.19369435,-3.5415013,0.06971751,-1.2367518,0.55354357,-1.3926955,0.7355262,1.2097038,0.4052678,-0.6928439,3.162883,1.5038325,2.4429426,-0.9349927,2.252554,-0.6168751,1.5077466,-0.097739436,2.3541257,-1.2526526,-2.2105074,-0.56225103,-0.3771073,-1.3761504,2.3089733,-0.08954716,0.20555517,0.97803485,-0.8553293,1.715929,2.5364535,-1.0044657,-1.3760823,-0.17199838,-0.69952124,-2.047099,1.4367112
KG-1-C,0.17205492,-0.9655676,0.9793433,0.45100126,-0.10416778,-0.9660944,-0.4041144,-2.6570807,-0.2705412,-1.2802213,-0.24408469,-0.51964396,0.01101629,-3.46122,-0.49169493,-0.96328545,0.9312509,2.4957488,-1.5284126,1.8013577,-0.18320659,-0.8071273,-1.168923,-0.62133646,-1.9757391,-1.37056,0.14247586,-0.9451051,-0.41511893,-0.37724787,2.3776436,2.1756186,0.17140147,0.8727552,-1.6829537,-0.9199274,1.2891378,1.5851849,0.54958034,-0.36871806,0.34442443,0.6364409,-0.098369844,-0.5945314,-1.1060578,0.46884283,-1.9731865,-1.7911079,2.5753913
Hs 172.T,-0.77943504,-0.59384346,1.1051202,-2.1721923,1.6193981,-1.3760922,1.2853211,-0.6250167,-0.9837456,-2.3348112,1.3944422,-0.89423335,1.2355901,-1.0885394,0.09504182,-1.1717898,-1.671936,1.5863422,1.5091051,0.06340839,0.27467412,-1.337099,-1.6246573,-1.3175759,0.4402496,1.2549055,0.50600815,-2.4253008,0.37892115,1.5682992,0.4992233,0.40261662,-1.8218392,1.0444025,-0.12231287,0.028285587,-1.1047224,0.27087736,-0.8375005,-0.08931427,-1.0141106,0.68755865,0.2729088,-0.11942419,-0.7993904,-0.20327747,-1.2990422,-0.11814016,1.6373581
OVKATE,2.5158434,-3.5287728,2.7762778,-0.14193399,-1.3871984,2.4746652,-2.570143,0.65296453,-2.4826589,1.103671,0.60288924,0.5756285,1.66384,1.7575397,0.3375056,0.07033637,1.0455353,0.17669219,3.2360542,-0.42640442,0.1581123,-0.16174147,-1.5593638,0.37292543,0.8990417,-1.7036376,0.26671925,-0.9368921,-1.9311023,0.0030868575,2.1281457,-0.67877585,0.20319425,2.0646415,0.36930698,1.7014587,0.77076554,1.6743549,1.1488279,-1.0037931,-0.02102732,-0.86332536,1.8819556,1.0391085,-0.6074431,-0.6604086,-0.34795967,-1.6312835,-1.2942555
Jurkat E6.1,-2.2762022,2.9743447,-0.97292197,-0.016677473,-0.032877818,1.0096942,-0.9426607,-0.59344083,0.06760786,1.4347792,2.5640216,-2.3417757,-1.4669931,-0.67396116,-0.28231508,2.3816333,-0.82146466,-0.118858844,-1.9901977,0.28260082,-0.72334486,-0.7327559,-0.9135311,-2.1532927,2.2282882,-0.6130932,0.019164681,1.4398639,-0.25959665,-1.1512145,-0.18951206,0.45417637,1.41839,-0.5651962,1.5755842,1.7429212,-0.13387626,-0.3524334,0.4950764,0.68814725,-0.84786683,0.47454748,-1.8161888,-2.920056,0.4550915,2.5165107,0.16797023,1.4937942,1.3890849
NCI-H1930,2.0690618,0.0005832538,0.8251531,0.24932909,-2.0837934,-0.084511,-1.5360397,-2.1874287,0.26448858,0.34285656,2.5175729,-0.8934131,0.5046376,2.547653,1.5515633,-0.52468336,-1.26213,-0.97252464,-0.13005784,1.2875878,1.3663989,0.96242994,-0.06759288,-0.15455265,1.5409507,-0.018939456,-0.593484,0.20517425,-0.06353502,0.77442694,-0.6084993,1.8398781,-0.13304648,-1.4028274,-1.1129405,0.32825682,0.25986496,-0.38501585,-2.1394453,0.88984925,-0.23936285,0.40692526,-2.2064555,-1.2629461,-0.32354018,1.128617,-0.06350917,-1.0793879,-1.6693171
NCI-H1436,1.5363612,-1.5521125,0.17766453,1.791616,-1.3469411,1.208722,-2.0515473,-1.9991078,0.8416937,0.53352815,1.2662795,-0.5618623,0.9736288,1.6902635,1.493254,-0.57802016,-1.1416831,-1.1677554,-0.9281514,0.92804396,0.8263858,1.0700719,-0.0976834,-0.3347382,0.61037415,0.43538922,-1.9149987,1.5953524,-0.2536046,1.1520725,-1.6328298,2.4846299,-0.2619477,-1.1210971,0.10959616,-0.45697322,-0.4943235,0.45436206,0.88718545,-1.6684765,-1.0700221,0.3398551,-1.9671253,-3.2777786,0.5912119,0.5204334,1.546499,-0.5179577,-1.0833119
HCC364,-0.81085366,-0.032636553,-0.5875897,-1.4928838,0.030442266,1.5311937,1.2925562,-1.1941459,1.3768014,-2.7263775,-0.24214965,1.4747599,-0.23662396,1.100914,0.72437966,1.114307,1.4322017,-1.2049932,2.0874875,0.81716734,-1.7537684,0.17378776,0.20262127,-0.88856816,-0.65939236,2.223136,0.6869991,-2.5223696,1.569845,-0.33146176,-2.3274503,0.046317898,-2.3711698,-0.7010606,1.0008396,-1.7163401,1.0059397,0.5496779,-0.7693331,-0.7629998,-0.8162882,0.00221013,0.23569004,-0.7063608,1.116377,-0.63870734,1.3913242,-0.1807245,-0.06840947
Hs 822.T,0.34091365,-0.63624245,0.21942586,-1.00296,-0.6340554,-1.7163295,2.0320694,-0.6410025,-0.70371485,-1.8515868,1.2734525,0.7940128,0.0711391,-0.6107209,0.04898555,-1.4814329,-1.4324737,1.4702045,0.6339536,-1.5025547,0.1873617,-0.4764548,-0.68214905,-0.32117158,1.191943,-0.8730263,-0.06525073,-1.0846449,0.33986628,0.42069417,0.8696508,-2.4995286,-3.067522,-0.10272202,-1.1713417,0.46584386,-2.720515,0.3212155,-1.3833643,-0.93874234,0.040121876,2.481976,-0.14693846,0.49873617,-1.3968979,-2.9476604,-0.040579587,1.8904463,-0.16042855
SK-RC-31,0.57205623,-0.8029529,-1.415767,-0.35003898,-1.5517589,0.19406316,0.6238288,-0.42932525,0.11738946,-0.539528,-2.44089,1.9942757,-0.54952633,-2.7312412,0.28903025,-0.013247844,0.030790085,0.6573899,0.27740937,0.553362,0.71470344,0.49047172,-2.2085042,-0.4139196,-1.0387179,0.7664929,-0.44095337,-2.055224,-0.5841177,0.6942621,-1.3274579,1.0539871,-2.32015,-1.2791247,0.87496686,-3.1050808,0.3177754,1.2713902,1.3539249,-0.5847885,0.27600408,-0.67521685,0.32736337,-1.4677062,-0.86135036,-0.35037568,-1.0577587,0.77450496,0.85376847
