,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31
OE19,-1.1121444,-2.317692,1.9233325,0.47248602,-0.06626407,1.4847859,-1.596435,0.24282503,-1.3300644,-2.7332551,1.0344386,-1.3550946,1.6702238,-1.5125654,2.579238,0.6384617,-1.1541191,-0.9906083,1.5154718,0.46495903,0.6039514,1.9807872,-0.77256155,0.7769618,1.5471697,-1.3749449,0.7148739,0.26379943,-0.25238323,0.06255015,1.1359168,1.931834
NCI-H1869,0.09550056,-0.5641791,0.8424553,-0.1217933,0.11814087,0.92477787,-0.3985247,-0.7302027,0.4418395,-1.1024598,0.5476346,-0.24510992,0.81336206,-0.3379959,0.70224756,0.030377153,-0.5848453,-0.19716617,0.5530396,0.6816335,-0.043484516,0.97290885,-0.28774026,0.54669154,0.16008893,-0.46730274,0.20008412,0.3581509,0.27745104,0.4554402,-0.11305232,0.16752301
NCI-H510A,-1.6103706,-0.63864833,0.55626494,-0.89918613,-1.106766,1.2907113,-1.0876343,-0.24872373,-0.9811336,-2.7423227,0.42792392,-1.2366321,1.4093521,0.028587515,1.1670456,1.101743,0.20823886,0.24999796,0.80730647,-1.0456102,0.09007399,0.79092574,-0.8746102,-1.5069208,1.6673968,-0.9307386,-0.66510636,0.3717578,-1.005878,-0.19939213,-0.0046947002,2.3029695
NOMO-1,-0.94295996,-0.5882893,0.38571605,4.4135303,-0.25819635,-1.5790969,-1.1783528,5.790472,0.9011626,2.7890897,2.19611,0.018157743,-0.40300897,-1.6137073,-2.8368201,-3.374779,-1.0753877,0.10073686,2.613527,0.72709846,0.04263489,0.4148832,2.4788277,2.0752654,-0.66221684,-0.11440532,3.6776872,-0.79381216,-0.06817745,0.20430727,1.7041416,0.78960836
LUDLU-1,-0.21680517,-0.3151192,0.53861016,-0.7402899,0.013635479,1.0483364,0.12324264,-1.019947,0.66451955,-2.0613885,0.59513617,-0.52856416,1.2260914,-0.33782393,1.4035354,0.4401187,-0.3731265,0.24842347,0.4976184,0.8144162,0.146501,0.8297477,-0.44155982,-0.07355613,0.45260417,-0.1902073,-0.032168027,0.49828613,0.6605084,-0.064740635,0.13258187,0.26966572
NCI-H1651,-0.026871245,0.077545956,0.09833135,0.13485587,0.28312233,-0.115105696,0.10360526,-0.67885727,-0.11849098,0.12679353,0.26503903,-0.10490045,-0.022830445,0.3625628,-0.29153764,0.46203506,0.11260849,0.10889228,-0.43051794,0.086040534,-0.14568411,-0.057464577,0.29887155,0.01848409,-0.6260007,-0.32532892,-0.22552481,0.2439654,-0.2575366,0.12447374,-0.17289437,-0.6610018
HCC1187,-0.24221511,-0.23419452,-0.02440058,-0.16905808,-0.13760999,0.56049573,-0.43560582,0.012834391,-0.3587897,-0.3200245,0.547116,-0.56397593,0.6103675,0.20024997,0.28775015,0.3115079,0.331868,-0.06428324,0.032226443,-0.29179597,0.14813647,-0.02966635,0.23090185,-0.15513986,0.26888317,-0.45071012,-0.37816498,-0.0029776767,-0.58355063,-0.20602615,-0.17474739,0.021483239
NCI-H82,-1.1817065,0.071077764,0.32916743,-0.42627966,-0.38217112,0.37216505,0.18315336,-0.13719982,-0.5754708,-1.4717473,0.7288517,-0.61418664,0.95777977,0.44548687,-0.55003405,0.6366016,0.299111,0.54691607,0.21499474,-1.28728,0.1537893,0.026503606,0.06217274,-1.1605363,0.68968534,-0.7360218,-0.6784671,-0.22112809,-1.6149805,-0.3816562,-0.42594138,1.2008346
BICR 16,0.52913886,0.24385154,0.08210022,-1.0585134,1.0519407,0.8718133,1.4003526,-2.6791277,1.1790582,-0.86231416,0.8769219,-0.5421366,1.3390952,0.91402143,0.16529569,1.5735435,0.07295628,0.7197541,-0.77682656,0.9066003,-0.34287912,-0.49171805,0.6792979,-0.33098543,-1.4224057,-0.4799015,-1.0000237,1.2789991,0.83956134,0.37262553,-1.046395,-2.038865
HuH-1,-0.17379813,-0.4285152,0.20618892,0.07963593,-0.008815996,0.2602884,-0.252393,-0.75811434,-0.27499384,-0.4746814,0.35819736,-0.29885253,0.45192724,0.2978137,0.23603576,0.27882054,-0.04271584,-0.11176683,-0.023667485,0.15444212,-0.18533069,0.020248722,0.06782822,0.30146506,0.08889866,-0.7286225,-0.14678115,0.18093684,0.04009669,-0.032666527,-0.23831543,0.11485121
WSU-DLCL2,-1.112173,-0.9902611,-0.4002047,2.9434536,0.29857284,-1.3906457,-0.7774763,6.1749997,1.6460094,1.5688275,3.3388808,0.35180128,0.005522128,-2.2670362,-3.4925218,-2.3793528,-0.93855184,0.9542066,2.8036191,0.2901605,0.5906299,-0.2131001,3.0348966,2.073988,0.49775276,0.45167562,3.0075812,-0.6082313,-0.94850546,-0.29900217,1.8918681,-0.13399659
Evsa-T,-1.029851,-1.350426,0.45637587,0.054184094,-0.42681673,0.74922377,-1.3755854,0.5087189,-1.0557417,-1.4742621,0.4318995,-1.1069045,0.900143,-0.4305268,0.8879412,0.3375795,-0.021705583,-0.36337855,1.0241408,-0.48639867,0.6581677,0.93270266,-0.47392395,0.19111896,1.4273419,-0.7366565,-0.02847334,0.04041703,-0.7736796,-0.15011722,0.38575354,1.561366
COR-L24,-1.3445172,-0.24214134,0.53547585,-1.4735231,-0.518083,1.0982836,-0.30225074,-1.3146304,-0.57417196,-2.566303,0.7373151,-1.271537,1.6680369,0.97415996,0.8194132,1.3593609,0.113072276,0.80996346,0.59396446,-1.4189919,-0.27567697,0.5760442,-0.6982045,-1.8792495,1.1712197,-0.99301255,-1.2938315,0.076445416,-1.2134062,-0.020332372,-0.57618237,1.558762
COLO 205,-1.0305942,-1.7169147,1.2496278,0.6208623,-0.74657226,0.83847386,-1.5073572,1.3792651,-1.428501,-1.9268849,0.6914289,-1.3390683,0.6827437,-1.3497533,1.6181188,-0.29784203,-0.51477075,-0.4915029,1.1860709,0.06889379,1.2979156,1.2189943,-0.3460514,0.6839825,2.012353,-0.79251975,0.6411926,-0.011093225,-0.88000274,-0.26543838,1.3219205,2.2596447
Granta-519,-0.7329191,-1.0990552,-0.7277455,3.4266357,0.5621807,-1.0718235,-0.89718544,6.213779,1.4143887,2.0199723,2.9768436,0.12084278,-0.12984107,-2.4686377,-3.2095897,-2.6597526,-1.126407,0.7965401,3.0377898,0.5337636,0.17045325,0.05189868,3.2834723,2.4099426,-0.013063569,0.030282166,3.229442,-0.78190774,-0.5506363,-0.19745976,2.04874,-0.0754306
Hs 939.T,-0.41871774,-0.054371886,0.022433013,-0.103085384,0.7453617,-0.029722974,0.85522527,-0.98624164,0.0121689085,0.7026051,0.8182064,-0.120362826,-0.10876615,0.23389913,-1.0968869,0.29882166,-0.29165697,0.18107146,-1.1901342,0.22160059,-0.33241197,0.14443523,0.94438016,0.45276222,-1.2650238,-0.5094635,-0.30029958,0.44164324,-0.57050323,0.33438691,-0.2907857,-1.7366406
HT115,-1.0728151,-2.1068625,1.878835,0.55348855,0.022382006,1.6611586,-1.6113201,0.00038980693,-1.056105,-2.645982,0.79337496,-1.1939619,1.3665812,-1.356441,2.7100708,0.44709647,-1.4527946,-0.68226254,1.3085682,0.57213664,0.60933405,2.0175936,-1.076906,0.75019383,1.1600848,-1.3018205,0.515628,0.36728024,-0.23609968,0.48618403,1.069571,2.117152
JHUEM-1,-0.12246988,-0.39151582,0.5887708,-0.25483423,0.22652996,0.9983945,-0.31808513,-1.0634177,0.18267033,-1.2614806,0.66902405,-0.32352942,1.2257653,-0.15380299,1.0031512,0.34544492,-0.5174052,-0.095702395,0.40530223,0.44241217,0.2891342,0.8747162,-0.11287473,0.19873126,0.090519235,-0.5730992,-0.3507228,0.45088756,0.42832926,0.4379946,-0.13318759,0.27506626
NCI-H1299,-0.23656769,0.1141037,-0.07265079,0.038538925,0.06989045,-0.13327436,0.11361142,-0.24203621,0.25893354,0.13173193,0.16098356,0.12502533,-0.10378699,0.20421596,-0.3197465,-0.14415415,0.07117299,0.34005725,-0.26309797,0.06967371,0.015039444,-0.043413572,0.1988581,-0.019852,-0.14227682,0.072019815,-0.25807405,-0.005921975,-0.12284429,0.00091915764,-0.10145485,-0.08776674
RERF-LC-Ad1,-0.025149537,-0.22982395,0.9017763,0.08835005,0.53312916,0.8605492,-0.03345973,-0.91765505,0.45554686,-0.792487,0.3905408,-0.03814304,0.55123246,-0.28898132,0.29516786,0.08597618,-0.5050036,-0.40833735,0.13605009,0.78673065,0.037405953,0.7152092,-0.4338822,0.6389362,-0.37038648,-0.521108,0.0663125,0.39692438,0.32200387,0.71049076,-0.09808455,-0.17404534
SNU-719,-1.0953676,-2.1882203,1.9929991,0.6713965,0.028780282,1.5700548,-1.6713505,0.25478882,-1.097702,-2.7703748,0.8811043,-1.4312336,1.4402356,-1.7500013,2.830063,0.44827643,-1.4905938,-0.6459246,1.5848719,0.591789,0.65462744,2.1636317,-0.9628421,0.7807804,1.3308805,-1.196883,0.58447635,0.25328445,-0.13188533,0.3104143,1.2761353,1.9993488
TO 175.T,1.9863513,1.2954006,0.7982568,-1.0812447,4.190983,0.4527777,4.689751,-7.0577545,0.72569,3.3257713,2.3485324,-0.3980055,1.6219964,3.578518,-3.8857062,4.5807242,1.0820149,0.33763158,-4.37506,0.3604051,-1.0716276,-2.657257,2.488208,0.44209638,-7.0889754,-1.5441049,-2.8117728,4.361424,-0.6007283,0.84773606,-3.6095984,-9.913064
AZ-521,-0.2364108,0.074522875,-0.49140248,-0.37514108,0.0725723,-0.048555255,0.23643702,-0.9070528,0.06962497,-0.17668617,0.25584704,-0.071777515,0.40488243,0.56890345,-0.648466,0.05250835,0.10426915,0.59994376,-0.41561025,-0.10390634,0.17160189,-0.23692462,0.4662893,-0.5681427,0.03497879,-0.2308078,-0.6878078,0.08650702,-0.23115768,0.08933207,-0.6467916,-0.036600154
KMS-11,-0.8633966,-0.00012316555,0.027841195,1.3025963,-0.24227273,-0.72551346,-0.33294758,2.7036605,0.4554968,0.44303223,1.2164239,0.24262169,-0.09292689,-0.6768883,-1.7862778,-1.0260879,-0.26030403,0.21721256,1.2365047,-0.33389145,0.38146362,-0.041126236,0.8646338,0.49588686,0.67997074,0.38630092,1.1324316,-0.6478996,-0.652925,-0.5595444,0.8286974,0.5536936
NALM-19,-1.7826773,-0.6598812,-0.24176109,3.6500237,-0.72997195,-1.8781788,-1.7002039,6.618074,0.86581385,1.7899508,2.8603475,0.12518135,-0.2201802,-2.3763943,-3.3636544,-3.0709965,-0.9871477,0.46412,3.094056,-0.03880766,0.9716368,0.40860903,3.082563,1.6852145,1.4010836,0.25051752,3.777487,-1.4050128,-1.3120222,-0.20544499,2.2004344,1.2625715
SNU-1196,-0.16682349,-0.8351765,0.72528636,-0.13781102,-0.36644444,1.0810617,-0.55603784,-0.10965821,-0.2685065,-1.5892686,0.59402734,-0.7672948,1.1571673,-0.6119799,1.3869109,0.15285118,-0.50337535,-0.1444554,0.7441232,0.3986137,0.55900514,1.0903332,-0.12911989,0.6152688,0.7567039,-0.5736575,0.029640503,0.5103905,-0.15708674,0.1274792,0.38932425,0.9051933
ESS-1,-0.29718608,-0.027551927,0.076434985,0.05814547,0.3994128,-0.23620898,0.5012024,-0.8488412,0.48549536,0.6401434,0.30962327,-0.009791277,-0.29013935,0.3253795,-0.8278498,0.31424177,-0.012060694,0.43836665,-0.887841,0.27246645,-0.22258802,-0.24713087,0.87490356,0.23883659,-1.1205604,-0.083081745,-0.31571946,0.5409338,-0.16123722,0.07887057,-0.3476357,-1.3853737
NCI-H716,-0.6460408,-0.32613134,0.39742193,0.1301409,-0.634824,0.40512753,-0.55987257,-0.033684216,-0.65562737,-0.842975,0.2629491,-0.5438873,0.39011964,0.12907574,0.12057702,0.41510108,-0.23405875,0.069600835,-0.14404966,-0.58420396,0.09364925,0.18881202,-0.28188795,-0.6515851,0.75936514,-0.56807077,-0.2995782,-0.14763665,-0.7616555,-0.1386683,-0.1500817,1.2753448
HLF,-0.32524455,-0.12806073,0.2104333,0.24729344,0.3747533,-0.26015207,0.3252365,-0.69774693,0.4161209,0.5300884,0.4017942,-0.0052914843,-0.2725957,0.22004841,-0.84250975,0.17234044,-0.2423629,0.32567957,-0.7633796,0.13399458,-0.12909308,-0.023551427,0.62770236,0.3109054,-0.8986349,-0.14467832,-0.22507066,0.33012122,-0.3326999,0.31975102,-0.19913478,-0.93298227
JHH-2,-0.44979694,-0.019676559,0.28002727,-0.012172975,0.63801694,-0.28215367,0.7152491,-2.051862,0.29911625,0.49929842,0.5956344,-0.00850907,-0.23651142,0.6117027,-0.97486657,0.79029787,-0.04202473,0.4128781,-1.3077755,0.41211465,-0.41444132,-0.25794917,1.1319834,0.39812937,-1.6844954,-0.5768102,-0.43019128,1.0007812,-0.17171298,0.6174293,-0.42717394,-2.2625847
DEL,-0.19375539,0.18960741,0.65113163,1.8228664,0.5753649,-0.31329498,-0.3617248,2.4430122,0.7763907,1.6292189,1.0244234,0.5014332,-0.34668973,-0.49360356,-1.2534995,-1.2853765,-0.43209952,-0.18768927,0.9702855,0.13103513,-0.07895969,-0.36160398,0.34771314,0.95455676,-0.38259917,0.5841931,1.2313563,-0.6251533,0.1268848,0.01369839,0.40353122,0.21229196
KATO III,-0.46914032,-1.500524,1.3133945,0.10355976,-0.112495646,1.3584841,-1.0381793,0.026431317,-0.7205363,-2.3120599,0.814746,-0.94453394,1.4138372,-1.2288934,2.2218978,0.28181845,-1.1655402,-0.30214372,1.0854621,0.5522615,0.44157028,1.6927763,-0.46049634,0.6237406,1.0751848,-0.82521796,0.4134992,0.39250576,0.095816284,0.14288116,0.8798607,1.4369979
TOV-112D,-0.49415895,0.12149436,-0.23165907,0.017328687,0.1585427,-0.22295365,0.6823667,-0.57777756,-0.023161003,-0.16968063,0.7142925,0.057661537,0.3976014,0.3825877,-0.8529591,0.08056987,0.09080922,0.538037,-0.37322125,-0.16281748,0.27385136,-0.12666553,0.7397337,-0.5307156,-0.4204635,-0.30608222,-0.5260408,-0.14881352,-0.5411743,0.04769724,-0.2223469,-0.20776613
KLE,-0.10352332,0.03784115,0.0024561398,-0.34974217,0.4320566,0.43271452,0.3794818,-0.9394086,0.7670645,-0.49437436,0.54584736,0.10228669,0.65695846,0.3698902,0.3025594,0.48277026,-0.2080112,0.50819504,-0.12637156,0.5157358,0.06242073,0.10897306,0.28918314,-0.10469365,-0.47883737,-0.1254829,-0.43535003,0.6019172,0.24626754,0.1599986,-0.30081266,-0.66464055
LoVo,-0.71372616,-1.2140431,0.9551417,0.16257262,-0.2722238,0.844564,-1.1970569,0.032577492,-0.85834795,-1.796625,0.52089655,-0.85765153,0.80469394,-0.7960941,1.6813395,0.22915955,-0.7048006,-0.082136095,0.7092649,0.111836985,0.4247784,1.176414,-0.7232547,0.4360264,0.9228551,-0.70924586,0.19416249,0.09868723,-0.22769944,-0.03556446,0.60843056,1.6369877
MCAS,0.3477946,-0.42262664,0.4425348,-0.049804635,-0.34088168,0.65814936,-0.15074296,-0.11256236,0.03610558,-0.8877155,0.80396634,-0.38680136,0.82842433,-0.42430976,0.5321023,0.0014229654,-0.3159709,0.1935521,0.446103,0.3859158,0.13335516,0.5718249,0.29828095,0.9134429,0.13696972,-0.64500433,-0.030536015,0.3089745,-0.29303586,0.15630247,0.069616824,0.14714588
OUMS-23,-0.73191994,-0.954524,0.6267761,0.11855518,-0.22632226,0.7108574,-0.7142842,-0.06575624,-0.35256058,-1.2710634,0.4308839,-0.68303144,1.0137728,-0.4956931,1.1831102,0.20808138,-0.3510971,-0.23633668,0.7162806,0.37808242,0.45855135,0.9520594,-0.12703845,0.5053469,0.8690455,-0.62686324,0.06630304,0.33014023,-0.11118963,0.083114475,0.3088161,1.0301214
GB-1,-0.35276422,-0.19809172,-0.1365743,0.08421617,0.40037623,-0.35288325,0.78738356,-1.059539,0.22730428,0.55061275,0.7004404,-0.07314299,-0.017827164,0.2442691,-0.8348486,0.61707026,-0.4850341,0.37403953,-1.117894,-0.028312856,-0.05958157,-0.053924955,1.0771574,-0.021407995,-1.2724609,-0.44030172,-0.47749564,0.35845882,-0.29440987,0.40227455,-0.2947676,-1.38074
ME-1 [Human leukemia],-1.3661737,-0.28784874,0.66541475,4.047806,-0.5151087,-1.8606852,-1.2243791,6.0683923,0.663892,2.9661114,2.2661355,0.25354874,0.0363052,-1.5492604,-3.058873,-3.6961443,-0.77958614,-0.08771528,2.6804287,0.5625597,0.34418923,0.7151803,2.6578171,2.1169672,-0.40308982,-0.05205444,3.6199613,-1.1048124,-0.35493115,-0.12740156,1.8636909,0.7464276
HEC-151,-0.030422373,-0.083761,0.86868376,-0.3309247,0.7505377,0.47644785,-0.6859818,-1.4324173,0.6660809,-0.7077541,0.34457573,0.18246204,0.64128715,0.1468004,1.0207427,0.09417598,-0.93833447,-0.0949489,0.65170074,0.7651848,-0.2771454,1.134082,-0.82607293,0.22544426,-0.40726477,-0.1775829,-0.034791928,0.5880087,0.5254501,0.8011196,-0.2596411,0.4800902
U-343MGa,0.28619668,0.22705129,0.47468174,-0.09814888,2.1448503,-0.033069476,2.3742208,-3.5774748,0.3898443,1.6579272,1.0880612,-0.21661454,0.3463365,1.3895366,-1.7580354,1.8198514,0.21839927,0.26316956,-2.2971377,0.28689498,-0.73453677,-0.89776504,1.4028368,0.27826965,-3.3855793,-0.49821052,-1.212788,1.9755484,-0.36528763,0.7547973,-1.2174598,-4.5471225
KYSE-510,0.013948137,-0.46428114,0.13653119,-0.22575603,-0.64513,0.8310586,-0.28234428,0.07669298,0.048164234,-1.121739,0.44728756,-0.5831664,0.68063,-0.47204116,0.66803485,0.0027512251,-0.20400788,0.22858076,0.34113413,0.42980105,0.4000469,0.28499085,0.30496618,0.39212474,0.55073416,-0.5409794,-0.05853068,0.14912117,-0.14427148,-0.1084087,0.09808405,0.6459979
UACC-62,-0.3396449,-0.053036198,-0.03892503,0.03328066,0.3250082,-0.06327224,0.6401318,-0.6317118,-0.02686285,0.64933693,0.65556407,0.05143378,-0.14238861,0.13105084,-0.8591779,0.018825233,-0.34517747,0.1805933,-0.81770074,0.039287604,-0.31256688,0.032983236,0.7124835,0.38026282,-0.9376892,-0.31911188,-0.33606505,0.18784587,-0.40631694,0.2811734,-0.11070326,-0.9804322
SiMa,-1.1343374,-0.31668437,0.447164,-0.37676668,-0.7473142,0.73983383,0.7417696,-0.37158862,-0.853426,-1.4633118,1.4160807,-1.1135603,1.894149,0.88616997,-0.33016437,1.1063855,0.48690808,0.49745318,-0.40859327,-1.4659817,0.31386903,0.06573201,0.70876753,-1.4518816,0.20980015,-1.51478,-1.016229,0.07040037,-1.6059072,-0.5750556,-0.37193096,0.5905285
YD-8,0.031256758,0.17315418,0.21850824,-0.102192715,1.5536281,0.107160024,1.5483227,-2.9043064,0.7720297,0.69199413,0.8667313,-0.10944677,0.19041666,0.89720035,-1.2909429,1.5860789,-0.21277483,0.35709664,-1.6962438,0.44429332,-0.18449834,-0.493437,0.955721,0.11894818,-2.4674954,-0.39546132,-1.0040429,1.2777164,0.038131673,0.8087919,-0.97148,-3.2234342
SW620,-0.64663815,-0.44459957,0.28652766,0.44041836,-0.5692421,0.34586316,-0.61249405,0.83403754,-0.83437526,-0.6978152,0.33972558,-0.47355038,0.23519678,-0.52304345,0.29909718,-0.32364708,-0.05718393,-0.10943413,0.31083965,-0.37869793,0.747327,0.38282144,-0.025808252,0.38300994,0.8740899,-0.45854267,0.12235796,-0.058598496,-0.65143883,-0.3217685,0.47629806,1.0811299
SLR25,0.104294166,0.16726562,0.30729142,-0.1039155,0.91504186,0.120153435,0.3864047,-1.8186361,0.30588198,0.31223494,0.5985911,0.042987842,0.13394666,0.7423683,-0.5870318,0.7213421,-0.11020546,0.14700927,-0.97771573,0.2151156,-0.43136624,-0.1673063,0.40672776,0.21979189,-1.4558595,-0.38278115,-0.61946106,0.79316,-0.26923037,0.39409223,-0.7264238,-1.559069
FTC-238,-0.3602708,0.04014746,0.2052782,0.23473258,0.35075185,-0.23782864,0.4940216,-0.43551746,0.3031671,0.2934126,0.24397008,0.0018875748,-0.2889875,0.03397529,-0.58439183,0.07474837,-0.26455438,0.21632542,-0.5836919,0.075394236,0.037505668,-0.029043421,0.4894653,0.14091349,-0.75216925,-0.1131909,-0.1935088,0.21404047,-0.23229836,0.12837777,-0.040290732,-0.6432696
EBC-1,0.027185695,-0.09334563,0.5150679,0.11814535,0.04832346,0.60241044,-0.19111288,-0.17659962,0.36487734,-0.70640063,0.43544137,-0.04295195,0.35878313,-0.41470203,0.5272193,-0.32998735,-0.4398381,0.015387399,0.2620061,0.5540118,0.2620213,0.672982,-0.16098537,0.48436946,0.10425554,-0.13998434,0.18213454,0.26403987,0.10703601,0.20262143,0.10913758,0.26700118
OC 316,-0.23580052,0.04209136,0.14583202,0.052913025,0.14389879,-0.00480878,-0.1559583,-0.7148728,0.33856547,-0.09339276,0.28897205,0.18238154,-0.066823006,0.23015371,0.07776347,0.062227946,-0.13612352,0.12275183,-0.124752805,0.056219667,0.017619152,0.21267366,-0.09885275,0.060437053,-0.25834158,-0.10710661,-0.43854928,0.117272675,-0.06931642,0.27493715,-0.19662373,0.025853582
SNU-1033,-0.45836806,-1.3804622,1.0876772,0.25449622,-0.29606003,1.3011802,-0.6876898,-0.05973666,-0.7764798,-1.8740994,0.7069729,-0.94579005,1.2511389,-0.86133987,1.6592112,0.43915814,-0.8044644,-0.45198533,0.63151836,0.3928979,0.75338423,1.207316,-0.5055443,0.81798106,0.84940016,-1.0717247,0.15927482,0.28224647,-0.24857251,0.124666475,0.75078005,1.1547499
SNU-1077,0.07204117,0.04113008,0.5725935,-0.29378098,1.1331247,0.418702,0.6003602,-2.2988596,0.69104886,0.101230845,0.5618987,0.03707166,0.747813,0.93167096,-0.48988354,1.2136613,-0.33385384,-0.2673621,-0.89947903,0.37726817,-0.2629397,-0.19157532,0.41611734,0.080634825,-1.8709941,-0.630678,-0.7485252,1.1421342,0.22340928,0.70918,-1.0092102,-1.7908473
VCaP,-1.1464568,-0.6305138,0.5988024,-0.39194542,-0.63889724,0.8238592,-1.039961,-0.19352144,-1.1479603,-1.6540761,0.33129898,-0.81793165,0.8167043,-0.021183526,0.73038995,0.67897284,0.07743686,-0.28502816,0.46908107,-0.6080505,0.12234764,0.4542321,-0.68948853,-0.5932265,1.1043509,-0.9299514,-0.41587728,0.19110513,-0.92633736,0.021377569,-0.13255468,1.6815099
NCI-H1693,0.15258616,0.020717386,-0.04139287,-0.5399133,0.40444908,0.3691485,-0.25341937,-1.190114,0.91624284,-0.2681139,0.44525996,0.2280181,0.27158773,0.5737664,-0.05163712,0.07905281,-0.2677769,0.42898664,-0.20211735,0.53118914,-0.07463005,0.000457339,-0.42689672,0.0065146536,-0.32652798,0.046781193,-0.3818128,0.44693506,0.4440936,0.40456378,-0.5123396,-0.155857
KMRC-1,-0.1581928,-0.025816351,0.23899108,-0.11336969,0.8016473,-0.1494666,0.5833859,-1.7487005,0.6746694,0.9116017,0.34022194,0.3057414,-0.22944702,0.6301244,-1.0835352,0.40589675,-0.28223723,0.14131975,-1.0985125,0.1289958,-0.23776536,-0.27703422,0.5203715,0.48893005,-1.7045432,-0.25159386,-0.49837396,0.98388356,-0.0013749469,0.7314153,-0.7129915,-1.8605481
TEN,-0.11904225,-0.34318072,0.5857781,0.043085292,-0.2746649,0.45930377,-0.6692597,-0.63506156,-0.19594288,-0.54982316,0.36850426,-0.262773,0.5727562,0.056713335,0.4248753,0.01031461,-0.4117285,-0.19398762,0.10830467,0.18055725,0.024910435,0.36133432,-0.02223295,0.70494413,-0.047060903,-0.893457,-0.2005508,0.23480783,-0.2800871,0.45600465,-0.27260125,0.46075565
TE-1,-0.076929696,-0.11382397,0.23312268,-0.13730454,0.1515682,0.5698831,-0.031624652,-0.7539876,0.6974597,-0.62341094,0.5510573,-0.11200135,0.43168607,0.1406021,0.20934212,0.10778794,-0.32438284,0.32847905,-0.21415685,0.53441167,0.20222244,0.35463563,0.054054286,0.2622116,-0.09748061,-0.16899204,-0.32499108,0.28067076,0.36225447,0.32139722,-0.2718818,-0.12170613
SNU-283,-1.4366255,-2.60771,2.1504228,0.77279735,-0.01148165,1.6002848,-2.0741878,0.33192846,-1.3392922,-2.9808147,0.8344063,-1.6403316,1.4207119,-1.5926319,2.8339448,0.5762656,-1.3335313,-0.9671088,1.5727407,0.54657185,0.82620984,2.278763,-1.2225574,0.6866918,1.835099,-1.3614168,0.7935597,0.20943306,-0.26790693,0.36836538,1.2245088,2.5427687
PCM6,-0.58049935,-0.3112563,0.24419492,2.883224,0.4280302,-0.7669978,-0.55849046,4.7003145,1.4182613,1.9283723,2.1747077,0.554301,-0.15358189,-1.4962806,-2.4130714,-2.278237,-0.8574884,0.24782957,2.2780178,0.4091222,0.44286567,0.112883665,1.896753,1.7784419,0.019650754,0.3657474,2.4994333,-0.6555011,-0.041334745,-0.28281736,1.5469826,-0.013353128
KHM-1B,-1.1228617,-0.22731546,0.22635749,2.3066711,-0.22311896,-1.2318832,-0.8617141,4.5245805,0.7761955,1.2077023,1.8708215,0.44052547,-0.026898753,-1.1530076,-2.1704817,-2.3282077,-0.50213355,0.3969134,2.1558752,-0.08871968,0.23950423,0.21639174,1.6046987,1.4534981,0.75691193,0.42534542,2.0410378,-0.98717326,-0.65120345,-0.7236331,2.021496,0.43152648
MDA-MB-157,-0.11886865,0.06482405,0.092141524,-0.26396537,0.9097712,-0.078815185,1.1712295,-1.8795028,0.22068858,0.5484203,0.86625654,-0.04507622,0.2236158,0.61782557,-1.0050375,0.81209844,-0.21949492,0.43714228,-1.1095114,0.12749973,-0.11816512,-0.088098995,1.0517732,-0.037758015,-1.6788516,-0.45782816,-0.6671131,0.90962994,-0.24770696,0.3137164,-0.50911933,-2.0374396
