,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125
U-251MG,0.82166874,-1.1028411,0.38162068,1.2308453,2.3294325,-1.7452163,0.008459412,-0.91890436,-0.2202926,0.9945988,2.9841185,-0.32104415,0.36696237,1.0754904,-0.37665468,0.14370072,-0.09478603,1.417335,1.5335805,-1.3376653,2.9661531,-0.22808129,0.28558865,0.0053016096,2.191242,-0.18038996,1.3217686,-3.225428,-2.517278,1.1534643,1.0147593,0.9001297,1.2129172,-0.021938216,2.039495,-0.49214017,3.218701,-1.6537496,0.3182752,-1.1272917,1.367496,-0.20722023,0.2303204,-0.5977779,1.5753527,1.8603607,-1.484369,-2.1104562,0.5586932,1.3614687,1.3261957,0.5577416,1.6456847,-0.44447815,-1.0555289,2.7389293,0.22277863,0.599864,-0.75454086,-1.9210753,3.0531034,1.9522288,2.4465225,1.5012512,1.7480787,2.4290295,2.8450866,0.86903197,-2.6695898,0.07288705,0.20997271,-1.9829516,-0.6583279,1.5868851,1.8583568,0.51541996,0.24789372,-0.09287835,2.1662688,-0.97618073,0.92548704,-1.6230778,-4.331607,-0.4787537,-0.5508719,1.1851726,0.173318,-0.96467406,1.4209882,-0.090502605,-0.8385454,-0.09651855,0.49223855,0.20435238,-0.5726708,0.37383842,-2.707984,-0.1700995,0.44311172,-1.8145403,-0.30928,-0.033985093,-0.9921673,-1.7014353,-0.39594755,-2.5764344,0.18803546,-2.3683786,2.900237,0.35103008,0.356946,0.78765815,-1.9412383,-0.77857417,2.0095859,0.7828795,-0.26666483,2.5130613,0.5671556,-0.11305551,-0.29145923,3.0513384,3.1960227,1.0327382,0.040383674,1.1879104
RCH-ACV,-2.0564752,1.1300392,-0.7568422,0.9070445,-1.9559026,0.666401,3.8926694,1.774895,-2.1288168,-2.11744,-0.63747436,0.8576254,3.322809,-0.22889727,-2.7008762,0.8712384,2.0936942,-1.2936646,-0.37667614,-1.5718279,1.1361485,-0.046811104,-0.5109577,-0.653867,1.5688386,0.771531,3.12786,-0.6900484,-2.1900098,2.0698385,1.4780501,3.526602,-1.7413296,1.0968285,0.30701858,2.6008425,-0.13976038,-1.661532,-1.1617825,1.5240937,0.9911552,-1.7938162,-0.56200045,-2.1514895,-0.110598594,-1.7571497,-0.6714793,0.5000037,-0.22533767,-3.005537,2.084841,0.22697034,-0.85893655,1.0782148,0.3698843,1.8362159,0.50891185,-0.8790908,3.8435552,1.8603548,-0.16190602,0.94221836,3.9665947,-0.10578133,0.4893669,-1.1774921,1.5186267,-0.9225809,0.47632775,0.28056645,0.43136957,2.6791275,1.1994308,0.86478555,2.0992877,2.7355347,-0.24406146,1.7611866,-2.7147057,-1.6284724,-3.3008602,-1.6970795,-0.3332763,1.1078928,2.8290663,3.7580833,1.1350721,1.381736,-2.2342517,0.8232941,1.2047702,-0.09576759,2.1945202,-0.875551,1.0467433,-0.26730078,-0.8474004,0.11182907,-0.27851528,-0.6908843,1.729228,-1.9424423,0.30673864,-1.9181768,-1.5144517,1.0142397,-0.24348634,2.7835479,-0.48809612,0.70948654,2.6202886,0.53179646,0.29123566,1.1512923,3.9066606,-0.66919166,1.0395086,-2.206275,1.2517583,0.33563548,-2.461998,-0.359674,0.5673207,-1.9866439,-1.1135111,-1.8703003
22Rv1,-1.2693503,-0.7593029,3.3112817,-0.425332,-2.628996,-1.5614691,-0.7877327,-0.087271534,1.1697831,0.78760135,1.6142672,1.1963309,-0.24181071,1.1825737,0.82514954,-0.506379,-3.084828,0.72819066,-1.5738297,-1.0289202,-2.6130393,1.7423089,2.069874,1.2201921,-1.7677698,2.187468,-2.478577,1.4722685,-0.8152883,1.3245977,-0.16360945,1.9443654,1.0702047,-0.503639,-1.9977994,3.187183,-0.19970882,2.6336732,0.41439533,2.2151487,-3.4961221,-1.3197716,-0.8731849,-0.33154902,0.2706211,1.7326733,1.1255811,3.2135875,-1.7501862,0.6555666,0.97908926,1.732345,1.0995846,2.1729317,1.8103234,-0.88039243,1.4651746,0.30413434,-0.26773843,-0.8829387,1.0456384,-0.7358488,-1.5915596,-1.401878,-1.3920747,-1.7237251,1.6660761,-0.54716766,-0.4757458,2.674734,-0.6684531,0.31672537,3.216874,0.601029,1.2671475,-1.3289793,-0.7970325,-1.1447867,1.6325065,-0.48862046,-0.005103823,0.52334404,-0.7105123,-1.7596822,0.5968395,-1.8969908,-1.4241457,-0.34461555,-1.1572665,0.8600214,-2.4819283,-1.7631239,-2.5025048,3.7556775,2.148754,0.71999115,-0.121928826,-1.4506754,-0.15890884,0.6300176,-0.03917561,1.2760897,0.4465158,0.130732,2.7171252,1.7819725,-0.3513903,0.046562932,1.2900815,-0.6131114,-1.7700572,-0.8908863,1.1714914,0.75460315,-2.0898097,0.55138814,-0.5778834,0.1281322,-1.1491511,1.6160055,2.2082992,-2.770295,0.64854294,-0.25431526,-0.28652155,-0.79619575
HT,0.45977038,-1.834975,-0.57093,-2.0625815,-0.109414905,1.2224071,-0.31537205,-0.9346526,2.094137,-1.0926679,-3.0341618,1.0162343,0.9067684,0.24553928,-0.98251426,-0.39810038,-1.4891901,-0.22441226,-3.7045183,1.7621,-1.5972279,-0.95222485,-2.1260786,0.3579736,0.4556179,-0.3955277,0.9953513,0.4500062,3.6200714,0.4571885,-1.3408849,2.0833068,0.26801533,1.1764529,-0.6538181,-2.8804212,-0.12931192,-0.08111115,0.2653526,1.3710121,-1.8528222,-1.0223339,-1.1673361,0.19553407,-0.7294516,1.2894135,-1.4320623,2.5213966,-0.5685156,-1.4938133,-0.24867263,1.5883619,-2.151483,-2.0966327,-0.15273736,2.9118292,-0.13780104,0.05353111,0.79068315,0.44629395,-2.8050878,-0.053683635,3.2015977,1.1873899,-0.9326966,-0.06295809,-0.228385,-1.308033,-0.50754714,3.044837,-0.7605239,-1.6219395,2.6777763,-0.9474587,1.6153198,-0.45650923,-3.6394618,-1.7117431,0.13482487,-0.015172996,0.55058205,-1.424478,-2.925228,-2.8184996,-0.6707886,-2.0431995,-1.3074813,1.0310936,-0.263444,-1.5673004,-0.71033853,1.0560484,-1.057532,-1.1352261,1.2992976,0.020058464,-0.6557889,-0.92316777,0.8980954,1.4444711,0.46722916,-1.3061625,0.57026315,-1.3708134,-1.1705252,-0.25431937,2.091167,-2.4359572,1.3670087,0.37096334,-1.5760854,1.4113381,0.34374017,2.4031727,-1.1290269,-0.46793634,-2.096932,1.7697088,-1.3416011,-1.5035162,0.22032815,-0.6174787,3.1640265,-3.5782082,-1.699096,-1.6008185
LC-1F,2.3928478,1.500526,0.9405008,-1.6162469,0.5152687,-0.19697614,1.9898521,2.0704782,0.3596983,-0.67617697,0.3909256,-0.17146948,-1.102344,-2.6403275,-0.011017241,0.0017882735,-0.4887024,1.1542875,0.106540784,2.412433,-1.6062737,-2.6388836,-1.0741749,0.029094363,0.4323977,1.8073602,1.1486557,3.819794,-2.9126208,2.2524514,1.6161731,-0.99714196,-0.58461887,-1.4704623,0.7477445,-3.5978837,0.8568843,-2.5533884,0.0931123,1.0926822,-3.1473968,0.23054427,1.9155968,-2.3156774,3.8314946,-0.20490438,1.6794075,-0.964611,-1.1626966,-2.3608382,0.85913265,1.4048676,1.430398,1.3843422,0.045287326,-1.3666899,1.7449689,-0.23428853,2.181871,-0.9805487,2.0161512,-2.1200843,-0.2549063,-4.700104,2.6884677,1.7367893,0.5056667,1.5481137,1.525508,0.56918025,-1.9867778,-1.7268268,4.0782247,0.33735156,2.1464224,-1.9848346,1.9358242,0.060688753,-1.72404,2.3123336,0.1985567,0.6914606,-2.635462,0.0110278055,0.58336794,-0.7429819,-3.9537625,0.28894714,0.08440299,-0.5018162,0.106221564,0.79279464,-0.9959449,-1.3921713,0.20921978,-1.0096722,0.04745108,-2.760987,-0.096810564,-1.2469463,-1.2183553,-0.24473068,0.6021017,0.5959189,0.4311536,-2.2399337,-0.7775217,-6.0908303,2.1672437,3.0549037,-1.2469213,-2.1338775,-0.54324037,-0.77014196,3.2710278,-0.8824576,-0.8801874,3.0326195,1.2977549,2.0659144,-0.15838507,0.06744609,-1.4091955,1.410044,0.46431231,0.383184
NCI-H596,1.8440756,-1.0872036,2.5961957,-0.92131954,1.284603,-1.6721866,0.42046037,1.8505814,-0.1973175,2.0897515,2.089422,-2.0454822,-0.7028662,0.6285897,-0.753111,-0.89372534,1.0183904,0.98822093,1.0461167,0.4991213,0.46191442,-0.79509586,-0.09420261,-1.1593033,1.1770812,0.40505427,2.0548844,1.5182064,-0.17563426,-1.1222242,0.09273973,-2.234042,0.3822434,-1.6899154,1.8562406,0.72176266,-0.8149809,-0.8602088,1.0377222,1.2026843,-0.4530388,1.5040897,1.213239,-0.82491165,1.1004089,1.7938865,-1.0528101,-0.49126023,-0.07236891,1.2406969,0.32986453,-0.8314709,2.0529323,0.18868084,-1.2499303,2.57707,2.2852201,-1.6643974,2.0291078,0.21497089,2.2141871,-0.4382444,0.42242447,-1.8226798,0.561105,0.83915746,1.9135091,-1.4568826,-0.25311905,-0.26419237,2.6472538,-3.3418446,-1.5147501,1.1402993,1.6915317,1.5978218,1.8320955,1.5101287,0.8394378,2.1930084,0.36772197,2.2069943,-1.1894294,0.80698776,2.676864,2.2233453,1.01345,-0.0686836,0.4902543,1.5080336,1.3597295,-0.93932277,0.027100228,0.27779436,-0.27782345,-1.5605994,2.0204883,0.24123423,-0.3738268,-2.9072366,1.879024,1.5907428,1.5894071,0.70047194,0.93038416,0.7358238,-0.45397818,0.08321589,2.1394734,2.8194702,3.5213313,-1.2324996,-1.6723331,-3.5657299,-1.0322182,1.9477688,2.1346054,-0.5228264,-0.4321997,3.2203507,0.46004903,-0.55596256,-3.3573658,1.8419654,2.0957084,1.395979
SK-N-SH,-1.8595954,0.057161003,-1.6784432,-0.8972583,-0.8576216,-0.14499748,-0.2571776,-0.59654933,0.8285612,-0.79701805,-2.0328474,0.13524945,-0.21108858,2.9082615,1.6739131,1.9679426,-1.7865118,3.5925226,3.5849667,1.6971915,3.6467001,0.5828361,-1.6925197,-0.31523645,-0.65470654,-2.460522,-0.756995,-1.9457821,-2.7967246,-0.036834504,-2.4075174,-0.21743828,-0.5708894,0.92958695,-1.9059234,1.2179294,2.3272507,0.73446053,0.25085106,1.392793,-0.95973176,-1.2028856,0.51497126,1.6828736,1.1409771,-1.3749869,1.301939,-0.4034262,1.9105992,4.837418,-2.0653024,-2.6584275,0.55879,-1.6714398,-1.1826602,0.3850253,-2.0576055,-0.61474454,-1.389634,-0.37187475,-2.4833987,3.764599,0.72577846,2.817545,-0.660498,-0.30024123,-0.86729246,-2.5421164,-3.2308393,-1.5984421,-1.7557931,-1.0926108,-0.9308964,1.6572744,-1.1114352,-0.50335664,-0.3841612,1.8884093,1.5853142,-0.2327021,1.3912088,-0.747548,-0.054472826,-0.8154942,-2.861375,0.81043315,-0.8743155,-1.7739005,0.96439105,-1.3008957,-1.1999375,-0.16750993,1.9561046,-1.2234849,-0.53631395,-1.1314656,-1.340492,-0.8887234,0.3571526,2.1640413,0.097850755,-2.7169452,-2.9018176,-0.98799425,0.10988653,2.0912893,1.4978653,0.09744048,-0.86287606,-1.5047363,-0.42925897,-1.0728501,-1.3501533,2.325714,-0.12492529,-1.3477939,1.7434192,-1.7926742,1.4164147,0.80088055,1.9503334,2.6790338,4.0033865,-1.374179,-0.07618089,0.6770657
MDA-MB-361,1.9710171,0.10132125,0.4506481,-0.1817481,-1.3125093,0.27469912,-0.13713993,0.09595903,0.7881388,-1.053083,2.287384,0.050057374,-0.51297796,-2.1609428,0.82943,-0.120146245,-0.5224348,-1.6975248,0.22244352,-2.4396923,-1.4826622,2.0863838,-2.0840244,3.6469,-0.29422587,0.71988034,-1.6262958,0.92377484,-1.6711462,1.6706588,0.45243287,-0.39304712,-0.83397436,-0.5313049,0.96944195,-0.47004724,0.15775377,1.3769102,1.5406401,0.6543399,-0.74353313,-4.033274,-2.3388069,-0.8749848,2.2135692,-0.64953524,3.2128034,1.2124783,-1.6781414,0.13823083,0.38416892,0.9986219,1.3027755,-1.3174537,-0.7199163,-1.19702,0.41449052,0.4932166,-0.49460533,-2.0957985,1.0743371,2.0483568,-2.4032717,0.6167174,1.8592083,-3.497902,-2.0071414,-0.0025446191,-0.63106483,-1.854023,2.7214944,-1.0386188,2.2448587,1.0076396,-1.8520108,0.7496086,-1.4243494,0.9545716,3.83979,0.9646104,-2.73817,0.44140607,0.90633357,-0.7369224,0.64707375,3.1128669,-0.7114486,0.601579,1.6785305,1.1193306,1.167834,-0.00875916,-0.0010884404,3.6819696,-1.0937585,-0.98335373,-0.014349248,0.37266332,1.688517,0.11288294,0.21195984,-2.0127442,-0.07192458,-1.0077498,0.15681511,1.2185555,1.2455466,-2.0697348,-2.077128,-1.1394705,-1.232077,0.5749455,-0.2104193,1.9270867,1.9373896,0.081512906,1.7833861,1.6267995,-0.04396656,-1.3044419,-0.16520935,-0.35615322,-0.4645397,-0.5652016,1.305483,-1.1341298
Hs 939.T,2.2452404,-0.807618,-0.1544126,-0.7060204,0.78812945,0.9992271,-1.0183489,-0.21834205,1.0288428,2.2580347,2.3562884,-2.1648858,-0.9941146,-2.5842195,-0.7981006,0.11886036,0.19494274,-3.9595695,1.7246104,-0.46961433,1.657416,1.3931297,0.06810491,-1.022724,0.30269015,1.7956378,-0.60967356,-0.051638406,-0.7257559,-2.47248,-1.0194764,3.033843,-0.95043665,0.9020929,0.084938005,0.24866669,0.80959994,0.017097205,1.821991,0.79789615,0.42344582,1.8950574,-0.13544747,0.29142195,1.1290333,-2.0913308,1.7538939,-1.1394479,1.0742948,-0.37783083,0.49564305,0.3198948,-1.3382115,-2.0245576,-1.5346068,1.617298,-1.4760686,-0.36374077,0.19270346,-1.8070362,-0.38275784,0.5357628,0.66147023,1.4435176,1.3110611,0.7781199,-1.187117,1.5847254,-0.13291448,-2.6806738,-2.7341635,-1.0041364,-2.870855,-0.9802687,1.0178576,-0.3912135,0.45456123,-1.191206,-0.3366974,0.78692865,2.12972,0.5498279,-0.48671073,-3.154985,-0.37591735,1.2191038,0.7901462,1.2983456,-0.10287194,-1.2966456,0.21938403,0.59771645,-0.35234,-1.2849181,-1.422161,-0.046840247,-1.8185877,0.72451156,1.4684458,-0.5616302,-0.924244,-1.2274548,0.904907,-0.9454719,1.964019,-0.32961115,-1.8071474,-1.7291834,0.6303124,-0.6207293,-0.8825153,-0.38061103,0.5406706,1.8319867,-0.6980103,0.3975264,-1.2053021,1.8622253,0.6242242,0.08799117,0.6099328,2.2850645,1.7326487,0.28503412,-0.22997089,0.42678407
Panc 08.13,1.3986827,0.47617614,-0.6702939,-0.138746,0.648182,-1.3333778,0.1648342,-1.1309016,0.38554576,-0.35397124,-1.1044083,-1.2726872,-1.981872,0.19657989,1.4706632,0.7092932,0.7642068,-1.6108932,-0.698911,2.4939494,-0.81718844,2.0365286,0.74869764,-0.3902108,0.25231233,0.44814894,0.492752,0.6458877,4.0911827,-0.16292381,-1.3330014,-1.7421494,-0.18576236,0.0010113046,-0.20804513,2.3590856,-2.3285334,1.5652212,-2.6417258,-0.6854474,1.5509909,1.2284993,0.5241253,1.8677152,0.25599653,0.048472174,-2.5375898,-0.58749014,0.40921557,-0.77304715,-0.35011634,-3.4468656,0.060010977,-0.64516336,-2.8019738,1.1335716,-2.0120013,1.0451732,0.058478754,-0.751062,0.7909298,-0.08447644,-1.3253331,-0.40647084,1.6410531,-1.5471114,0.21964815,-2.6835055,-1.0836377,-0.42433318,1.167518,0.72038543,-2.4756622,-0.98096097,0.7012551,1.1116252,-0.36705798,-1.0681567,-0.11699775,2.5596273,-1.5308279,-0.20693512,1.5661863,1.088322,-1.9896239,-0.18286249,-1.8490055,0.18610153,-0.94386595,1.224325,1.3310105,2.5724087,-0.8494732,0.59218097,-2.0800707,0.45750776,-0.9017757,0.45631355,0.6260245,-1.1569213,0.090591446,-0.094768494,-0.72629136,0.68285435,-1.246023,1.5928881,0.74307156,0.37906635,-0.64329374,-0.9729879,0.95460236,-1.8995901,2.0398915,-1.0506636,0.46253228,-0.5060399,2.6083305,0.2901385,0.87062085,1.0892817,-1.0800533,1.8434231,-2.5472207,-0.4603737,0.026790366,-0.121856794
Ku812,0.09783168,1.2485927,-0.8093683,-0.25684255,0.55919296,0.78992784,3.7229433,-0.8315552,2.979206,1.0128325,-1.1663694,-1.1645399,0.60081494,-1.044584,-1.0929916,-1.2467741,-1.4138734,-0.06211019,-2.500793,-0.23225069,-4.180663,-1.2438767,-0.24289949,1.5490786,1.6302894,3.9229078,1.4877423,-1.1808695,-1.3477099,0.58655953,0.21447411,2.2932773,2.0237732,0.96823704,-0.68665946,-0.36397517,-0.52864784,-0.8257436,-0.4260974,1.0681577,-0.4246897,-2.0366528,-0.3913707,-0.05918312,0.9498907,-0.17418137,-2.7751763,0.11660534,-0.4964854,-3.750662,1.5786655,-0.82126296,-1.1728556,1.45114,2.0952356,0.08248613,-0.40192795,1.2681336,-0.30704558,1.5906638,-0.28925973,-2.1333778,1.1643887,-2.115278,-0.82514274,-0.687829,2.1595783,-0.2955906,-1.62691,0.9033261,-0.52800345,-3.3751197,1.3539449,-1.8813994,-0.49253753,-1.9154121,1.4346266,-0.4929961,0.78669065,-0.05647862,-1.5204009,-0.20571434,-0.3330612,-1.0491624,1.5424317,1.0677658,-0.7856037,-0.75933003,-0.18208191,-0.8595014,-1.301291,0.4274741,0.77702385,1.5851144,-2.6505318,0.1452417,2.57169,-0.43075836,-0.8115469,-1.6176492,0.86943465,0.73727846,0.023064949,-2.2747984,0.29519165,0.5412338,-0.1436119,1.57592,0.07393539,-0.11355166,1.7400438,1.3338431,-0.8134591,-2.5809002,1.5988446,-0.43103713,2.0262213,2.3812184,-3.053079,0.6514166,-0.8697955,1.6557664,1.3942091,-3.3851454,-0.108054176,-0.62435615
IST-Mes1,-1.8395188,-0.81169164,0.6293198,1.155463,1.0919856,-0.03206692,-2.4241009,0.4921484,0.7847429,0.5450018,1.7894214,0.70820445,1.4000927,2.2967312,1.2224896,-0.34788007,1.3111501,2.7413683,2.468649,-0.39225903,3.1089694,0.20715892,-0.78673655,-0.95594215,-0.90970004,-0.29155758,-2.0719194,-0.4094454,2.0289552,-1.1258851,-0.4936089,-1.9901047,-0.57335365,0.18107009,2.816684,0.42553288,-1.1676342,-1.038309,3.0566523,1.2375886,0.74482286,-1.1398087,1.8706731,0.46804377,-1.5499456,2.6056983,-1.1384385,0.5233003,0.14619806,2.247567,-0.93427753,-0.6794108,-0.33172458,-0.77793014,2.969681,-1.3016636,0.108619735,0.12185939,-2.6152623,-3.9530103,2.0067372,-1.0456402,-0.18592963,3.6811385,2.1762853,0.34561664,-0.67671996,0.5679508,-1.5052137,1.8248278,0.96394557,1.3510531,-2.6358788,-0.39017653,-2.9309707,1.7312696,2.8199172,0.57874024,1.6832345,-0.5438861,0.06505712,-0.16278999,2.6222608,1.1239994,-1.7444637,2.4221427,4.7677655,-0.33157164,0.1618318,-0.24397701,1.7198496,-1.7749628,2.9046977,1.4426702,4.0725145,0.08512493,0.30605048,2.7351081,0.25507972,-1.2853665,-3.6008377,0.5637383,-1.9223964,1.3667452,3.133032,3.768755,0.79194874,1.8078376,-1.6374958,-0.7684088,-0.032977015,4.879869,-0.65520644,0.65821564,-1.2892575,0.9763312,-1.3212066,-0.2487096,-1.0474502,0.6512705,-2.315796,0.45662558,2.233922,-0.46004847,-0.5800958,0.168641
SJSA-1,-0.3147767,-1.7160474,-1.452681,1.2258049,0.613395,1.5698192,-3.3338919,0.070663534,-0.23490295,-1.2775737,2.2049112,-0.38055962,1.6921898,2.0905812,-0.18360423,1.0588619,2.7784712,-2.0523229,1.4406861,-1.1535165,0.8939403,1.5079428,0.05898106,-0.49958217,1.5357343,-3.253236,0.64042354,-3.4867713,1.5276109,-0.9680412,-1.5388814,0.44084448,-0.20321389,-1.5639538,-0.044062138,-0.54022515,1.7629716,-1.3610265,3.1141477,-0.09076347,-0.6174846,-0.021130929,0.33708128,0.7325194,-2.0285313,0.8348081,0.20715833,0.17003337,0.7090125,2.2419589,-0.6152349,1.2866627,-2.8413312,-0.42915708,-2.3335326,1.2108481,-1.939753,0.16306745,-2.21226,1.1944327,-1.8604888,-0.6580301,0.0874712,4.1044106,-3.0459394,1.6115828,1.0760096,0.60518247,-2.237268,-2.4451928,1.4352967,0.16361262,-1.3833191,-0.6183338,-2.805748,1.0569608,-0.37444595,3.053839,-2.2794833,-1.711782,-0.7612988,0.6887012,0.88231385,-0.10026016,-0.4510898,0.6648927,3.4419794,-0.8172491,-0.025231194,-3.4900477,-0.926582,-0.1248115,-0.8690283,0.63925004,-2.0639138,-0.45996916,0.8824563,-0.36448616,1.706486,1.052353,-0.3381887,-1.1153969,-0.19366935,1.7678928,2.543908,-0.2145831,1.1379967,-0.9169324,0.24872741,-0.6993548,-0.8807321,0.63269997,0.07298925,-1.7054038,-1.6778071,1.9158446,0.95841956,0.416296,-2.2212863,-1.4504766,1.054827,-0.102370106,1.1922698,-0.1689646,0.4171797,0.25773942
SK-MEL-31,1.9419535,-1.7609684,0.8237457,-0.47886816,0.94825685,0.036752645,-0.75872344,-0.11982015,1.1119063,3.0504787,2.8464289,-1.4758042,-0.6324547,-0.78172237,0.39931113,0.0039993804,1.0100098,-4.851359,1.1567996,-0.18586875,1.9779843,1.4379535,2.4139645,-0.8741223,1.119188,1.6769482,1.9018904,-1.4713751,-1.4365314,-1.6592079,-1.3492578,3.9147375,-1.3550978,2.0908375,-0.11261645,1.147241,0.2202287,0.030951299,2.6517184,-0.0056374334,-0.47207275,1.4183002,-1.0540576,1.674085,1.1857777,-1.6141402,0.45895636,-0.4439211,0.8653259,0.1440919,0.96705604,0.6636116,1.2310072,-2.0885615,-1.753829,0.76953137,-1.930457,-1.303198,0.75134534,-2.7137516,0.3558923,0.30601418,1.1601344,1.8683487,-0.6478032,-0.4806104,-0.18437481,-0.19317235,-0.64586127,-0.6796703,-1.8988026,-1.4495991,-3.9377859,-1.3511318,-0.16982296,1.4490101,0.37109572,0.5264373,-0.37218702,-1.2212415,2.8745935,2.1244035,-1.8561324,-2.837389,-0.26298207,2.369231,0.3472641,1.4748061,0.37603158,0.14779973,0.0025443211,1.244803,1.0782807,-1.2185495,-1.4584954,-0.7651566,-0.21104494,0.35229126,2.1862962,-0.6157382,0.48727193,-0.77333874,0.041163184,0.81493795,1.4728509,-0.3840672,0.24186465,-1.9993389,0.55747396,-1.3553154,0.21595661,-0.73378634,-0.46717632,1.142953,-1.4231344,-0.3772638,0.91675556,0.8242059,-0.5715677,0.28709826,-1.6735864,1.8393972,0.02409402,0.24837774,-0.30920088,0.46503577
K-562,-2.516652,2.0375056,0.042824194,-2.140267,0.77228665,1.6052037,2.8668025,-2.459176,3.174624,2.0928814,-0.9195191,-2.4505742,0.104814634,-3.4841518,0.3303973,0.4650923,1.3611015,0.7258456,-5.237394,0.76205677,-1.3864335,-0.8363517,-0.42839614,0.094482824,0.89528376,2.748671,-0.42870256,-0.87842464,-2.55993,-1.1209981,0.71143067,1.0096507,2.5185587,0.20089774,-0.8919137,-0.83455217,0.33677146,-1.9213003,1.4840605,-1.3776743,-0.70915943,-0.5147756,0.014670378,-0.69287056,-1.2528536,-1.158049,-1.1162784,-0.42387944,-0.20229061,-1.7171031,0.90453786,0.66440976,-0.21366741,2.1376646,1.8631096,-1.9242524,-0.42564473,0.34583655,2.1248639,-0.11973977,-1.9461877,-1.9626939,0.5180396,-3.6442008,-1.0607666,1.864094,-1.8065343,0.76170367,-0.3812457,0.6745944,-1.6275718,-2.3421378,3.5995593,-2.480031,-3.218954,-1.8089613,0.7366264,-2.3145692,-0.72598267,-2.0808578,0.46940464,0.60680276,0.45071355,-2.2444386,0.4397053,-2.0989134,-1.0439394,-2.8284883,2.9860806,-0.23041773,-1.4523506,3.2020159,0.7025475,-0.28189427,-2.8188105,-0.18711756,4.951965,0.44906053,-0.682389,0.3002703,0.7197192,0.73412585,0.63027644,-0.49482325,-1.0905067,-2.4021065,0.62524426,0.3274005,-1.50306,0.9859389,-2.4388182,-0.36371914,-0.5373218,-2.9124913,1.3912446,-0.79587877,-1.3105338,0.08009418,-0.7166039,-2.534979,1.5180197,-1.2866839,-0.9350854,-2.0889387,-1.718114,1.7697747
MDA-MB-468,1.2577193,-1.1647364,1.1777495,-0.59289783,-0.527112,0.18395819,-2.3561082,0.47948232,0.061146267,0.53040576,0.83379847,1.5953535,0.42670918,-0.41926047,-0.87142384,-0.21921468,-0.13923101,-0.4165572,-0.46166977,-0.83166015,-1.9759164,-0.22078224,0.5149865,1.6907036,1.3947655,-0.38237628,-0.7410079,-0.093445554,1.4862659,-1.3752339,0.36170122,-1.2267952,-0.5654571,-1.635742,2.655829,-0.7195694,3.3932843,-0.16183978,0.36989364,0.74804753,2.518554,0.17100757,-1.6410663,-0.2252192,0.5287827,0.77012,-0.4395781,1.7463927,-3.187784,-2.0147452,2.203733,-0.6639743,-0.36441624,-0.69450057,-0.497706,2.3497567,-0.011101626,-2.0342696,1.1719742,0.001246756,-0.09371951,0.22064984,-2.2384052,-0.09254235,-0.03624607,-2.0052931,-2.0944772,-0.9800452,-0.28576466,-1.1494027,4.0738177,0.5457955,2.1946123,0.82612896,1.180956,1.5462569,0.48036084,-1.0199425,-0.058656514,1.0370511,0.4323298,0.40168297,-1.1991934,2.2479422,2.8778071,2.182337,1.009483,-0.8544466,-1.1478511,-0.08698483,2.126324,1.0940503,-1.4566113,3.0642993,0.5621623,-1.4309869,1.0152246,2.0906076,0.5384836,1.0180392,0.72779673,0.07511395,0.91579777,1.5725158,0.7429394,0.1841044,-0.052879766,-1.5094522,1.2852783,-1.1461638,-2.290217,-1.5907631,-1.443179,-0.8756772,-2.7778447,0.5729655,0.42139068,1.9652674,-0.021342278,0.14433031,1.211816,-0.21285756,-1.2062743,0.7882863,-0.05682178,0.5202941
