,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53
NCI-H508,-0.020074904,0.7742057,1.197856,0.37938002,-0.59215325,-1.2095357,-0.8905034,0.26724696,-0.90024877,-1.0755603,-0.49244666,0.43908465,-0.09264254,-1.7582061,2.2118826,-1.7031014,-0.22497244,1.0570486,1.4810704,0.6830238,0.49354422,0.45394224,-0.57746685,0.13895237,-0.47901303,-0.3764019,-0.6095397,-0.9250328,0.37400332,0.94550365,-0.2790082,-0.17413104,-0.78966,0.036043033,-1.207033,0.92987555,0.9396873,0.7514013,0.70393413,-0.29428294,0.6406654,-0.13215476,1.5409576,-0.28068945,2.177705,0.82835203,0.39860055,-1.0653583,-0.18301387,-0.4570681,1.5661507,0.9795764,-1.2144363,-0.43973193
NCI-H727,2.002551,-2.2939055,0.27287742,-1.7996012,-2.5817263,-0.7569361,2.84279,1.6008748,-1.7834792,-0.68967474,-3.0719566,-0.027931398,0.18428817,-3.8706083,0.9673078,-2.299984,-1.1314384,-1.5302111,-0.8802624,-1.7769454,-2.2052162,-1.569673,2.946757,-0.6563119,4.103333,-0.20856006,-0.30932307,-1.2578719,1.594912,0.02990272,-1.3230159,0.8130535,2.6001549,-0.7154542,1.8292233,-0.021589153,2.6308796,1.8575722,1.8948895,-1.3937644,-0.6645507,1.0907813,-0.90477175,-0.6517919,-0.6295531,-2.1550717,1.0224687,3.0782113,1.9827732,1.4129639,-1.2413824,-1.7457042,0.5689182,-0.18089886
SW1088,-0.6828399,-0.99416703,-0.4921486,2.157078,0.6376359,-1.5036637,3.0168328,-1.9235462,-1.8704417,-0.12547027,0.51375616,-1.4720954,-0.2141977,-4.0339284,0.86970216,3.9024534,-1.5824544,-2.0775528,-2.80273,1.4298781,-0.364804,1.8240459,-2.5003674,-0.6382188,3.062145,2.0349689,-1.7047461,-3.6273904,0.71220773,-2.5424519,-1.3244224,-0.7210115,1.1240602,0.9360845,1.9166995,-0.82687426,4.325288,1.4180802,0.48355636,-2.6395757,2.4994075,0.6431162,1.536462,-2.9095192,3.081201,4.029902,-2.9593081,4.2335987,0.27631688,2.3793573,-0.8599178,-0.4885031,-0.39836028,0.7352763
NUGC-2,1.1400146,0.45568398,-0.10505563,1.3968366,2.294757,-2.9532747,1.631001,-1.6271063,0.9713554,-0.47441164,1.3732475,-2.2652328,-1.1861727,-0.17532408,-0.41181457,-1.6281507,4.1291366,0.4117776,1.3126745,-2.0443034,-0.024263714,-1.4652841,3.496708,0.08337693,-1.9078331,1.2163461,2.648509,-0.25376818,2.8502078,0.3812337,-0.67713064,0.2997641,-0.158825,1.1444504,0.3180558,0.21560325,2.257281,0.014133215,-2.5286942,0.10388219,0.55602795,-0.90601075,-0.9799475,1.0788987,2.6679308,-1.7468162,0.6558596,3.2957256,-2.0899935,-0.19214138,-2.197649,-1.7971807,0.61294687,-1.4036411
SNU-886,-1.9915808,1.2247225,0.6001354,2.0367482,1.7790833,0.26422396,-0.2713661,-1.658055,-0.12899664,-0.8724197,1.6650834,-1.9701477,-1.4763066,0.7694389,1.16049,-0.92501295,-0.6546385,1.371982,-1.5941654,-3.049891,0.943808,-1.0978272,0.1478118,-0.6659238,-2.4023247,2.4583378,0.54641014,1.0986478,-1.4468158,-1.7761102,0.725913,0.49813855,-1.4746532,-1.7589566,-0.929706,0.13171351,0.8198665,-2.0615585,0.05767425,0.22773731,-1.5510683,-0.6658013,-2.6669145,0.50753593,0.7128677,0.6191767,0.24325988,1.5635566,-1.3546442,0.1294846,1.0038368,-0.080104806,0.5749288,1.391756
MOG-G-UVW,1.0599333,-0.53967476,1.3495818,0.88641006,-0.81746584,-0.0731561,-0.42170966,-0.9245772,0.56417114,-0.74169743,-0.25146857,-1.6911864,0.55011326,0.010480272,0.1650623,1.0531942,2.0748265,0.25081235,1.4695189,3.686289,-0.9348082,2.6228893,1.3258854,0.5817367,-0.0127338655,-0.67069954,1.4327097,0.32484552,0.13978112,-0.37094682,1.1829596,0.7250132,0.2016012,-0.1366299,-0.46142757,-0.023789896,-0.77655244,1.6297278,-2.3121812,-1.9641817,0.3477169,1.5332309,2.4076395,-0.0025007147,1.0581267,-1.0937659,-0.6485231,-1.6929897,0.034291428,-0.6084653,1.3386738,0.5088973,-0.64029884,0.11129844
LC-1/sq-SF,3.2691524,-5.863442,-1.2862972,-0.60040134,-1.0418195,-2.2565658,-0.12513965,-1.383255,1.8554863,2.6593056,1.5425549,-2.9619951,0.09986508,-0.6408809,-1.4029169,1.9503019,2.87025,-0.23306862,0.84267974,1.4032662,-5.864696,3.75313,3.5289533,-0.42753935,2.3149674,2.6257734,1.0163351,2.5237906,0.16857158,-0.30047855,-3.6618047,-0.7036363,1.7100985,0.5705888,1.9864182,-2.2996497,-0.88865745,3.240755,-1.246934,-1.4603552,-0.64677423,2.0680852,1.9307793,-0.8182261,-0.6534066,-5.303777,-3.3327475,1.2231401,-0.82218087,2.893195,-0.27003562,0.5539526,-0.367986,1.907893
PL-21,0.93637675,-0.4391852,0.418615,-0.46595532,-0.7935554,0.20502016,-1.0809078,-0.1353995,0.17359768,0.6984224,-1.1921232,0.06418561,0.88145745,0.13585362,0.20704484,0.22972776,1.143235,0.561712,0.68302625,0.48921806,-0.1313878,0.9757785,1.1477468,0.29643434,0.41318828,-0.3510588,0.497416,0.78690666,0.36756217,0.22144948,0.12789972,0.1334709,-0.13043462,-0.49134934,0.0784713,0.0009677764,-1.367319,0.075808555,-0.41719544,-0.76887196,-0.4362078,-0.023483204,0.82546043,0.5383632,-1.0052141,-1.702292,0.69061226,-1.3122538,-0.013131983,-0.320316,0.31597152,-0.17945099,-0.056175526,-0.008561337
KP-N-RT-BM-1,1.3005309,-0.006592676,0.4454223,-0.6219226,-1.978596,-0.27347237,-1.1257029,0.4361199,-0.6853329,0.39207017,-1.4725536,0.6350323,0.8785424,-0.48861367,0.7712835,-0.38500676,0.8073907,0.29385105,1.1590862,0.335741,-0.05465562,1.0339954,1.0667254,-0.13857937,-0.47965914,-0.6225585,0.047262922,0.5706629,0.9968182,0.26743817,0.119321816,1.026411,-0.41419235,-0.9728716,-0.5792416,-0.26741537,-0.5038496,-0.46785185,-0.5878397,-1.0498562,-0.4131007,0.4781846,0.7050135,0.4484627,-0.27352247,-1.5113909,1.4781957,-0.7597914,0.27547935,-0.21491842,1.7678548,0.56826735,0.54516876,-0.30783114
NCI-H1876,0.9104605,0.1453884,0.09292586,0.22392091,0.05235453,-0.57006353,-0.94476545,0.08841454,0.31160146,0.5028127,-0.63037026,0.14956844,0.38620335,0.16545922,0.58931893,-0.028419383,1.4297147,0.42177382,0.9174587,0.31644,0.08618956,0.7351407,1.4196332,0.55722094,0.3359173,-0.21310672,-0.14960264,0.23311792,1.0819643,1.2506275,-0.15843862,-0.09147549,-0.63914984,-0.7092606,0.2705327,-0.97278666,-0.71020806,0.024752222,-0.15290745,0.26809436,0.083514325,-1.4376674,0.77888346,1.2572553,-0.006752327,-1.9853007,0.6728669,-1.0874342,-0.9611814,-0.3674707,-0.28746665,-0.0068657696,-0.7047217,-0.1287004
HMCB,-2.5594769,0.81524837,-0.9621416,-0.8438711,1.9301274,0.11896369,0.609625,-1.4172454,-1.5014056,-0.31477848,0.81491095,0.8491033,0.5356866,-1.6905373,-2.1574605,1.1677276,-1.677114,-1.5473964,-1.9979903,0.41136762,0.42052978,-0.14323834,-3.9713151,0.25456476,-1.3721142,-0.16392675,0.34619224,0.2771818,-0.4610753,-1.3447278,1.1429458,0.7374457,1.852404,2.7782736,0.28280842,3.11336,0.06594287,0.83574784,0.079768464,1.0810359,1.3497047,2.6032588,-2.87424,-2.695124,2.5944343,4.6961427,-1.0006216,1.9926637,0.5915365,1.9028277,1.3179729,-0.3420798,0.4151221,-1.1675516
F-36P,1.8885792,-1.0692075,-0.51812947,1.4902195,-0.2816553,-2.4861758,0.6428224,-0.36869517,-0.22625004,0.9811871,-0.4882062,-2.7496457,-0.75588155,-1.1361636,-0.38702646,-0.3854156,2.6788363,-0.08634091,1.035018,0.3151328,-1.3423162,0.47648668,4.243047,0.33777592,0.051086046,0.048043646,0.6350523,0.39022028,1.0372165,0.38897407,-0.09454771,-0.70927715,-0.348515,-0.2840601,0.5477041,-1.6459354,1.17662,1.6080784,-1.2368029,-1.0309112,1.2681333,-1.5108066,0.57475597,0.4122347,0.86212677,-2.026105,0.37085626,1.1406353,-0.60394603,-0.0070060436,-1.1274633,-0.54136527,0.105059,0.6746228
JHH-4,0.17441964,1.3523271,1.7607975,-1.3427345,0.05264428,-0.7351904,2.515066,-0.81124085,0.4101221,-3.460771,2.32553,-0.37420502,-1.7094778,-2.297154,0.42199448,-0.74795485,-2.4699364,0.9376698,0.13039136,-2.179778,-1.9313743,-2.0406587,-4.8652334,-1.9291836,-3.2654755,2.2044098,0.8189201,-0.2399957,0.84487987,-2.58652,0.14685011,0.8499028,-1.7783378,1.5232975,-1.4640173,-0.96291625,4.7779,-0.9986835,-1.4494963,0.96207815,2.7617385,2.4665387,-2.397795,0.90025455,2.247508,5.6259146,-0.405972,4.8947525,-1.9699576,1.0158252,2.498559,3.6003532,2.2254486,-0.6169659
TC-32,1.0627652,-0.49728107,0.32875732,-0.4290122,-0.85844415,0.23572059,-0.8794602,-0.120743535,0.400791,0.33507937,-1.2595615,0.018795185,1.0256183,0.21409622,0.79383624,0.18872263,1.4481187,0.09941455,0.48475447,1.0538095,-0.12657331,1.0614678,1.2397919,0.29244587,0.47360617,-0.5503392,0.34453213,0.47842318,0.44529164,0.25975344,0.1685635,-0.016972214,0.023361169,-0.55768216,0.04838067,-0.71020854,-1.3430527,-0.060711637,-0.6415608,-0.77229226,-0.43357223,-0.13154027,0.9286704,0.5609177,-1.1800497,-1.7151319,0.8453313,-0.9166472,0.01882233,-0.31503177,0.2770189,-0.49142456,0.045730606,0.10014118
NCI-H1385,-3.0221856,1.6898946,0.8354583,-0.90176105,0.048778385,2.9488313,0.53025484,0.9020458,0.25491408,-3.1931045,4.0623455,-1.3577335,-0.90781206,1.1749675,-3.5033667,-5.1439085,-0.19321468,0.72462916,-0.2622841,-5.130459,-1.7343565,-4.012584,-2.316953,-1.1208012,-4.2603216,0.40080833,1.9808201,3.1479375,-2.210302,-1.4741921,1.6919295,2.498892,-0.48875076,2.9849691,-2.5723412,-0.40274948,1.0486147,-1.3532739,-0.43287784,1.3968073,-1.7796665,3.6043878,-4.9599686,1.0871289,0.6419979,1.329735,0.47295645,2.4396675,-1.1630716,0.52533615,1.5549343,1.1150416,2.516767,-1.3653232
TCCSUP,-1.1434706,-0.8969841,-0.26840538,0.14122835,0.07765415,0.20976219,-0.06111378,-0.42509657,0.45675775,0.99618053,1.6964556,-0.33856195,-1.3957722,1.4355597,-0.09134926,0.6155309,-2.608762,0.12601133,-0.17500171,0.5010478,0.016652763,-0.67749983,-0.20355853,0.86367106,-0.53869003,1.0026857,-1.4429154,-0.6995786,-0.66020983,-0.603288,-0.8909243,-1.4777743,-0.99995774,1.1246895,0.2608333,0.2206897,1.1709769,0.60429186,1.9244467,0.3642039,-1.0223175,0.8582505,0.10432711,-0.9192134,-0.42759487,0.10261576,-2.288179,-0.45044842,-0.3885775,1.2686006,0.034247417,0.7170635,0.17647827,-0.20009631
OV-90,-0.9413851,1.3986963,0.39179185,-0.6112484,-0.48439488,2.9062972,-1.1109843,0.09053797,0.13085695,-3.1102648,-0.40806022,0.2470226,1.086366,1.0410239,1.2066474,-0.57167053,-0.96618927,0.64312106,0.8343899,0.6034359,-2.4610717,2.461736,-1.2673522,-0.37169015,-0.19230857,-0.92997426,-0.13109058,1.5137354,-3.1877835,0.0933236,1.572931,1.1856191,-1.5384268,-0.42151165,-0.7784971,-2.8890805,-1.1207566,-0.09912479,0.9537846,1.3522649,1.7499671,0.119371764,-0.113654785,1.834907,-2.863183,-0.5663113,-0.57994336,-2.3062785,-2.5518184,0.21098715,0.9460301,1.5348171,-0.7975212,0.3856197
Kelly,0.6618424,0.7246133,-1.3569047,-1.0329611,1.452538,2.3277037,3.919001,0.29226553,2.2651427,-1.091302,0.8939984,0.39409453,-0.7728394,3.1299894,-2.5835326,-0.4250308,-2.7687635,-0.86868924,-2.2379377,-2.5531995,-0.75993025,-4.046161,-2.293367,-2.5895898,0.06891769,-1.0418013,-0.8674325,-0.43451452,-0.18363911,-2.19649,-1.02909,-0.8248519,-1.2965468,0.84947723,1.573951,-1.0548191,1.9656371,-1.0870312,-0.10502097,3.609237,-0.071635686,-1.9030668,-2.6930742,0.077640176,-5.1924047,3.113035,-2.208872,2.3582416,-1.5538572,-0.49539292,-4.6462007,0.3649997,2.5758376,1.8200732
NCI-H1930,1.0853337,-0.35222185,0.437704,-0.4391459,-0.8562681,0.21770553,-1.3314846,-0.14260967,0.36196712,0.5774945,-1.3338298,-0.008683987,0.84824914,-0.01582145,0.25670215,0.2551456,1.4662849,0.22994539,0.5494951,0.13726908,-0.13822025,1.0848428,1.2292508,0.26375157,0.42095035,-0.53046864,0.24485898,0.66534716,0.2518769,0.2580834,0.11654802,0.21089508,-0.06962746,-0.5541626,0.20874348,0.71400535,-1.1900561,-0.12060904,-0.6551706,-0.8750372,-0.42682225,-0.4933773,0.8820432,0.57205594,-1.0484645,-1.8194593,0.68945855,-0.8874692,-0.0020924127,-0.29839838,0.26635617,-0.44074422,0.004977282,-0.06277093
RCM-1 [Human rectum adenocarcinoma],0.16235632,-1.7640646,-0.54162675,-2.062018,-2.272053,-0.08466768,-0.9923475,2.2077525,-0.047780875,0.12994766,1.7323326,1.016517,-2.318409,1.0941108,0.39996374,-0.2086802,-4.302506,1.5959642,1.8940477,-0.24121667,-0.84647304,-2.213515,0.99752015,1.059274,-2.177975,-0.19576304,-1.0572628,0.43513352,-0.98300093,-0.11545462,0.7537483,-1.2775397,-1.7082721,-0.8486968,-1.0974932,-1.9373649,1.2996597,-0.26184267,1.9692578,0.32088464,-0.29886198,0.35408616,-0.92573625,0.49518475,-1.048537,0.3382349,1.4800644,-0.45194528,1.4859535,-0.40864986,2.5922747,2.465138,1.5819546,-2.2349887
Panc 03.27,-1.9210483,0.58150494,-0.68584806,0.49253106,0.68721145,0.78963685,1.4961963,0.5531436,-0.29097605,-0.23584732,0.6150313,1.5957094,-0.9006568,1.2701406,0.48712683,2.9244947,-3.6046786,-0.9011874,-1.7003853,-0.24000198,2.2301571,-0.9980691,-2.678198,0.5934429,-0.2454671,0.3162486,-1.9474355,-1.5706137,0.26358145,-0.53368276,0.059777983,-0.6670487,-1.1198462,-0.09779976,-0.18412726,0.81200904,1.6068344,-1.0317572,1.1557459,0.8258722,0.5228754,-0.5823962,0.51455814,-0.57337296,0.013106465,3.6570928,0.46707916,0.72598994,0.37279695,0.015957803,-0.7090671,0.86496633,0.04717066,-0.83989054
EJM,-1.6605755,0.64711857,-1.0554074,0.5811856,1.6383909,0.9130431,0.18761241,-0.77102315,-0.1960371,-0.5290197,1.3716049,1.8505689,0.43373057,0.6624962,-0.15921313,1.7997291,-0.79996043,-0.17055076,0.40131804,2.835513,-0.19425294,1.3838749,-4.312714,-0.14676598,0.27038115,-1.3340738,-0.7487127,-0.36087856,-1.9554135,0.53498113,-0.11103359,-0.23891078,0.16828777,0.9466953,-0.8096448,1.6598372,-1.4797009,0.8262325,0.4783352,1.7976617,2.2165463,-0.12760131,1.2725401,-1.5959547,0.8834982,2.6001017,-1.0795927,-1.003976,-0.68427557,0.7095016,-0.35051847,0.71334636,-1.7194326,-1.2213557
K-562,1.0656588,-0.45271996,0.10862677,-0.41631207,-0.89765155,0.19183093,-0.7932779,-0.16399093,-0.043835014,0.474267,-1.1388309,-0.018642299,1.0802928,0.12961823,0.32463968,0.36551467,1.4047034,0.2762643,0.6909221,0.26835814,-0.109920025,1.1159556,1.2800713,0.178663,0.56118554,-0.50484896,-0.16297907,0.4082117,0.18786086,0.2781012,0.13087599,0.048472166,0.0484145,-0.59824574,0.2621802,-0.8689495,-1.645499,-0.028218172,-0.6074758,-0.84381413,-0.4642013,-0.4354749,0.8686749,0.5159191,-1.0447508,-1.8661407,0.8263002,-0.91489613,0.02106208,-0.2892425,0.3182441,-0.49228653,0.08069995,0.20314804
NCI-H716,1.1099714,-0.35368598,0.32933426,-0.4309296,-0.8159445,0.18495625,-1.0269138,-0.112181336,0.21879868,0.058196396,-1.4117212,0.027016498,1.0675464,-0.0003959015,0.15243605,0.14539273,1.3099065,0.32461286,0.8304739,0.20774919,-0.1576181,1.0639893,1.2394851,0.3598662,0.4316137,-0.35602587,0.32325456,0.7072047,0.08721042,0.29119954,0.12307895,0.21921226,-0.089427955,-0.56388587,-0.013497844,0.0054732356,-1.1385553,-0.103354275,-0.67261416,-0.81069934,-0.44677106,0.2738741,0.9365895,0.5617528,-1.3281732,-1.7702788,0.51252013,-1.4093057,0.015000925,-0.30635735,0.28465924,-0.4507259,0.03393771,0.13196918
U-178MG,1.0132335,0.15436268,0.14265494,-0.47707346,-0.8683831,0.24830455,-0.73362666,-0.12826277,0.33026966,0.23674689,-1.1422589,0.0543672,1.1009679,0.62658906,0.25167146,0.16837046,1.2339995,0.42786893,0.68163,0.5710167,-0.15895075,0.95266944,1.157898,0.32720482,0.3303096,-0.6046586,0.120520085,0.614918,-0.081421375,0.21371192,0.14642364,0.21776971,-0.061982267,-0.54822177,-0.103293955,0.56879073,-1.2172865,0.040041365,-0.5625045,-0.7212372,-0.4260761,0.23390448,0.75968385,0.6044571,-1.3808608,-1.7267952,0.42581204,-1.4221401,-0.0048733307,-0.3526653,0.2655434,-0.18268637,0.014709786,-0.08356601
COLO 849,-0.41762757,0.9813233,-0.90816575,-0.88030887,0.8532289,-1.396717,-0.30850065,-0.024519347,-0.61805594,0.15718153,0.14907414,-0.31699482,0.71928525,-2.7441866,0.20577979,-1.6025877,-0.4391812,0.28929874,0.31899655,0.40825456,-1.4201151,1.4149379,-0.1885473,-0.5625885,0.7331107,0.66077423,1.586622,0.747263,-0.10334386,0.7447328,-0.4831748,0.87929416,1.3995243,0.59902775,0.3947618,0.3528549,-0.25348,0.89678204,2.3289406,0.3763056,0.44187537,1.1529224,-2.2422986,-1.2306807,2.0142388,-0.37594712,-1.7977662,-1.1089675,0.38337445,1.4636624,1.2053326,0.58780223,-1.3576438,0.24796872
HEC-265,1.0207435,-0.45707268,0.29003903,-0.3760935,-0.9715815,0.3033732,-0.7747139,-0.17774527,0.27907163,0.26347896,-1.1216404,-0.111670315,0.93806297,-0.16246656,0.34570715,0.010150336,1.3970152,0.20311555,0.69114697,0.66427386,-0.10987833,1.0784034,1.2479953,0.356894,0.49914333,-0.4019843,0.2821438,0.7200277,-0.009701263,0.12767121,0.101390466,0.23913747,-0.070283286,-0.6078974,-0.004834771,0.094429694,-1.3377302,0.03200298,-0.5960645,-0.86085653,-0.5652287,-0.1866228,0.88141143,0.44544253,-0.9308103,-1.8123791,0.6602512,-1.0695105,0.011036913,-0.32207215,0.27731398,-0.5226985,-0.027013417,0.12335876
SNU-201,0.9886339,1.0866854,1.7899188,-1.878559,-0.42984736,-1.8150697,-0.20741938,0.4004341,-0.43844405,-1.654822,-1.918697,0.7799871,0.3462578,-3.1173866,3.1440382,-3.247889,-1.1581066,1.4399676,0.61093694,-0.6368511,-0.5054431,-0.16143589,-0.0011244789,-0.2502571,-0.4815548,0.34280995,-0.41688827,-0.10740897,0.44569814,1.0389863,0.22303343,0.2778198,-0.7693323,-0.3078908,-0.5583247,-0.7693088,1.6201284,0.85529536,1.246216,0.22463286,1.4583539,-0.6735014,-0.05344428,0.708207,0.5840654,0.76413465,1.1275955,-1.177198,-0.41273397,-0.26003507,1.6227823,1.2495179,0.041832797,0.7490187
HPAF-II,-1.7444195,0.67054015,-1.7769921,2.0741436,1.2579756,0.29080325,0.29227453,1.4349606,0.30278122,0.24048692,-1.0351609,-1.5184994,0.48916176,1.1471405,0.07726948,0.74274397,-1.0091826,-1.0212094,-1.4811974,-0.1891464,3.4357803,-1.3638664,2.4235182,1.9764175,1.1283112,0.18414614,0.21657792,-1.9387869,1.3180857,0.45126873,0.11005379,-0.9547957,-2.2235754,0.03610179,1.8682212,1.5992525,2.1507359,-1.3238622,1.9900155,0.1251135,-1.2283719,-1.2263253,0.34420925,0.17096546,0.72885925,0.022813633,-1.2847407,0.5935195,0.53660387,-0.6251617,-3.2437956,-1.7561193,-0.9662357,-0.11743455
G-401,0.95202667,-0.15002418,0.35137305,-0.42858398,-0.8360143,0.19666693,-0.73608714,-0.1657741,0.41724405,0.31796634,-0.89941984,-0.019074945,0.8715887,0.5249404,0.4135474,0.11783892,1.1560376,0.24692118,0.49291342,0.9139539,-0.1572948,0.88368237,1.1786481,0.47715956,0.34153202,-0.31380805,0.14355785,0.45074645,-0.41575027,0.24341983,0.09064531,0.5165887,-0.008268952,-0.44974303,0.042107195,0.07122482,-1.3262216,0.051343024,-0.5039323,-0.77936304,-0.4684356,-0.16344842,0.92504567,0.5038714,-1.6998055,-1.5916525,0.8285109,-1.2687829,0.021070832,-0.33253664,0.33784494,-0.23769492,0.082844615,0.027557572
Loucy,-1.4633498,1.8756466,-0.16596512,0.29818997,1.7857007,-1.509915,0.6852418,-0.84949386,-1.2610618,-0.45030403,-0.14011064,1.1438925,-0.16008858,-2.030526,2.1564703,1.5721594,-2.7783053,-0.2041214,-0.56110704,0.35696453,0.8651386,1.6810309,-3.5919662,-1.0565209,-0.5524873,1.9624953,-1.5474561,-0.9529211,-0.326972,-0.6898908,0.026002545,-1.0340459,-1.8983585,0.13284393,0.29296732,-1.7185954,2.236624,-0.9320863,1.4172528,0.77929324,2.508283,-0.5542723,-0.22621274,-1.0584453,1.26253,4.4963956,-0.68976074,0.54868925,-1.2003084,1.0362858,1.1485748,2.531465,-0.7105408,0.77967876
OCI-AML-5,-0.3871474,-0.70527184,-0.4011376,0.23102131,-0.33288312,0.717238,-0.7637983,0.41937485,0.19188794,2.323831,0.5363992,-0.6095158,-0.20529789,2.0430033,-1.6175884,-1.0926095,2.140603,-0.22798395,0.00077904016,-1.2945042,0.4615349,0.0763852,0.87229335,-0.5721,-0.25478873,-0.1436515,0.9773977,1.5897074,-0.23795736,0.5931648,-0.80207884,0.80672544,1.588431,0.21693085,-0.18771769,1.1549184,-2.7218335,-0.7273732,0.2589866,-0.41688338,-2.989654,0.93298894,-0.5923829,-0.2658102,-0.20564884,-2.960611,0.075389266,-0.36767054,0.27696577,0.22870396,-0.14254552,-1.6043783,-0.16182414,0.19583286
NCI-H520,-0.9979908,-0.49990603,1.4636291,1.7352557,-0.75496596,2.3344548,0.26758653,-0.854545,-1.541677,-0.67304426,-1.0415659,0.09277311,0.12610054,0.3367172,0.90915835,-2.4651449,1.3933443,0.4511909,0.3655492,-0.67940176,1.7335759,-1.1459683,0.02640827,-1.0899577,0.84293276,-1.8486078,-1.5006285,-1.7941122,-1.7630786,0.08084124,0.5349474,0.5592729,-0.26532957,-0.37565815,-0.9841296,2.6916919,0.1024766,-0.89298254,-0.43845516,-1.9829491,-2.2401435,-0.55690926,1.7917109,-0.56236744,-0.56420016,-0.23664692,1.2370805,0.9119991,0.20006101,-1.4552611,-0.20510942,-1.5427452,0.31653345,-0.24670674
EB2,-1.3700854,0.6493259,0.17604712,-0.45214278,0.75400263,0.6613935,0.7949548,-0.8557031,0.69912213,-0.5271239,0.9930304,1.0549878,0.29740041,0.55540276,0.07067993,0.9459209,-2.3883016,-0.11233334,-1.9568161,0.07764676,0.44464588,-0.5613086,-3.0963407,0.03518721,0.13141511,0.32317805,-0.20155889,-0.28683808,-1.3469782,-0.8782164,-0.2648064,-0.28531832,1.1566367,0.21884345,-0.19016027,1.5539945,-1.0316308,0.09131134,1.1853781,0.8871241,0.25924814,0.8841758,-0.6292519,-1.3197445,-0.47959584,2.3984358,-0.8957727,-0.63772804,0.36410367,0.51599437,-0.18940584,-0.7255524,-0.25355798,0.24427001
DU145,-0.6825761,-1.0178201,-2.0646243,-0.9098867,-0.6663378,1.1270278,0.26696894,2.1792455,-0.76050174,1.7027822,-0.7320267,1.1940457,-0.24219352,0.70502883,-1.7953311,-2.5892136,-0.46306163,-0.77933407,0.6512555,-0.6631249,1.0847303,-2.5173726,1.8684076,0.048584513,1.0151203,-2.828528,-2.1166837,-1.1152358,-0.770933,2.063524,0.6014409,-0.74248284,-0.5143344,2.249577,0.28768167,1.0586737,1.0254804,0.36979312,2.0088694,-0.36822984,-1.1497378,-0.11687901,0.10170811,-0.9370413,-1.6439235,-0.72931933,0.6646275,-0.76336026,1.3701204,-0.3444155,-1.9656171,-0.37456867,1.1098498,-1.7348887
EB1,0.8714535,-0.21511748,0.12035164,-0.121306755,-0.78046495,0.3916649,-0.9262724,-0.18149905,0.39377797,0.2060607,-0.8334969,0.15809418,0.79278773,0.33957472,0.1822598,0.2799167,1.1483064,0.52636874,0.65971106,0.77666944,-0.11349347,0.87103987,0.95402646,0.27042845,0.33064204,-0.64637494,0.43551195,0.38132024,-0.37320954,0.18703783,0.13236819,-0.008207634,0.022890564,-0.6475921,-0.16073966,-0.92225945,-1.4548665,0.085030615,-0.3446397,-0.65722847,-0.3354849,-0.7099098,0.8983224,0.39647904,-1.1020813,-1.5626476,0.6643842,-1.1025759,0.06830413,-0.6096227,0.1955956,-0.27658576,-0.017646063,-0.13923192
HuP-T4,0.41017714,-0.9928175,-1.8320327,-0.20799935,-0.66726804,-2.5042336,-1.1316029,0.59747124,0.23041981,0.80662835,0.47535175,2.6417756,-0.18415543,-0.79514885,2.4297254,4.2485347,-3.240069,1.0544492,1.1958194,3.1106462,1.4687449,1.4702904,-1.7318956,1.6153438,0.68315786,0.62574065,-0.7666908,-1.5586599,1.8421631,0.29319438,-2.061688,-2.0619826,-1.7680225,-1.4833328,0.11872633,1.1664991,1.3374598,-0.07475697,1.9003311,0.542553,2.37097,-1.7010646,2.7044053,-1.0044035,2.0472162,3.2698672,-0.424343,-0.34279507,1.2440742,-0.47283712,0.36430153,2.3611703,-1.816563,-1.3925567
