,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127
COLO 320,-0.30842525,0.14544293,1.6368332,0.16807121,1.6438141,0.10431579,-1.3550143,-0.6565742,2.0909896,1.4148875,-0.39174235,1.0308743,0.16543649,0.35668185,0.042996407,0.3218399,-0.057564974,0.6968259,0.5796674,-1.5915446,-0.09328141,0.07804841,-1.241005,1.0904386,0.56270957,-0.040419266,0.41005573,1.5796387,0.070462346,0.026601292,-1.6851189,0.5953747,0.85303676,0.9143505,2.152604,0.42112693,0.07233152,0.52214384,-1.0772387,0.9058112,-1.1716373,0.7734518,0.0019148141,-0.05905106,0.048888028,1.0123731,0.08484966,-1.324371,-0.9414769,0.7011205,-1.8445163,0.8810374,-0.78775793,-1.1253552,1.6750518,-1.9400376,1.4101701,-2.3123014,-0.0839144,0.40711072,-0.17259656,-0.8859341,-0.540869,0.6591341,-0.22663808,-0.7050478,-0.22855064,-0.4383253,1.1714277,-0.5259031,-1.8576448,-1.602772,-0.8940268,1.8574785,0.39534092,0.44206676,-0.51211315,0.32608747,0.81310266,-0.89610493,0.7339868,-1.6737189,-1.1813109,0.30012822,0.1267487,-1.14223,-0.11195573,-2.744409,-1.211848,-0.8689648,0.23851019,0.20763715,0.34359324,0.005988136,1.6017834,-0.4709729,-0.32927948,0.8689412,0.56121224,-0.18909067,0.2406838,1.2429049,-2.6850097,-0.54809856,2.5612426,-3.3310776,0.6461395,-0.78664124,-0.6675177,-1.3417522,1.4888902,0.082840115,-1.0965194,1.4797693,1.1174897,0.5123658,-0.94908136,0.47143877,2.308662,-0.18096994,-1.7751404,-0.4007351,-0.3894458,-0.47368035,2.2182925,-1.3731619,-1.8441863,-1.0798881
HCC38,-0.83186704,0.38065583,0.902169,1.0823295,0.78852195,0.18303855,-0.3670149,0.03563811,0.53895944,0.46970874,0.08531129,0.15715489,-0.7904289,-0.030987471,0.35399592,0.14270024,0.35096315,0.4644588,-0.8407674,-1.201261,0.47021076,0.71793586,-0.46957237,-1.0263333,-0.06965641,-0.30928588,0.41781604,0.14240234,-0.061860956,-0.092245,-0.3408517,0.5028003,-0.7563362,0.54027545,0.095550895,0.29285797,-0.105639435,-0.304545,-0.5769061,0.56189656,-0.8384547,0.1443802,1.1590579,-0.38811862,-0.5762991,0.25950587,0.09160206,-0.8204124,-0.31285232,0.58701295,-1.0172935,-0.53105414,-0.016152333,0.41588122,1.3445845,-0.6166715,0.20597872,-0.386181,0.48818457,0.4968192,0.96727353,-0.28844827,0.5530114,-0.1052376,0.54097474,0.4172415,-0.24371636,0.9549614,0.64503926,-1.3229563,-1.3332239,0.62594354,0.84843373,0.5550389,0.995154,-0.5566298,-1.263307,-0.21610072,0.7981372,-0.4802505,0.11111115,-0.52649266,-0.34587187,-0.12794074,-0.51139677,-0.09008972,0.07574241,-0.24512736,-1.2958997,0.056180984,0.36931312,0.69748527,-0.44937012,-0.31872582,1.0427972,-0.5667717,0.009468157,0.09025435,-0.46222284,0.8664508,-0.9199689,0.6704431,-0.8739532,0.092353195,0.38656244,1.0412452,0.97739446,0.10962635,-0.41952416,0.12277136,0.31520182,-0.4260434,-0.86056304,-0.03290554,0.98057544,0.16288307,0.2457121,0.29727143,0.8067401,-0.16925366,0.25743064,-0.07929568,0.2835099,-0.7175236,0.5725662,-0.81771064,-1.0012374,-0.9578385
Kasumi-6,-0.7730244,0.41114944,0.9268794,0.8721268,1.7865989,0.46356586,0.4297409,-0.25363243,0.17143235,0.25762305,0.07998238,0.17660473,-1.1811852,-0.051016025,0.38993257,0.10832727,0.6447243,0.8317616,-0.9623889,-1.1936662,0.501625,0.9563681,-0.42312554,0.15242529,-0.078434184,0.044229046,0.27092862,0.15303238,-0.23755622,-0.0024732165,-0.22232527,0.5157234,-0.69332844,1.3032603,-0.073709786,-0.30742463,-0.1748141,-0.28437644,-0.56348896,0.5119982,-1.0796711,0.11048204,1.6014059,-0.5087129,-0.62620187,0.56615263,0.075250156,-0.10491148,-0.30124506,0.5905081,-1.1657512,-0.5707193,0.07680504,0.99729896,0.79628074,-0.61914355,-0.0928897,-0.6239694,0.34713244,0.17744595,1.1770297,-0.31760684,0.55464655,-0.5838828,1.3327993,0.26506355,-0.015935883,0.7025486,0.74332166,-1.1876464,-1.2556428,0.3555207,-0.07257271,0.6575204,0.888142,-0.5751598,-0.28933048,0.7807343,0.7863354,-0.4734584,0.34545627,-0.1323109,-0.5769477,-0.64576423,-0.53589046,-0.22683366,0.097097784,-0.2898568,-1.2099156,-0.664871,1.0584993,0.62488014,-2.1354082,-0.21201834,0.991448,0.38844502,-0.047289878,0.08378867,-0.36528838,1.0253394,0.6156021,0.6709563,-1.0224676,0.11319114,-0.44076556,0.8596003,0.9285965,1.0695196,-0.46646276,0.05460069,0.995072,0.40906426,-0.8200283,-0.05759254,0.99021316,0.31751174,0.2897932,0.31314585,0.8350195,-0.14740323,-0.10616902,-0.08834678,-0.30899334,-0.74277604,0.5240028,-0.6897073,-1.2971928,-0.63710546
OCI-M1,-0.79486525,1.4346069,0.9701072,0.08984771,-0.03346014,0.40361983,1.7739401,0.6851187,-0.4953745,0.20863661,-3.5614605,-0.10645033,1.134536,-0.7503554,1.3680843,0.08429913,-0.32225853,1.6193789,-0.42942813,-1.1545808,0.99487686,1.1444618,0.12985109,-0.41716763,-0.3748113,-0.8454366,-0.15174237,-1.0511174,-0.32161403,0.1433413,-0.69226295,0.9410088,1.0418615,2.87911,1.1274909,-1.4858799,0.5480123,0.40735832,-0.8703052,-0.5051842,-1.0142194,-1.0067898,1.1711152,-0.654813,-1.943947,2.0989423,-0.9593915,1.6711344,-1.1194297,1.351866,-0.19816275,-1.0074483,0.7628192,-1.1370553,0.28261894,1.50667,-0.2572633,-0.06940584,0.18811892,0.90989923,0.99033606,-0.2586952,0.7090363,0.3091331,0.46467486,1.4998778,-0.88824904,1.4056154,1.5359586,-2.3284988,0.010671243,2.5226223,1.5274086,-0.04016199,-3.337061,-1.1047721,-0.7400827,-0.75604033,1.9028524,-0.31955448,1.5089283,-2.2511683,-1.7095566,0.54200137,1.2772976,1.4645758,0.9790012,0.87139297,-0.6589771,-1.7865043,-2.0689273,0.18093812,1.2457883,-0.645641,2.2032793,2.5211797,-0.58053255,-1.0303319,1.7096441,-0.03415765,0.58937263,2.498533,0.5575044,0.8273007,0.6419243,1.7192423,-0.9537851,-0.6987104,0.14524649,-0.113177665,-1.3930368,0.33218962,-0.774678,-0.5404909,-0.78634334,0.35498747,2.2493403,0.3949389,-1.3831097,-0.46139556,-0.24408692,0.0034949929,-0.92423934,-1.2593834,0.9392655,2.4671035,-0.10737938,-1.0537231
ONS-76,0.27980393,-0.3228872,0.6562855,-0.88688457,1.7886575,0.337642,-1.6787641,-0.6935999,1.007741,1.0719585,-0.81784093,0.76411307,2.0494962,0.8384094,-0.33634984,0.44628245,0.2380895,-0.022242285,0.5365021,-1.4974293,0.16420007,-0.06430512,-1.0327909,0.4075435,0.4278273,0.17186344,-0.882215,1.2815577,0.28897753,0.25553095,-1.4066862,0.41804308,0.56445485,0.78117716,3.1882668,0.5000102,0.18348026,0.6164471,-0.89246166,0.44649857,-1.003107,0.41455978,-0.47333625,0.2611794,-0.10517693,0.44466233,0.48127508,-0.9614292,-0.3478802,0.9598309,-1.3704617,-0.0024278164,-1.2591239,-1.0900879,0.9886912,-1.5267688,0.7956974,-2.541392,-1.0083771,0.37743038,-0.9363999,-0.3258671,-0.42911398,0.39512742,-0.90485764,-0.5009068,-0.19517079,-0.41325304,0.27146652,0.7054362,-1.8295966,-1.2219558,-1.5268836,1.999125,1.5509119,0.17463344,-0.08845696,0.01693423,0.5454585,-0.42058238,0.5970971,-2.5054922,-1.0432043,-0.038143396,0.43586102,-0.840241,-0.2167081,-2.6840653,-0.9862968,-0.8187569,0.8543999,-1.2935798,0.52107537,0.11224396,1.4267398,0.267177,-0.90056366,0.8295543,1.5226548,-1.2741598,4.2921786,0.6294336,-2.2106566,-1.4932612,2.2525673,-2.1231995,-0.080026984,-0.39555502,-0.45149642,-1.167285,0.05045432,0.41049862,-0.81262124,1.6446834,-0.11298558,0.60051674,-0.7484196,0.46493757,1.149623,-0.30100316,-1.7310804,0.53969574,-1.1989886,-0.07801012,2.6535692,-1.4406209,-0.881748,-1.093705
SNU-81,0.04099357,-0.8629427,2.5137737,-1.8326067,-8.5800705,-7.370896,-8.223514,-3.4802825,0.11548786,-6.1106205,-0.1510863,-0.31030253,-4.894636,2.2409163,-1.589732,1.0594583,5.570442,2.9521134,1.4938114,-3.7930682,-1.6480966,-1.7844933,-0.7279546,0.58655405,-3.1783462,-2.6737108,4.8782115,1.51422,-7.040707,-0.20188111,-4.4906526,0.26084352,3.556259,-3.2410486,-0.10442591,-0.6501864,-6.971235,3.262712,0.46462643,-0.6487324,5.3621664,-5.7733397,-1.0901316,-1.7543073,-2.7447505,0.58040893,1.3377538,3.9294152,-0.37003458,-4.319083,-2.2592933,-2.5894778,6.316503,-4.3390307,-2.3287423,4.8307185,6.187045,-0.719363,0.092635274,3.2914062,-3.8862588,3.1814852,4.9799514,0.037767597,-0.95503175,-2.7874424,1.3976738,-1.2186977,2.1656501,-1.761866,4.707658,-3.1886961,-4.1932583,4.59248,2.9933555,5.4767056,-1.0081493,2.4621806,2.1949031,-2.6510766,2.6854131,7.2450027,-1.0324799,-4.346085,-3.0937417,-3.7226434,2.2867737,-1.2014887,-1.5296953,0.5359033,-4.034416,7.92687,2.2890275,0.98535514,-0.92879725,0.01569809,2.6206748,0.588967,-0.28144765,3.3446875,-7.2410436,1.8575964,-2.4077606,1.9682474,0.70803034,-1.8545183,-3.016419,-0.7093543,4.964408,1.7014804,4.3271923,2.6826737,-0.5337163,-4.416575,1.4984677,-4.943538,-4.569652,2.9199104,6.983718,-0.041521236,-1.0361464,-1.1010042,-3.1256135,-0.027104884,1.014636,4.9053273,3.1695907,-1.5650475
YAPC,-1.1927536,0.6226041,1.5277095,-0.4484324,-1.5916603,0.077924326,0.6061353,-0.6643729,0.43710065,-0.24406344,-0.6483331,-0.04400537,0.008924648,-0.21486422,0.9012115,0.01502189,-0.32974026,1.3999195,0.18313487,-1.3877885,0.49066415,0.3705248,-0.072372064,0.58457357,-0.26227617,-0.4290927,0.9735494,-0.34163675,-0.1934332,-0.094281,-0.041623503,0.9183469,0.19914947,0.5664383,-0.26091534,-0.50830203,-0.107111335,-0.48471054,-0.5639222,1.000855,-0.7427285,0.13490443,0.28516424,-0.14739937,-0.9716308,1.3867594,-0.08902796,0.07640503,-0.29948783,0.09983149,-0.7734878,-0.7591316,0.23671281,1.2218595,-0.45179713,-0.013357282,0.41568977,0.026037477,0.2707325,0.8209789,0.738475,-0.15194225,0.45795608,-0.42424864,0.43965185,0.11900047,-0.417938,0.08041048,0.90899,-1.0842849,-0.15188865,0.41770542,1.7462811,1.0178307,-1.159327,-0.21359113,-0.661935,-0.72445995,1.2938416,-0.026510656,0.23954046,-0.6732163,-0.87181515,-0.13682216,0.31560335,0.793039,0.10542871,-0.8293596,0.49140018,-0.2581391,-0.87630534,0.09794386,-0.310938,-0.13870724,1.4050677,1.7054677,0.2649871,-0.98077756,0.9597242,0.8525114,-0.7307244,1.7802681,-0.24088186,-0.15287352,1.4910033,-0.028681576,0.012357593,-0.5771409,0.035397105,-0.296412,0.97736293,0.23001544,-0.7654125,-0.22121401,0.09335747,-0.30172354,1.5260992,0.98184764,0.035723485,-0.2992562,0.31923124,-0.78853047,-0.32957208,-1.0214247,1.5885456,0.44967738,-0.028723866,-0.34863606
HRT-18,-0.05216856,-0.45081463,2.0781488,-2.5781488,-7.3651166,-5.780074,-4.2151475,-1.8176647,-0.9437489,-3.077849,-1.4340562,-0.52530706,-0.27924803,1.3718452,-1.3474333,0.9812353,4.4694147,2.0607064,1.5251025,-2.9184525,-2.098911,-2.1541712,-1.1718136,1.7469606,-3.2574275,-1.3544359,1.5814152,0.25691912,-5.540765,0.13009271,-1.7943333,0.5151841,3.2848034,-1.934338,0.9573786,-1.0384685,-4.6856236,-0.20895141,0.6137275,-0.98415494,4.3791265,-5.085519,0.064832985,-0.8551517,-2.8027527,0.26599616,1.1178533,2.3421078,0.4694657,-3.7622695,-0.56276053,-3.0088232,3.5756035,-3.5630774,-3.40152,4.808971,4.3779325,0.25500992,0.24045622,1.3688179,-3.558031,3.3876193,3.17389,-0.46593204,0.55070513,-0.71161276,0.61973095,-1.5949152,1.270246,-0.87806237,3.0562563,-3.1930127,-4.3634844,2.707205,-0.31334075,3.4489098,-0.026438236,0.91379064,1.6136224,-1.4383311,3.6375985,4.0468097,-0.080014125,-0.8886874,-1.5449979,-2.518622,1.27712,-2.490919,1.2846395,0.39650574,-3.1267045,3.355341,3.393289,1.1363431,-0.7883417,1.9269131,1.2999161,-0.40039262,1.9064087,0.9706814,-4.6615868,0.60441303,-0.65970975,1.5114435,0.952935,-1.1969965,-5.569774,-2.2258823,3.7624583,1.492836,3.8183055,1.7951512,0.14881162,-3.85782,0.036510646,-3.8047185,-1.7641777,3.4743495,3.0194943,-0.2070767,0.96347713,-0.5166934,-3.180334,0.8349215,1.8030893,5.36912,4.1361437,0.0066719055
Mino,-0.31112286,0.121240765,0.87178606,0.87029266,0.6661226,0.9691173,0.19325714,-0.061768427,0.8215792,-0.6999694,-1.9065135,0.18915376,-1.0867229,-0.081813574,0.37837228,0.14186889,-0.69019824,0.76650125,-0.71626395,-1.2055376,0.6103092,0.7244775,-0.10087751,-0.0037781,-0.034205914,0.009467348,0.3816207,0.27292737,-0.49386743,0.09523295,-0.19529152,0.5053256,-0.724331,-0.55938697,-0.008962512,-0.5268415,-0.17286825,-0.24561882,-0.5123412,0.6322659,-0.984475,0.14003941,1.3799165,-0.54533905,-0.7715854,0.7453103,0.07712467,-0.6457044,-0.2508248,0.5822297,-1.1672344,-0.07883242,0.08553882,1.2096382,1.2762126,-0.6163448,-0.24682376,-0.50399446,0.9103339,0.46934944,-0.31699145,-0.49527258,0.555335,-0.6391194,-1.5694457,0.3972427,-0.17608222,0.74047077,0.6010986,-1.1368814,-0.64858395,0.2640595,0.926802,0.4855797,1.7098981,-0.6060622,-0.7869354,0.052670076,0.78705865,-0.44402435,0.31052503,-0.07110679,-1.3885643,-0.066882536,-0.47600365,0.03332476,0.064083755,-0.2433228,-0.7419021,-1.1690488,0.90070343,0.6077738,-0.7942166,-0.29173926,0.92764384,-0.60247827,0.09077686,0.04555565,-0.3031759,0.5568588,-0.87651885,0.66908807,-0.7524137,-0.5791619,0.1744823,-0.9156819,0.8022965,0.68232316,-0.4571793,0.08942063,1.1244218,0.0039176866,-1.0230284,-0.08576619,1.2020128,0.16750877,0.4292121,0.31864882,0.8463744,-0.1379968,-0.03430168,-0.19925666,0.30327377,-0.71880907,0.5433879,-0.7225109,-1.2312492,-1.1096786
SW1088,1.2896059,-0.55805856,0.89545965,1.5971519,0.6637067,-1.5515664,-4.219387,-0.38769826,1.2802829,0.77188253,0.8903385,0.93452513,-3.9655094,0.10360615,-0.27394697,0.22751613,1.2740264,0.027356118,-1.0901902,-1.6620632,-0.10422841,1.2484689,-1.9562665,-1.6008565,1.5313017,0.21044387,1.694937,2.8943105,0.069973856,-0.1646622,-1.0733619,-0.115908995,-0.38852164,-2.593923,-2.8691757,1.392334,-1.4901346,1.8366244,-0.73931956,0.7738967,1.7636809,0.13896461,1.1660544,-0.9876019,1.1008209,-0.31237197,-0.054178875,-1.2307434,-0.46712157,-2.098303,-2.5582805,-0.54909873,1.610805,-0.39874157,0.6528571,-0.41650808,0.24490392,-0.526472,0.38308832,-0.08585432,-0.24342024,-0.88710785,0.93975335,0.25731772,-2.527452,-0.89170647,0.7610791,0.77962244,1.0208092,-0.13900957,-1.455602,-1.6522927,-0.9530505,1.589194,4.5234656,1.0970552,-0.98987985,0.71095306,-0.38829118,-0.67853814,-0.702245,1.7852623,-0.06389131,0.9754812,-2.0208008,-3.376249,0.29127327,-0.12435652,-1.6752713,0.8811092,0.6841247,3.9649107,-2.764626,-0.048973173,-0.75885916,-2.660634,0.44215345,2.3497887,-2.6530175,0.49675113,-3.2402174,-0.4876349,-1.5534606,-0.23703602,1.096036,-1.4839361,0.09636658,1.155539,0.008742505,-0.4884876,-0.5177936,1.4443673,-1.3265839,-0.19578288,0.82604337,0.6488407,-3.4954085,-0.1756911,3.017003,-0.043694377,-0.12999646,-0.44744807,-0.42415562,-0.7722369,-1.0378381,-2.449238,-1.6024613,0.14528227
SK-MM-2,-0.36275652,0.45746428,0.610587,0.5003057,1.1420383,0.39280283,-0.148374,-0.22334607,0.87103564,0.32952523,-1.2421396,0.24201235,-1.0056605,0.018972006,0.352207,-0.03541389,-0.30066168,0.8872703,-0.72856057,-1.1740544,0.66097957,1.0461159,-0.0458799,-0.8831027,-0.033033144,-0.027960435,0.9197518,0.24185665,-0.5228822,-0.050694115,-0.16310412,0.48385066,-0.84012437,0.15213543,-0.42897558,-0.066656336,0.10420665,-0.16415907,-0.52254146,0.58383363,-1.026176,0.1932215,1.6120005,-0.44332284,-0.7574856,0.60712796,0.08357252,-0.6595762,-0.35789695,0.584026,-1.0838842,-0.28929582,-0.05420209,0.7027337,1.0682895,-0.61762094,-0.6232329,-0.400554,0.2299976,0.3960293,0.11563015,-0.2151511,0.53129804,-0.38948336,1.8891244,0.17745431,-0.3160298,0.7685728,0.7425813,-1.1364055,-0.8675477,0.92924595,1.4304214,0.659343,0.6362673,-0.6020386,-0.50113344,0.20661522,0.7935939,-0.47362772,-0.57193804,-0.63323045,-0.4575842,-0.16285822,-0.5252956,-0.31531852,0.08889655,-0.3148944,-0.628593,-0.09922522,0.12934923,0.77993953,-0.7097548,-0.14456654,0.94012463,0.01292935,-0.13321106,0.1418837,-0.30705506,0.6511438,0.44090784,0.67015827,-0.8497566,-0.0027387962,0.68004644,-0.38672024,1.120461,0.35296354,-0.4554957,0.08455218,0.37952164,-0.003936544,-0.95806205,-0.050454836,1.4453744,0.17175955,0.180976,0.28884077,0.83319604,-0.14567667,-0.42369765,-0.20705937,0.064906165,-0.7228538,0.55364686,-0.5367115,-1.4867165,-0.91423327
MDA-MB-436,-0.5410398,-0.5630556,0.34761167,0.0014876574,-1.960377,0.1846575,1.8620219,-0.9398661,0.82521135,-1.8083866,0.6086812,0.56208056,1.2998524,-0.8079358,-0.6818949,0.58607566,-2.3148284,-1.3229023,1.3698616,-1.288466,0.19329092,0.13489272,-0.04213736,-0.22954565,2.088203,0.678947,0.7208933,0.33759505,1.2020693,-0.2867775,-0.3352049,1.1820098,0.177674,-0.9700893,0.6488584,1.1679184,0.3778046,0.8178835,-0.4160147,2.3658512,0.5294828,0.50287646,-2.490901,1.8985342,3.4378603,1.5077642,-1.7037522,0.5716601,-0.23141234,-2.7681594,-0.47042972,0.8957311,0.87565434,-1.3545882,-1.4693714,-0.09794331,1.822542,0.23074414,-1.2670555,-0.6964644,-0.8935241,-0.701321,-2.0754273,0.93427485,-1.5809902,-0.56632715,-0.25468716,-2.0805678,-0.19134216,1.1707085,1.84105,-1.316011,-0.06505699,1.4917307,1.5497546,2.5281715,0.9366011,-1.4276285,1.5659095,3.476441,-0.015531808,0.6784912,0.12479396,-1.5030105,0.9248401,-0.88207084,0.31493017,-0.8286106,0.6465778,1.2154462,-0.7703944,-1.9022566,-0.11910935,-1.1784978,0.4768279,-1.5541317,1.6637306,0.7774595,1.0592408,0.29639733,-2.418999,0.97080225,0.60545063,1.0609565,1.194202,-0.94458884,0.7929557,2.1284878,-0.53377205,-1.7861245,0.8831239,-0.6239557,-1.3285801,1.5729756,-0.47178873,-0.1611359,-1.8971695,-0.8136368,-0.0700044,0.07714674,-1.0472915,-0.6487485,0.8427568,-0.5810612,0.43960115,-1.1934841,-1.5595591,-0.4282745
EB1,-1.0061679,0.24313034,0.7001132,1.501909,-0.007810831,0.42130268,-0.15222836,-0.08477764,1.2486808,-0.5365408,-0.029741397,0.15903343,-1.2455554,-0.021260358,0.40312615,0.26813272,0.04027327,0.7414528,0.17805532,-1.1876168,0.5725824,0.9182182,0.1281425,-1.0989108,-0.00501493,0.041566238,0.24949634,0.24149807,-0.49499324,0.034469474,-0.2694435,0.5031713,-0.7263594,1.324548,-0.63773483,-0.2800506,0.042916447,-0.19702308,-0.5305831,0.51509225,-1.0195044,0.15486287,0.677122,-0.48541772,-0.6905878,0.80991244,0.08290213,-0.05505085,-0.35263348,0.5874634,-1.1341312,-0.5112739,-0.0890234,1.5121127,2.0833416,-0.61929125,-0.2434381,-0.504817,0.401057,0.36860564,-0.023075372,-0.30831167,0.5559867,-0.25805688,1.0245954,0.34424087,-0.27733362,0.6216815,0.7171038,-1.5361286,-1.1986115,0.47625658,1.5929614,0.6652735,-1.2273723,-0.69768476,-0.050611317,0.06373724,0.79387933,-0.4608781,0.04570034,-0.5262393,-0.51835155,0.4875902,-0.48263457,0.1439657,0.061076097,-0.2406665,-0.33218187,-0.6325684,0.92018735,0.6602303,-1.4160738,-0.3609755,0.92749906,-0.48838693,-0.029888147,0.06374285,-0.35086924,0.73370236,-0.29911503,0.6765401,-0.29163763,-0.073010325,0.112705514,0.13485363,0.85332835,0.849221,-0.43798465,0.025486208,-0.44099015,-0.27101034,-0.9557635,-0.044729102,0.6972655,0.20663242,0.18985169,0.31053057,0.84294045,-0.14239457,-0.50878304,-0.09207886,0.25800195,-0.7444551,0.79069436,-0.610393,-1.3342834,-1.0823901
MKN7,-1.1702231,0.6643106,1.1721761,0.6560059,0.6065299,0.50607705,-0.4227904,0.25603968,0.2760591,-0.32221502,0.707227,0.26503104,-1.130378,0.08253509,0.38878527,0.31939983,0.06696371,0.6656523,-0.46842533,-1.2222818,0.6194697,1.5418055,-0.6265929,-0.21526098,0.004474938,-0.64844406,0.6425495,0.3976136,0.10951406,-0.021396037,0.01067926,0.50236386,-0.8453182,0.71716315,0.42077208,-0.27405474,-0.18026266,-0.29607984,-0.5105452,0.5372779,-0.94048566,0.18731338,1.0976337,-0.52639526,-0.5854635,0.6828158,0.08588818,0.15867916,-0.4231968,0.60219026,-1.1259916,-0.23000497,-0.11330606,1.2524002,0.59449565,-0.6128316,-0.34182906,-0.71989787,0.3358763,0.39038506,0.59095836,-0.27754903,0.54566526,-0.35299826,-0.17741558,0.47139126,-0.3386149,0.64153963,0.71195954,-0.8731155,-1.2123647,0.5213655,0.61113846,0.6907774,0.27124557,-0.70956093,-1.1953208,-0.049202383,0.79862106,-0.46813434,0.17655364,-0.341836,-0.6630339,0.47446078,-0.48409575,-0.12542778,0.07208643,-0.21228434,-0.6394134,-0.50526303,-0.032551587,0.65359503,-1.0330054,-0.19598712,0.92576987,-0.36086684,-0.16772875,-0.026658429,-0.3587967,0.6090583,0.24537235,0.66968894,-0.58215475,-0.42733634,0.97203696,0.038812354,1.0571896,-0.1346747,-0.4969676,0.03459072,2.6213334,0.059822887,-0.66093886,0.004782703,0.5045227,0.22069086,0.033257335,0.30089355,0.83330375,-0.16392367,-0.030138448,-0.06192122,0.1337134,-0.7405897,0.69506943,-0.22270069,-1.5629878,-0.9282634
ONCO-DG-1,2.1712077,1.6612713,0.64712214,3.7057815,1.421308,0.24361649,-0.69821465,2.8028016,-1.5772145,1.608383,-1.4185005,0.8770302,-2.1535625,-1.4384834,0.84096014,0.26056236,1.64893,0.24581511,-3.4398499,-1.1433253,1.4337115,3.334561,-1.3752427,-3.8685741,1.8220477,-0.14594772,-0.63527465,1.215398,2.9040194,0.29778993,-1.9407166,-0.047429137,1.7710056,3.3791075,-1.5116596,0.5061548,-0.33715835,2.4154122,-1.3129526,-2.169391,-0.09773001,-1.2179668,4.215068,-2.6635137,-0.83601564,0.18040547,-1.8586106,2.3640103,-2.3482423,1.3285991,-1.3905283,-1.2395711,2.933728,-1.9955071,0.6713655,0.9793855,-1.4800913,-0.71765405,0.81352544,0.0020018779,1.0603794,-1.9270996,0.8358829,2.6632636,0.104569495,2.1895912,-1.0606581,4.043113,2.9520519,-2.7558913,-2.4989524,3.4659631,0.78305024,-0.9770943,0.38620028,-2.2265744,0.14861451,-0.4560359,1.1302966,-1.7073035,-0.44362748,-2.619961,-0.7354799,2.0467415,-0.8340503,-1.0757804,1.8863964,3.6178916,-4.866414,-1.9797847,-1.399565,3.8703842,-0.9744489,-1.6867104,1.2446597,-1.7865242,-1.2389135,1.7475265,-1.6942676,-0.39708972,-2.043542,1.3423647,-0.95419776,1.2124586,0.55387896,0.9414828,-0.8526277,1.482949,-0.8630316,-0.030790284,-3.7961106,2.1320915,-1.4656829,-0.32778105,-2.3758705,2.8600962,-1.6332363,-1.8452543,-0.14055747,0.02779764,-0.40162265,1.363391,-1.6283141,-1.258475,-2.56835,0.032406256,-2.670557,-3.55759
TE-14,-0.73268044,-0.18754548,1.3211676,-0.7282438,0.85721684,-1.1436293,-1.1126267,-1.8052436,1.8745188,-1.7629266,1.4455848,0.22659908,-1.3486692,0.89344317,0.4734257,0.1788272,0.29424188,1.2234867,0.67368513,-1.9646233,-0.4400249,-1.3123207,0.53684354,0.63699406,-0.10927959,-0.069319114,2.5666466,1.1875244,-1.432598,-0.2239309,1.3181994,0.5720601,-1.9118966,-2.4243464,-1.4313233,0.5431603,0.08297206,-1.182365,-0.8170698,2.4702368,0.20980848,0.9299097,-0.44221488,0.43217552,-0.6707742,0.10670672,1.4727286,-1.8696324,0.8321872,-1.1790916,-1.836908,-0.3674867,-0.4718551,1.1865466,0.2719514,-1.1893498,-0.31984875,0.3963171,0.70772094,0.4134563,0.64266527,0.0742851,1.2854788,-1.5357699,0.20993564,-1.1406627,0.5510578,-0.5834034,0.061875723,0.520212,-1.7557712,-1.9054558,0.6141195,2.1654563,0.552377,-0.16969283,-0.5993677,-0.11000377,0.1553562,0.16173142,-0.6151402,0.9847133,-0.16517282,-1.2777936,-1.0123948,-1.0216135,-0.75481707,-2.3832154,1.4207655,1.5725654,1.037097,0.6937406,-1.2801698,0.7309781,0.006894866,0.96350396,0.90165025,-0.55784553,-0.1895215,0.4392529,-0.9639008,0.6696813,-1.1576376,-0.6818457,1.1082752,-1.3771324,0.6961031,0.17439824,0.56924546,0.13178396,2.5267444,0.506523,-0.695755,-0.560212,2.0170836,-1.0088463,1.2808478,2.1081557,1.8136306,-0.2361812,0.82772136,-1.5437483,-0.11352566,-0.8423389,1.8405744,-1.0476446,1.3778167,0.11777889
