,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106
PK-59,-0.21635568,-1.8483486,-2.0454106,0.6127801,0.4922365,4.487921,-0.20364931,-2.072933,2.7671473,0.22401676,-0.9601601,-1.1839538,-3.0392554,-4.7935224,0.5431425,-0.47890675,7.153878,-2.7843368,1.1857405,1.0211332,4.783729,2.7165325,-1.6666313,-4.5124397,-3.2345679,-1.4219034,0.6426433,1.1153077,-1.8982397,0.80518967,-0.89118695,0.69745255,4.162572,1.4025154,-2.3261566,-1.2099321,-0.010682166,4.0915785,1.4209328,1.6351416,1.7566676,-2.6107063,0.4147166,-3.7071412,-1.3646466,-0.36812842,0.026489869,-1.9815342,-2.5728686,-1.3182081,-2.3450851,1.3732085,-0.20463042,3.4269047,1.2793608,-1.4889672,-0.53971493,5.9580483,-1.0018415,0.43070662,-5.0841355,4.5794573,-4.5454836,-4.95966,1.7839415,1.0761787,-2.027022,4.1414804,0.022598445,1.3281876,5.290566,1.1011794,0.5801925,-1.0399971,1.5338457,-1.9245574,1.5045291,5.754524,-1.2690136,3.3847558,0.9377365,3.6613998,-5.2572517,1.9707159,0.2499471,4.4041033,1.7018899,-0.59534615,-0.7432594,3.4387705,1.0136799,-1.6911476,-1.1028674,4.3419514,-2.4975684,-0.5338038,4.624496,-0.33600664,6.411339,-0.5944175,-1.3576543,3.7517219,3.939402,-0.13925125,0.8429496,-3.3223646,-2.4575598
HEC-265,9.374514,-1.0205392,0.79645216,-5.380424,1.811916,1.3929925,4.128578,-5.152178,2.2856073,4.828233,-3.5504935,6.0151734,1.9396608,-3.1322987,-3.787701,-1.968462,-4.01795,1.6350163,-2.38536,0.106582046,-0.73328996,-4.110874,2.3161397,1.6510351,5.3046823,-3.9911346,-2.5576591,5.1368575,-1.7607272,-1.7729979,8.807562,2.181181,-1.16771,-1.9823835,5.316718,-3.8648663,1.7866017,1.14894,0.84153503,1.2999337,1.879081,-1.3924379,-2.8686614,0.35144192,-0.740551,-6.5786576,-7.984423,2.1847765,2.7196527,-0.9611795,-4.691024,-9.268683,6.4527555,-4.105273,1.0313462,5.3973722,0.6951303,2.6301088,1.9343195,5.7016125,0.12502503,-9.760874,0.5449005,11.8944,0.9563946,-0.26538536,-3.2126389,2.8164752,-3.9181812,-5.985699,0.10302582,-1.8462954,-8.771563,1.0729946,-3.4774387,3.906127,0.5062268,-5.0619807,-0.28341126,-0.29221684,-2.4680805,-1.5557796,1.777956,3.4565704,-4.927849,-3.7709978,-2.8090303,0.39411741,-8.8846245,2.9020886,2.1337695,6.7228703,1.6162565,0.8887077,-5.8377385,3.5420802,0.5047774,0.96732664,-2.8087726,3.9830794,1.117818,-2.3942807,-0.33494973,-2.779854,-0.20107622,2.609254,1.4232106
SNU-16,-3.2355938,0.45936865,-1.9723817,-1.564743,0.59291273,0.26925585,-0.35426062,-1.5537524,-1.0709146,0.86302537,-0.055460244,-2.8080409,0.47349834,-6.6904364,-0.3411888,1.8944263,3.0015528,2.2920103,1.9006046,0.16236442,2.4624305,3.3565366,1.824574,1.5185659,2.2683105,-1.5040226,5.576841,-0.23644543,5.1440535,1.9564428,-3.793666,1.2352676,-1.0781193,-1.729762,-0.62738997,2.4748535,-2.2412038,0.43753672,1.6077209,-1.9799551,0.79102975,-3.3853407,-1.9328575,1.4562637,7.4976273,-1.3735514,0.6702639,-2.0792758,-0.09355569,1.4182097,0.19942874,3.2798564,-0.24981524,3.4023,2.6784081,-0.65455973,0.72737086,2.0612195,-2.0661044,2.0366464,-1.5986876,2.4673243,-0.41995957,-1.3610326,-0.7293771,0.51777107,0.83210754,-1.3409392,2.392499,4.9349985,4.375868,1.1231291,1.5871531,-1.2263474,0.35630676,-5.865118,-0.5484728,-0.09292348,-0.601085,-1.7259841,1.7460152,3.0336778,-2.5357835,2.1264086,0.7850263,2.1364605,3.8697026,0.9059427,-2.775064,-2.7458024,-0.4504919,-1.0999631,-2.4051673,2.4227183,1.069858,-1.9745762,0.97687083,-3.4774847,3.6520467,-0.23812962,-1.051301,2.7235713,0.8842526,-1.162646,1.172924,-1.3884296,-1.9896145
CMK-86,0.71597815,1.0864241,0.0828924,2.127849,0.42027652,-0.42771912,-3.0574622,1.5259506,1.3089927,-2.5063164,1.5945249,0.1894755,-0.76961005,-0.8508643,1.0555025,-0.31916577,-0.31287706,-1.9797205,-0.39328754,-0.39135674,-0.2224562,-1.2741914,-1.8009799,0.81288946,-1.696619,1.2614343,-2.765354,0.95341367,-2.3812916,0.49455452,-0.15694317,-0.58976173,1.0417526,0.4121508,0.0933976,-0.4411847,-0.55305886,1.0934994,-0.23035188,0.11407691,-0.71907586,1.3294858,1.2305382,-0.52504486,-3.9001195,1.268922,1.8585218,0.6929339,-0.6480347,-0.43537357,0.17840967,-1.9755062,-0.54737025,-2.2787347,-1.6472036,-0.8330736,0.23539418,-0.5574625,0.62271,-0.66418433,1.7713461,0.087873876,-0.9272948,0.082363844,-0.25523588,-0.62604094,-2.2760758,1.7659569,-1.9787613,-2.88899,-1.0219675,0.6779787,-0.009376407,-1.8043907,1.6396972,1.0740981,0.6308433,1.7610153,1.1963271,3.0049312,0.294841,-0.73865503,1.8634398,0.16276649,-0.9640038,0.49844217,-2.4396234,-1.4568709,0.9363003,2.95505,-0.610038,-0.2927302,-0.479622,-0.1974742,0.57235587,2.913702,-0.5519247,2.0284243,-0.8907979,1.1067773,1.1901363,0.17569374,0.1082813,1.5584605,-2.4816108,-0.13941497,-2.2796996
Hs 618.T,-0.10659821,2.0191784,-0.17842682,1.2512581,0.9356891,-1.0118351,-0.1924184,0.9299195,0.4171879,-1.3314741,1.2412317,0.24482144,-0.98369217,-1.3451768,1.3528795,-0.29520023,0.38442385,-0.051247522,-1.3816502,0.49079525,-0.24483374,0.30729896,-1.4376116,-0.5749996,-0.5890109,1.8003002,-2.1737962,0.6882812,-2.5502768,-2.1216593,0.6525336,-0.567399,0.7727264,-2.1023788,-0.107933596,-0.4027202,-0.26301318,-0.23607183,-0.2425123,0.26379687,-1.8273925,1.5871365,-0.23651084,-0.39370728,-3.2487206,0.73235476,1.6298813,0.7284072,0.7440698,-0.8919483,1.4937263,-0.8179551,-0.9801696,-2.4370909,0.36061096,-0.7253982,2.2029219,0.20999736,1.1029308,-2.2604172,0.63425356,-0.19877708,1.1878693,0.026442915,-0.48052186,-0.25076625,-0.17598727,1.337696,-3.5877662,1.304548,-1.2390858,-0.44397637,-0.18783672,1.0216322,1.2121751,1.5519406,0.5525043,0.63172376,0.57852143,0.31179234,-0.25511256,-0.418303,1.0335579,-0.24506977,-1.4579492,0.88331914,-2.2459915,-1.6478062,-0.28664416,0.64195246,-0.033027574,0.06943893,-0.21033943,-0.92673004,0.74049723,1.4179863,-0.78479815,2.7952538,-0.728593,1.9086112,1.2137406,-0.48039222,-1.4143108,2.3266351,-3.6253057,0.78909135,0.076363385
MOG-G-UVW,4.9929934,-0.36856067,-0.31039166,1.658314,-0.7108776,0.44861522,-4.0857053,1.365692,0.82811785,-2.77801,-0.24269043,0.34088278,-1.6057838,0.13744402,3.0127678,-0.38331094,-2.4020588,-0.69873464,-1.0204022,0.26538664,0.8478068,-2.7935457,-1.8254706,-2.3914046,-0.837885,0.80568314,-5.420938,3.789066,-4.697355,-2.3716478,-0.85006976,-1.846645,3.0889518,0.6057084,2.281891,-3.1462286,-1.9441177,1.1891226,4.2417774,1.8911593,-0.35467142,2.5683556,1.8984342,-3.461676,-6.3054085,2.8610497,-1.0363691,2.0271647,8.256548,-3.4259808,-3.533641,-5.9734235,2.304185,0.7801912,-2.5839458,-1.1078646,3.468309,-0.94252074,3.5786338,-1.9621347,-1.7674997,-5.3348393,0.66675544,4.507474,1.3239288,-0.58628744,-3.5482817,3.9373543,-3.3335567,-3.2626772,-1.7435439,-2.7564995,-0.43869102,-0.5888362,2.065301,4.194646,1.3159891,0.7185255,-0.034921408,0.45560646,-1.8663639,-2.0021825,-0.8119525,-1.5491498,-2.586573,-0.48266974,-3.0571587,-5.814538,0.8766025,3.7405162,-0.28364673,0.74907327,-2.4864924,2.1130295,0.004997492,1.6589637,-0.68180907,1.8142811,-2.0635114,2.0797656,0.7007711,3.2985196,3.9327009,-0.85087645,-3.635211,-2.71402,2.1605904
PC-3,-3.176169,-1.1466362,-1.9595263,2.3647869,1.6705716,0.7486243,-1.7658484,-2.641302,-0.986218,1.9014363,0.609673,-2.1466439,-0.14913481,-0.7618501,-1.3583193,2.6516724,-1.340723,3.2812824,-1.0990043,0.21610121,2.9623575,1.9402465,4.7060328,2.1786494,1.8536599,-0.5547829,4.8099003,-2.2934144,4.7174654,0.72696763,-1.2620022,1.3744948,-3.8535492,-5.3319774,-1.4317716,4.0590672,-2.637579,-2.7732882,3.2338042,-4.1450014,0.5684113,-4.329846,-4.081215,1.7197657,7.894627,-2.3913252,-0.6491107,-2.3763824,-5.8327265,3.545701,-1.347458,5.91111,0.08304566,5.1476154,3.1196268,0.57072514,2.8393092,0.86316645,-4.0990405,0.64525247,-2.9894826,0.43616337,0.82083833,-1.8019011,-1.002459,0.18751517,4.3721623,-2.9171808,2.010994,4.026336,1.6951562,-1.657445,2.8684232,0.8321661,0.33568218,-5.712142,-0.029434383,-2.0611813,-0.6570286,-3.865498,-1.0918236,7.1890655,-1.9894637,-0.87126863,4.803909,4.4435034,4.974861,1.1332693,-1.8154165,-5.951177,2.0728989,-1.4725978,-0.88068944,-0.076598346,-1.4570909,-0.8474078,-1.5113719,-1.9968977,0.12564081,-0.9456973,0.2925925,-0.44739887,-2.1025743,-1.0049322,-2.260706,1.8003693,-1.0408721
SW1783,2.332871,0.4558409,0.5167451,0.26401865,-0.40151006,-1.4982965,0.8316816,1.1945766,-0.03578508,0.52283156,1.5350105,-2.51946,-0.6761592,-2.634227,-0.58335054,0.48119307,-0.32053173,-1.146217,-2.8628268,1.1444294,-1.4715724,-3.3567839,-2.8248093,-2.74405,-0.26484326,1.3501214,-3.1207573,1.5512083,-2.5002658,-2.189858,1.8977643,0.97024655,-4.6543016,-3.8551824,0.69324076,-2.2991252,2.6373322,-1.1614854,-1.3913293,3.2149587,0.1759854,1.0541719,1.3265344,0.8323382,-1.7248788,-0.8706218,-1.6759549,-0.7737887,2.1430721,-0.43682078,0.697718,-1.1377257,1.4134443,-2.855139,-0.24397635,0.21936803,-0.33363703,-1.6963307,3.59622,1.40919,2.0309896,-1.6498706,3.8514524,3.0874977,-2.33616,-0.10004802,2.3687034,3.1502504,-4.871694,-5.466868,-0.6176977,-2.0832586,-2.4766445,1.9184113,1.326874,1.7918501,2.190601,-0.59144974,0.20249718,1.7187004,-0.9833038,-0.27354217,-2.3677173,1.9657443,-4.480094,-0.042938948,-4.3296094,-1.1517042,-1.0742807,-0.15794422,2.896621,3.5149002,0.50709844,-3.4371889,-0.12451083,0.50684863,-1.948895,2.6660283,2.2807589,1.2292272,4.053558,0.1764667,0.4424475,4.6245747,-4.7513576,3.4831452,-1.493158
NCI-H2106,2.0356843,0.323477,-1.4060888,-0.8726814,0.021949923,0.21703732,-0.995972,-0.09791786,0.8886351,1.6881368,-2.1910067,-1.0595816,-0.8304636,-2.073345,1.5470544,-2.4465055,-0.04903962,1.8618963,1.3805255,3.2168071,0.28029203,0.18719754,1.927355,-0.09213945,-1.9699855,-0.4825849,0.84540325,2.426774,0.34601027,-0.057668276,-1.1399211,2.1246417,0.5345872,-0.16304936,3.119781,0.56341517,-1.0931432,-0.54015326,2.6564054,1.9465079,0.08335063,-0.08660707,-1.4980165,0.87781173,3.8748581,0.66411567,-0.74808294,1.5329556,2.8062081,-0.96165687,-0.5838859,-3.5474358,1.5610934,0.85295725,-0.10849805,-1.1326027,2.20721,2.1013746,3.630302,0.7985954,-2.6775196,0.25524497,0.8362516,3.7811544,3.5726693,-0.33600196,-3.2101536,0.39234602,0.9648408,1.4807093,2.4647727,-3.0999432,-2.299575,-3.5122235,2.2388072,0.5041308,-0.013719089,0.6355405,0.27495623,-1.7622682,-0.8915135,-0.16334136,-0.3775605,1.2447914,1.7656949,3.2141755,-0.26734,-3.2414014,-3.3407989,2.9927044,1.411211,1.0364045,-1.3965964,1.5737529,0.4548523,0.8637672,1.8360944,-0.7368163,-0.12509619,-1.7932861,-0.7533142,3.4530845,2.3909016,0.6087162,-0.17796159,-1.3454282,1.5067943
CHP-126,1.6173815,-1.2114693,-2.6525357,-1.6006007,-1.4985942,2.4515393,0.5564766,0.86260283,1.1995046,0.17897123,-1.7704412,0.52358824,-2.9538713,-1.0208718,-0.4577145,1.2503132,-0.4846515,-0.16690549,-0.4167125,0.31515968,1.9257933,-1.5499388,-0.59689075,-0.4799504,1.0221757,-0.52225256,0.8451764,-0.13416862,0.96425503,-0.33581626,-1.1622136,-2.1203845,1.859128,1.4364884,-0.4958778,0.0121797025,-0.6015403,0.28850418,2.082581,0.08083136,1.7913058,-3.7743003,0.34634644,-1.5195619,0.21919596,1.2846487,-2.8268561,-2.620121,2.027816,1.9550105,-0.8499381,3.6017978,0.8789277,3.5838633,2.3503256,-0.14933515,-3.3806617,2.9595962,-1.4710969,0.15993571,-2.2961237,-1.1333691,1.3457907,-3.3082542,-0.4141311,0.17310977,1.9936743,-1.1861371,0.53870845,3.101265,0.11558285,1.3326851,2.9465222,-0.868431,-0.67859375,-1.416974,1.4685596,-0.24101648,-1.8688245,-0.30383533,-0.28126353,0.8585421,-2.6805394,-2.0792816,1.4589372,2.0907576,2.2408848,-0.37397808,1.5011368,-2.96052,1.8694209,-0.55201113,-2.6278665,1.9614965,-0.5359474,-1.0216781,1.1915998,-3.8924935,-1.0811349,0.4823064,-1.552598,1.1732138,0.9635223,-4.3556514,0.8210186,-3.0422907,0.7703892
NCI-H2444,1.7875907,0.18624759,-3.3864028,-0.6876128,1.6225305,-1.0987694,-0.15166217,0.063470155,2.5005276,0.90287215,0.950089,1.1755124,-0.6347527,0.4505419,1.2659389,-0.3674272,-0.54390603,-0.37276357,-1.8735702,0.20716344,0.2739019,3.0205083,1.2128983,-3.4783301,0.78060806,1.661767,-2.2257805,3.9000232,-4.035898,-3.4477239,1.338681,0.881639,1.5156679,-1.4729831,2.3479536,-3.7284439,-0.8071066,-0.24005675,3.4093387,-0.6382474,-2.2077775,1.2832899,-0.86233956,-0.23236924,-2.7892997,-0.16365111,-0.03304401,-0.6637509,3.618247,-5.2404447,0.28822768,-4.413495,1.3381797,1.3438262,-1.9363601,-1.6721592,0.27974048,1.3895274,1.6804521,-3.9042027,-2.716209,-1.9768006,0.3499302,1.837601,0.7329729,0.5852306,-1.0293849,3.6132412,-3.3668094,-0.626351,-0.22554576,-1.236516,-4.0455565,1.3211094,-1.4125267,4.094462,2.854055,1.2062154,-1.5880193,1.6344209,-1.6934345,-0.6521378,-1.3987578,1.1153842,-2.5419567,-2.1245034,-0.41254085,-2.2133155,-2.4642982,0.421969,0.76112396,-3.4630456,1.0211244,1.9719875,-1.8394952,3.1650949,5.0101705,4.131694,-0.82909465,0.41844332,1.4583768,0.10491741,1.393434,-0.4240041,-1.0449953,-4.2849827,1.149612
JM-1,1.633712,1.1577528,-1.093565,-0.5593806,0.48443115,0.43213445,1.6168679,1.6827326,2.1476254,-0.093262106,1.5193338,-0.423023,1.6513358,-2.2875285,3.1611454,-0.10593286,4.315376,-1.8270926,1.0200394,-2.4292557,-1.7177223,2.4307585,-0.2823131,-1.6968259,-3.5583057,2.9328656,0.96225435,-3.839272,-3.5086937,1.9650904,-3.9820893,0.5899695,0.8228601,-1.8336161,3.2353098,3.961998,1.5465605,-0.19436604,-1.3532087,-2.412327,-0.07420212,0.30676654,0.57132745,0.8278667,1.1127214,2.250164,1.1381664,-0.5254015,0.44293064,-1.9297452,-0.18036896,-0.7335106,0.79157776,-1.0655329,0.70101684,-0.37129045,1.3499796,1.0278621,-1.1611645,0.6032293,1.6777124,-0.1630865,-0.677212,-0.21241339,1.0866685,2.6460214,-0.054606155,0.12220026,1.029043,0.82654,0.5027069,1.6638432,-1.5139523,1.1523532,2.7913427,-2.187489,0.56249857,1.3966717,0.06408189,-0.3413874,3.7498398,-0.6810514,0.77344507,0.42315722,0.19922337,0.8951616,0.6067263,-1.9429853,3.1905,-0.06717922,0.04701926,-1.2655593,-2.0660744,-0.17296606,0.25025493,0.17460248,-0.894955,0.27727637,3.2870533,1.0532254,-0.44096738,2.8490632,0.37131333,2.888492,-2.3437154,-0.97942847,-0.09146893
Panc 10.05,2.320745,-0.1655198,-3.1617296,3.4197206,-0.33008185,-0.5606784,-0.2750697,-1.0098675,0.46094126,-1.050157,2.7494416,-0.57908136,-0.75046974,-3.1183496,0.7978445,-1.0384188,-1.0118301,-0.51527536,-1.7799066,-0.11072591,-0.81022745,1.7988536,-2.5112984,-3.1365595,0.09066677,1.0887303,-4.7935905,1.3216728,-3.693673,-0.33011097,2.2900112,-0.65422565,-0.088635944,-2.282923,0.8003392,-2.375018,1.380573,-0.27838862,-1.380734,-0.1458882,-2.3642201,1.0269389,-1.447545,0.7442149,-4.5010486,-0.34136993,0.3173976,-1.1090115,-1.1687219,-1.8656895,-1.8001298,-1.6997426,0.4699019,-0.55512184,-0.639683,-3.0529375,1.6050354,0.8625594,0.112999395,-1.7379315,-0.4907378,-0.75844014,5.102796,1.4519796,1.7959254,0.31169713,-1.7302637,3.719494,-4.481293,-2.8466983,-0.82384217,0.67398214,-2.7205777,3.6977484,0.843717,2.177527,2.4065714,-1.2323047,2.211297,1.7335712,0.68889505,-1.7064488,0.96278733,0.36190367,-3.3103254,-1.7291232,-3.3796659,-1.43275,-1.1284827,0.69224966,2.0107493,-1.3681765,1.5672652,0.93634987,-1.559618,2.3430557,0.62703407,5.164504,0.14285886,1.2556005,2.615272,-2.6195297,-0.6593411,2.7029028,-1.6307753,-0.041519523,-0.6047493
CCF-STTG1,1.4780405,3.248165,-0.9900475,-0.088441744,-0.39510173,0.33289975,-0.051922083,2.4427738,-0.6294253,-1.9575806,0.41699356,-1.2107368,-1.9674706,1.296843,0.6646075,0.5333556,-1.783886,-2.3665938,-1.6497083,2.493262,-0.7576868,-1.4285928,-1.4591776,-2.2643354,-0.9478018,0.7596228,-4.41684,1.615694,-2.444842,-0.97890157,-1.6015817,1.0196316,-0.9670094,-1.4102707,0.47398987,-0.57885444,-1.1429294,0.71803284,2.5912542,2.5188534,0.4152387,0.59629506,-0.74912596,-1.2455834,-1.2108518,1.76561,0.07555712,0.84433705,4.003912,-1.8523719,1.0050852,-2.8820264,2.6850603,1.6636614,-2.3251886,-3.7123935,1.4268808,-3.8934543,3.8627043,-2.62027,-0.3435299,-1.696252,2.8835738,2.5132067,0.6438414,-1.2492201,1.9929527,3.125243,-1.9845924,-3.5843275,-2.536139,-1.2171509,-0.0888316,-2.7567425,2.7121549,2.7610748,2.7914553,-0.349178,0.6750514,-0.2272876,-1.102628,-0.0051404648,-0.16193354,-2.2612786,1.0388258,2.9927928,-0.789938,-1.8342112,0.77753514,0.0025651455,0.7954866,0.071000695,-1.6646831,-2.0737257,0.087424174,0.21269366,-0.98837674,2.5319247,-0.27597892,1.1966476,3.3724866,1.4707699,2.622006,-0.49242318,-3.7166963,-1.0654672,-0.91331744
A-375,-1.7490574,0.87368435,-2.3989286,-2.2051873,0.19126688,2.3546395,1.1373451,1.8661932,-2.1003516,-0.9343605,0.3582008,-1.5128285,-1.4387815,1.6117984,-2.46357,2.1631246,1.5045276,-3.284181,-0.062111437,1.22564,0.2877369,-2.5521927,-0.5458693,2.21176,-0.124302626,0.08953241,0.18286884,-1.0503647,2.1065183,3.3839648,-0.35021156,-0.23979741,-3.4206288,-2.2486534,-2.6969185,1.1998715,-2.8562994,2.3974624,-0.11206277,-0.20790361,1.7149311,-3.3886695,-1.3065151,-1.7305458,3.2208896,-0.1525543,0.9605005,-0.22702128,-3.5873346,2.966759,0.99597234,3.080298,1.5068014,1.7129657,0.05486536,-1.2675338,0.17094433,-2.7402177,0.98403,-0.34720024,1.1947222,1.04687,2.8388627,-1.1689932,-3.0024838,-1.583359,4.26848,1.1806972,3.61118,-0.7608685,0.8895581,-0.8900999,2.4624226,-1.8129442,0.018240824,-2.5008109,0.7010232,-2.2791543,1.7456924,-0.24230057,1.9604875,1.7582028,0.67954075,-2.8479366,4.5210137,4.546055,0.094717085,1.3404901,1.3443592,-2.7374587,0.6786197,0.38833392,-0.32928953,-3.4938152,1.910051,-2.3514445,-2.8921993,-2.581061,0.53966165,-0.012690961,2.2620769,-0.7820255,-0.94230044,1.0836369,-1.489958,1.0530945,-1.2371254
VMRC-RCZ,1.0689255,0.3261042,0.5459712,2.1140592,-1.1041102,-0.9016493,-2.2023942,1.7418185,0.019992195,-1.1190386,0.09129059,-1.2156111,-1.7144344,1.8878639,2.9166164,-0.6921385,-1.5311062,-1.2552854,-0.3759893,-1.0824312,-0.84205955,0.7784197,-2.003487,-2.872051,-1.7617971,0.65331227,-4.185207,0.8044232,-3.7069669,-0.9054574,-2.501984,-0.12256814,2.1881979,-0.23144813,0.916063,-1.9105129,-0.084567495,-0.926903,0.8381038,1.9372982,0.10343986,2.7840264,3.1054902,0.69024444,-3.9022512,2.917077,1.0418931,0.03846317,3.8764665,-2.7324681,-0.7630678,-3.3353417,-0.33019084,0.22712821,-1.1438497,-2.3316329,1.2646984,-1.7447964,1.5913346,-1.583079,-0.6109504,-1.3689865,1.0949211,1.5958017,1.7346858,-0.47385794,-2.2179227,2.0833251,-2.6981711,-2.8645778,-2.561925,-0.65160877,-0.23514512,-0.15739655,2.9919994,3.2897496,0.968045,0.72446036,0.13921455,0.46567467,-0.22831869,-1.9021233,1.355687,-0.82695895,-1.7977659,0.34879446,-1.1739068,-1.9565501,1.7845778,2.0698693,-0.9766645,-1.5792677,-1.0041338,0.87984854,0.94669646,0.973323,-0.1113939,3.0214415,-1.5228497,0.60357046,1.2245919,0.43330783,3.0092988,-1.1759778,-1.9277799,-2.289017,-2.3110342
NCI-H647,0.1215192,-2.8348827,-2.4743643,1.7696725,0.6661727,3.9505374,-2.2404969,-2.0533776,2.125013,0.009677842,1.4812254,-0.6799941,2.9408772,-3.4397573,0.29197508,0.010774672,5.688075,-3.6891336,5.922574,-1.5867879,1.5435863,1.2314603,-2.597651,-0.18884826,-0.9291368,0.24305367,0.40536326,-5.012859,-1.1249479,5.571351,-3.3383539,-1.6646619,2.9011102,1.8075951,-0.8465831,-0.32571295,-0.7474003,1.5836463,1.1363736,-0.28247207,1.4151242,-2.2761407,-1.2012317,0.8400725,0.4734904,-0.26323235,3.543927,1.040453,-3.0632558,-2.692985,0.51194876,-1.2641169,-1.1701447,0.56682485,0.44921035,-4.0090284,1.938389,-0.12303299,-3.3742537,2.2738078,-0.22611013,4.9183564,-4.821702,-1.9602705,-1.624663,-1.5380603,-2.0181584,2.5219164,3.7424908,2.0291224,6.177154,3.153115,0.21463834,0.62511134,-0.53922296,-1.7768884,-0.7526027,1.5046393,2.6344051,4.424338,3.940634,1.084377,-1.2079397,3.8236837,-0.36697647,2.3040228,1.5719236,-3.1386557,-0.6274951,4.137142,0.1372279,-2.757668,-1.1763483,3.8420706,0.32610673,-1.9234836,3.4485388,-3.4611757,3.9613676,1.864939,0.8930201,2.0877888,5.464604,1.0643978,1.6599207,0.24881035,0.2935148
LN-18,0.40381604,-1.1314585,-1.2227173,3.6109447,-0.036247507,0.27610224,-1.3096259,0.4934057,1.8537251,0.23840396,1.2086006,-1.5538666,0.81725144,-0.6563308,1.215607,0.23700157,-5.4654436,1.1602972,-1.2859803,2.5244038,0.15531589,-1.3557875,1.5891603,-1.8730563,3.010435,1.8252363,-1.4361861,2.9487693,-1.916415,-3.9690545,2.3971567,-0.2661535,-0.8155696,-2.0711248,-0.56083536,-5.2669363,-1.1090126,-0.42224866,3.1901884,-2.0803332,-2.3513536,3.0419908,-0.55248,0.8162155,-3.1320846,0.82726157,-0.1822896,-0.106117025,6.896696,-1.3286602,3.3873396,-0.30538642,-0.26302168,2.4001136,-1.1526755,-1.9937044,0.1533764,-4.2166243,3.753035,-3.1848855,-0.91454417,-1.3972164,4.9044666,-2.0307105,-2.3500433,-2.3348927,2.08983,0.38085783,-4.8993416,-3.316697,-2.0054145,-3.986446,-0.39576536,-1.3057472,-2.9004824,4.7782016,1.93326,-1.163359,-2.085976,1.0483437,-5.4794188,-1.3902699,1.1882626,-0.7312121,-2.6552668,-1.9486431,-2.144526,-1.1563019,1.6406441,-0.80195445,3.1006823,-1.0499936,2.5202038,-2.7123344,0.32145795,0.5000804,0.37255776,1.2295542,-2.35039,1.2769977,-0.7794476,3.1002114,-0.37752625,-1.6202312,-1.8268436,-1.7436043,1.5242646
SLR23,-0.48068297,-1.6348162,-0.31159008,-0.46442944,-1.6136806,2.4149292,0.07162562,-1.4933401,-0.4580605,2.2729807,0.5909051,0.32472458,3.8262513,-1.6168884,4.674398,3.5877533,0.20214202,0.44125533,3.1320508,-3.922474,-2.3269897,1.371184,0.23448002,-0.790372,-0.15489322,-1.6273831,-1.9623888,-1.8457685,-1.8891177,0.78542316,-4.7130194,-0.6391356,3.2220712,1.0838475,3.61619,1.7401648,4.9658833,-1.3833557,1.014941,1.4506103,1.1216984,-0.39002973,3.8089836,1.5323868,1.7234168,3.3808901,-1.1339077,0.3083151,4.3192325,-4.3118997,-2.3432674,-0.15040857,2.6362991,3.1223829,-1.0112722,0.97958535,-1.4925568,-3.7899513,-2.0779746,0.85485566,-1.3592054,-2.0934694,-1.3356138,0.41856575,-1.2580489,-1.3264017,0.909613,0.43596786,0.75861084,2.3593554,-1.1778145,2.9137144,2.6955028,1.5699553,2.429774,0.7201956,-0.7160968,-0.95809084,0.35218918,-3.812797,1.7119985,0.22852492,1.5907912,-1.0070052,-1.1239201,1.1098595,1.4557474,-1.5777925,2.7902207,-1.191586,-0.88136137,-4.0377283,-3.302864,2.1513357,-1.539825,-1.3844523,-0.17182283,-0.044733852,0.21448568,-4.0647726,0.099842556,2.1185484,4.6018367,-3.395876,0.8226109,-4.7372813,-0.61869675
