,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94
SNU-349,1.8438091,6.234802,0.5354639,-0.21780582,-3.580964,3.5634122,0.36174592,0.72705704,0.89266086,0.8375239,-0.28656882,-1.221658,-4.463978,-2.3608391,1.5543164,-5.0342054,-5.8247247,3.5549026,9.15467,0.25939703,4.4097824,-5.3659177,-5.875379,-6.7390103,1.9050059,-0.20766014,-8.766155,-1.5572319,-4.206033,3.9574819,-3.6895115,-1.0727525,1.3732562,-1.8891629,4.9739075,-0.17532614,2.0122018,0.35365942,3.537272,3.102827,-0.75261647,2.3793113,4.3652673,-0.30247998,0.75110865,0.2937069,1.4866455,-4.3411636,-1.6957155,-2.3834672,-2.1350398,2.8877306,2.6586714,6.315496,-0.7697811,-2.0176692,-4.076971,0.57034063,-5.279518,4.013539,-2.841131,-4.8864355,-3.264898,-2.5463336,-5.1709666,-3.4342656,2.5941682,1.1003339,1.6059437,-7.42801,-3.6880553,-1.6927431,-2.7650387,-3.4962232,1.3014928,-0.45294467,-5.0434327,2.2031116,-0.2881912,1.4456716,-3.2810426,-0.5384871,1.0128013,0.23150676,0.023565825,1.9618355,-5.5221543,-0.538244,-1.3191489,1.3557003,0.9486944,3.132771,-0.038611084,7.6814165,5.3437743
Hs 819.T,0.7037542,1.0247606,0.4349026,-1.1422334,-0.411126,0.8589923,0.101616204,1.7412281,0.7962332,-3.2833326,-1.0300733,1.8984873,0.63621205,-0.26659626,-0.21941726,-1.037319,-2.82199,1.7370902,3.3584764,0.46611565,3.0261924,0.19279039,-2.0303316,-3.5633936,2.320763,-0.63609195,-1.4853498,0.5023308,-0.95299196,-0.16764694,2.3677104,-1.5081314,1.6535075,-2.2180595,-0.5104195,-0.067566946,-0.42141092,0.5021997,2.201315,1.41225,-0.9153213,0.9174357,2.0439637,-1.831011,0.9366324,0.3677588,-0.49098915,-1.4260011,-0.8945733,-1.2349789,-1.0605204,-1.8802073,1.5696093,2.60716,-0.32796416,1.3150382,-0.06730136,-0.97743416,-1.9586295,1.2100154,-2.938971,0.6120214,0.6053414,1.4874536,1.3857913,-0.5055473,-0.026706442,-0.80293584,-0.8132528,-0.13879955,0.19662687,-1.9857652,-0.1613166,-1.1365042,-0.0061785467,0.13372621,-0.8568442,1.5707091,0.12364897,-0.27648327,-0.25186107,1.5159426,1.4406033,0.6444728,-1.292636,0.5987049,-0.03622818,0.6926107,-1.1944284,0.2585146,-0.1188027,-1.3394467,1.8391459,1.1728052,2.3135953
TE-9,3.2800496,1.4901443,1.0202308,-1.3926479,-1.7366745,-3.8214862,-2.5520408,-1.0924078,-0.26927125,-0.9622655,-1.881594,0.60069174,0.81517977,-0.6481705,1.1444312,-0.3013282,-1.416197,1.2729281,-0.8552011,0.36606714,0.6581872,-0.5958629,2.0341516,-0.28438538,1.0828357,0.7492849,-2.2595108,2.0334928,-0.72110325,1.4682701,-0.13826099,1.0695682,3.31592,-0.15380052,2.034885,-0.4915799,-0.369828,0.120988846,0.211781,-1.3414454,1.1819317,6.1346865,-1.2985815,-2.8650124,3.2052102,0.37602487,1.9159029,-1.3612905,-1.8461998,-1.5976284,-0.06119263,-3.2463439,0.40883893,2.7399752,0.9187077,1.3730117,1.8069346,0.20551613,0.026857078,-2.382944,1.8838929,2.0388398,-2.5080912,0.12070693,-1.4465523,0.8392671,2.8504744,-0.6245718,0.8018719,-2.1468756,-1.7707877,-0.6157185,-1.5793228,0.33472788,-0.26773793,-2.538987,-1.5909452,1.722721,2.6590803,0.3796034,-1.1211091,1.6917232,-2.2043264,0.75866354,-1.0864661,2.3795903,1.2941656,-0.25972813,-0.2120714,-1.5795319,-2.713375,2.7521753,-1.3959628,-1.4360514,0.1635107
M-07e,0.38815355,-1.2618158,-0.19540788,-0.4773225,0.79816943,-0.40545553,-0.2581364,-0.72861063,0.29408267,-0.545189,-0.47239846,0.15349248,-0.67468876,-0.13781306,-0.04833637,1.6141709,2.1291287,-0.20213,-1.0425919,-0.14481656,-0.34545138,-1.4073491,-0.8301953,1.3704222,-0.20914125,0.22624311,-0.25887504,-0.5070701,0.105546765,-0.5082912,-0.323427,0.65182996,1.2131859,-0.37523237,0.09595717,0.061693914,-0.052242864,-0.920512,0.31257173,0.50251186,0.49174523,0.52080464,-0.9851086,-0.47041082,-1.7316525,-0.33923364,0.52121097,0.40057173,0.8993768,0.7106373,0.5787227,0.5480151,-1.2359774,-1.9276438,0.08491951,0.13763106,-0.23321608,0.59261584,0.90652317,-0.88482213,-0.3295303,1.211617,0.3121048,-0.08677147,0.86793983,0.6260391,0.44517034,-0.014336139,0.8339474,0.88663757,0.8829105,-0.26341292,0.17721593,0.781536,-0.25395113,-0.11412035,0.14970252,0.3785713,-1.3207477,0.99993587,0.77856404,-0.43499327,-1.9694986,-0.823526,-0.5532741,-0.8206411,2.418635,0.46383908,0.091966115,0.010560751,-1.0295525,0.20973605,-0.18560952,-1.5572069,0.1440786
GR-M,-0.4770444,-0.31642455,0.06847799,0.5029911,-0.12364398,-0.9230265,0.58394766,0.16842058,-0.485897,0.70582527,-0.040840127,-1.9824011,0.13735956,0.21922596,0.0678299,1.0993063,1.9521707,-0.5498857,-1.5233432,-0.8387733,-0.8091313,1.3292421,0.7107977,1.190851,-0.99111444,-0.42397946,1.6758583,0.5090409,0.6829035,0.5667233,-0.6384097,-0.27339262,-0.5498355,0.9479079,0.19193591,-0.092119336,-0.5230576,-0.35739648,-0.18412548,1.0686159,0.970846,-0.020988323,-1.4657183,-0.18683401,0.4068539,-0.28431815,-0.6900698,0.32565764,-0.18083136,0.68249595,-0.40700382,0.7573153,-0.52563614,-1.3923976,0.53359234,-0.15653619,0.4563759,-0.27825025,1.6606696,-1.6626871,0.87434596,-0.08552708,1.4974155,0.30632162,0.27867183,0.8425165,-0.073979065,-0.15729919,-0.020724066,0.9238785,0.9753372,-0.14486194,0.27848858,0.6674244,0.70825803,0.59415317,0.5564214,-1.4205173,-0.62186986,-0.22809827,0.0021721795,0.35988355,-1.3897413,-0.20715126,0.29432,-1.31824,1.5022179,1.869143,0.44319442,-0.07237126,-0.6583185,-0.1380136,-0.021055583,-0.07176803,-1.1262747
MJ,-0.5314376,-0.7842472,-0.70047975,0.2588364,-0.16617405,-1.1355486,1.3382182,0.90608025,0.72508097,-0.43953833,-0.28524116,-1.8781279,1.1066642,0.7044305,-0.5238673,-0.12892666,0.23262075,-0.0056086425,-2.4898868,-0.9156236,1.1185017,-0.42433524,-0.5740651,1.5068624,-0.23237108,-1.5586324,-0.34466344,0.96371603,1.2277288,0.21171984,-0.64630145,1.966695,2.0328264,-0.9056883,1.1715975,-0.5775271,-0.9177372,-1.1523447,1.7809864,1.4685129,1.8821214,0.574318,-2.9692767,-0.138133,-1.7532951,-1.1098282,-0.62728286,-2.4101336,-1.7867564,0.869137,-0.8592317,0.9362682,0.10885209,-0.91629386,1.5407901,-1.955295,0.83219045,-0.11542697,1.157121,-1.7635722,-0.953868,1.0466864,1.3357536,0.29004788,-0.05637355,0.31068605,1.2092922,-0.2661069,0.12243052,1.4490261,3.3175626,-1.8987067,-0.21445917,0.37358966,0.23342198,-0.64462024,0.2874142,-1.3348742,-0.08145645,1.5601746,0.16026434,0.90483415,-1.1562207,-0.6213043,1.9472573,1.8187939,0.45532757,-0.007589847,-2.7450678,0.051121905,-1.2462722,1.2730206,0.7296169,0.7392266,1.4238012
RERF-LC-KJ,0.8563205,0.2763649,0.3656455,-1.4656383,0.5243133,0.53120637,-1.7380401,1.2339998,-1.5975051,-4.581441,0.7463976,4.0026364,0.5183352,-0.5404186,-1.012339,-0.8412851,-0.16352859,0.47655758,-0.9908399,-0.90380406,0.7658487,-0.7434852,-2.0422258,-2.3251982,1.1065947,-0.6749185,-1.6896112,0.17850545,-0.1716226,-1.8105562,3.84045,-2.6154578,1.7483896,-2.127726,-1.4111991,-0.3001815,-0.8269261,-0.637223,1.4736826,-0.15207593,-2.2576416,-0.052887868,1.4193206,0.18707111,0.37988645,-1.8038645,-0.5652308,0.16136235,0.77788764,1.1084774,1.0746346,0.4718784,0.5953789,-0.5868714,-1.0752747,1.1522439,-0.68300396,-0.5963848,-1.7750759,0.3704119,-0.657276,0.52525663,2.7689993,-0.16466317,0.12442525,-2.1113718,-0.473149,1.2784836,1.3220693,1.6073028,0.90748966,-1.1226393,0.8798231,-2.068745,-0.30974993,2.939536,1.392243,2.6507797,0.16062889,0.12783223,1.2581896,0.39926267,1.2916715,0.14118227,-0.86783314,-0.5236224,1.8607781,-1.3518734,-1.1063781,-0.5822612,0.5161036,-0.4182155,1.7282754,-0.64581203,2.5574462
RERF-LC-Ad2,0.7453999,2.0396252,-0.52037525,0.5798096,-1.9341394,2.6146228,-1.9555213,-2.9726584,-0.83994275,3.8288713,1.9534572,4.481207,-2.6680603,-2.7564886,-0.55422306,0.63932765,1.9274822,-2.1039262,0.69400054,-1.6310762,-0.49710816,1.9562414,2.7734785,-2.7917714,0.22100301,2.4571388,0.35794044,-0.7890213,2.3730903,-2.362289,1.3956375,-1.516292,-1.6512868,-3.1626225,-1.0972364,2.1841483,-0.25994873,-0.9394141,-2.3881936,-2.1922772,2.1161296,2.4852352,2.0141253,1.0693631,2.667948,-0.4014317,3.605437,2.7674658,1.7277883,0.21519974,2.5509977,-1.5683907,-1.2989506,-3.0606613,-2.723443,3.0390136,-1.2977974,0.82130337,-2.3512504,0.49381578,1.5718096,-1.8268086,0.37092754,2.0443363,0.72199106,2.0951347,-1.9854804,1.8509169,-2.735896,1.5578932,0.16516715,-0.29352733,-1.0483512,0.755557,-1.964968,-0.9756325,-0.9816545,3.214239,-1.1450635,-1.0293375,0.043132722,-0.6039734,-1.2574687,0.63657373,-0.6686592,-2.7769344,1.6889462,3.2683387,-1.467977,2.8822906,-2.9289129,-1.756019,-2.182516,-4.0277348,-0.20947456
H4,1.667583,0.81008136,0.27324137,-1.0490266,-0.52738297,-0.5406001,-2.449477,1.8077686,-0.2159323,-4.440007,1.5393181,1.175303,0.21946414,0.9768119,-0.74732566,-1.5763338,-1.4139405,0.3355941,-0.13469613,-0.11951769,3.2449534,0.30567247,-2.322638,-3.0438197,1.4443569,2.281683,-2.4250133,1.1198583,-2.4643342,-1.6093068,-0.68824905,-1.5271106,1.1898751,-2.9522812,-1.3405823,3.3505461,-0.13575646,-1.6335442,0.018604815,0.6343888,-2.5157068,1.6084182,4.477722,0.27116156,-2.0261102,-0.96164215,-0.44781885,2.3855624,0.47909042,-0.27562582,0.4141674,0.95333683,0.80268353,0.99984145,-1.8599544,0.8104907,-1.6647406,-2.0743523,1.0233057,0.1848794,-2.454255,2.2523015,-1.6475878,1.7617601,2.0265357,-2.5284355,-0.7496172,-0.8247751,-0.096212,0.9698114,1.4864947,-2.8135836,-0.54187304,-3.5821474,1.9409783,-0.2339971,-1.4946059,2.5907753,-1.8722315,-1.0764046,3.3692033,-1.9522378,-1.3178139,-0.19600318,-2.3993251,-1.6010196,2.7553556,2.680107,2.592609,2.217682,-0.043978035,-3.2217183,1.485892,0.37245595,2.419217
A-704,-0.42477125,-0.5769149,0.3161015,0.5715858,0.62110794,-0.85821474,0.60743403,0.21891895,0.027604781,0.5426629,-0.08212289,-1.5308834,-0.20216718,0.124321125,0.18686485,1.3026353,1.6622032,-0.42060357,-0.27599144,-1.3911448,-1.0623845,0.10416943,0.37093464,1.1619738,-0.8552969,0.2091967,0.7489621,0.3246143,0.91344374,0.08267115,-0.4565795,0.3919836,0.1847868,0.4881003,0.17214046,0.3039213,0.11821757,-0.68057626,0.05768129,0.28595614,0.9985656,-0.14305821,-1.3184177,0.032990552,-0.30495802,0.11943552,-0.33153838,0.9302722,-0.015792325,0.2689099,-0.38532734,0.8521452,-0.5848383,-1.7933115,-0.015592843,-0.69525784,0.3563504,0.1779412,1.3303173,-1.2175739,0.6614355,0.31685692,-0.56301796,-0.02060698,0.12677413,0.8716625,0.16849992,0.8038737,0.003636688,0.86001223,1.0194093,-0.48686117,-0.069525555,0.5426979,0.46366793,-0.7872402,0.5808592,-0.76235294,-1.4145825,0.101004444,0.021999408,0.1846062,-1.4809402,-0.21334805,0.30619535,-0.14147615,0.52656484,-0.956863,-0.8099194,-0.29094818,-0.4455763,-0.10347572,-0.4020298,-0.7402865,-1.1236821
Pfeiffer,-0.44706896,-0.26377466,-1.9137396,0.06946821,-0.48262852,0.97478825,-3.5398958,-0.2011134,1.634758,1.7182152,0.50299656,1.0254825,-2.5638425,-3.0938306,1.7855895,-1.7974175,-2.334397,-1.3211504,3.735601,-0.3704732,2.1676483,-4.866513,-1.0324893,-3.9334593,-0.03568639,3.1515355,-5.094396,-4.468483,-7.142989,1.0289186,-6.465603,-3.1072533,1.7424021,4.594782,1.2780337,0.8656617,0.4003083,-1.555257,-2.9067326,-1.3288702,-1.3847595,2.9200356,6.3372145,2.004685,-4.754418,0.24371438,6.942684,0.3380369,4.117064,-1.4119653,-3.794504,4.510622,-3.706278,1.1089884,-1.2372413,0.14654152,-0.39978102,-1.1909796,-0.9285601,4.017084,0.98680526,0.30560172,-3.5974317,-3.8915298,-7.2684,-0.43727982,-1.8040522,-0.7819947,1.009734,-4.5499477,-7.2141786,-0.0034265146,0.72326773,1.0228658,-1.1107419,-2.9885263,0.3891403,-1.3606825,-0.7281585,0.4352896,1.3624498,-3.0164313,-0.5622255,4.3911767,0.75871176,4.573276,-0.27799302,-0.12306408,5.034398,0.7128116,-2.061806,-1.553027,1.0116539,-2.0778496,3.6979897
SNU-201,-0.017192313,2.234877,-0.8895364,-4.042905,0.3593097,3.162518,-0.18615027,0.7842394,1.8850372,-2.2104921,-0.27833334,2.7411032,-1.925589,-2.9649963,-0.6827109,-1.2768697,-1.4520009,-2.722613,-2.7893035,-2.2436216,-2.4815128,-2.6718082,-3.7443297,-3.0187545,2.278488,0.124590285,-0.9100339,-0.082046345,1.3682989,-1.1591039,4.3015,0.6785417,-0.21217357,-3.3955655,-1.2534113,-0.810959,-0.74997884,0.45156884,-3.3679035,-3.0770323,-1.8734335,-0.47643465,1.9796929,1.5182747,0.23368311,0.4993183,1.5767092,1.1746768,2.0730276,0.96746147,6.035204,-1.3718414,0.2726007,2.5513368,0.2645079,2.122686,-2.1956635,2.189094,-0.52056974,0.6703231,2.4487002,-0.95065665,2.6924288,1.5580926,-0.8037269,0.13552944,-0.20132598,1.9110855,-0.013830841,3.1357574,1.2251457,3.7998037,0.6194822,-1.1091999,-0.9168141,4.2168674,2.9986184,-1.6495767,2.443232,-0.7554818,0.2502419,0.17832342,-0.305301,1.6876874,-0.050924793,-1.705321,1.4443966,0.8972517,-3.9013724,-1.030801,-1.500251,1.4207331,3.1618545,2.1618047,2.0659966
LAMA-84,-0.26245764,-0.41134092,0.234371,0.33116096,0.0027997494,-0.9477275,0.7467606,0.30226123,-0.25285107,0.5002762,-0.15675658,-1.5306276,-0.57512546,0.13260576,0.11005847,1.1172575,1.983996,-0.9419377,-1.2534711,0.10449231,-0.85142696,0.8978996,0.43065926,0.4471035,-0.9173716,0.11210723,0.9402169,0.45146164,0.6079693,-0.20086657,-0.03457573,0.21257794,0.8861787,0.4907332,0.18290727,0.038223535,-0.7175768,-0.6094947,0.07966702,0.027493348,1.1522542,0.30395856,-1.1597223,0.16050914,-0.16651228,0.19584611,-0.5318905,0.53488994,-0.18204303,0.55494833,-0.2929459,0.8035647,-0.54985327,-1.7163179,0.3632061,-0.41274312,0.4116393,0.033123486,1.4538498,-1.2914995,0.85083365,-0.0646448,0.70271343,0.03756906,0.16857205,0.8157404,0.11813049,0.42226857,0.2545852,0.78610677,0.9714195,-0.5510584,-0.42684478,0.6241832,0.25908214,0.29960912,0.057742756,-0.053748548,-1.2118146,0.007512331,0.28644168,0.49439132,-1.4960269,-0.3925388,0.2898709,-0.49004507,0.5316704,0.24539602,0.5489225,-0.28108913,-0.042536058,0.09222855,-0.4910808,-0.68883103,-1.032274
C32 [Human melanoma],2.7366292,-0.5759231,2.3021455,0.11011797,-1.0397586,0.23317781,0.9164864,-2.045533,-3.429894,-2.5348992,-6.0365744,-3.0383217,-1.090803,1.7593651,1.584369,-0.38093373,0.24050856,3.8491907,-1.5926548,0.24152738,-1.3285562,1.0901289,-2.1083906,1.3780385,-0.5504689,-2.8890474,0.30447003,-2.2562609,-2.148126,-0.57173586,-3.36275,0.061641484,2.704058,2.1812441,1.1593257,-1.7070681,0.4886684,5.2266164,1.8619524,2.5247567,-1.212957,-3.7398138,-3.0188723,-1.5898228,-0.61789036,2.6315503,-1.9179916,-1.9794595,0.9393981,0.08649407,-2.826091,-2.067276,0.26878524,1.4067005,1.7939103,0.26033363,-0.4140404,0.38637412,-0.8267184,-3.2904243,-1.6567063,-0.0019812305,-2.3990371,-0.33597454,0.9522243,-1.2805479,1.4564289,-2.9235759,0.37124574,-0.28377867,-0.67844594,-0.78308225,2.9131026,0.83211815,1.3135988,-0.6731038,0.5939719,0.8811466,-0.057731662,-0.55828506,3.982188,0.41538513,0.13870582,-3.3725865,-3.1650116,1.0395746,1.6006682,-0.64312476,-0.08453676,-0.5101374,2.08061,1.6579447,1.8845837,3.4738188,-2.4770513
SNU-1,-0.772666,-1.0262703,-0.07808633,0.733676,0.8531572,0.042904343,0.045163758,-0.59685487,0.91898364,1.5817593,-0.37202644,-0.94251704,0.43294296,0.9161915,0.06653546,1.2785201,1.0843709,-0.1774642,-1.1618078,0.7976165,-1.2410495,0.9283322,0.80747104,1.4977168,-0.35130227,-0.12438116,2.0383391,-0.3742829,0.32373023,-0.068926044,-0.76659894,1.0277096,-0.7603028,1.0981295,-0.6402164,-0.09880714,0.16901314,0.15527496,-0.5140392,-0.94739735,0.72633857,-1.1390045,-1.1440489,1.3426179,-1.294728,0.25197044,0.17027679,0.15175219,0.56728864,0.5508132,1.4288512,-0.7580512,0.043776777,-0.56370515,-0.1637446,-0.123426884,-0.29421628,0.9945831,1.6605093,-0.49017054,0.39516425,-0.20854528,0.7229901,0.77353364,0.6467662,1.2378712,-0.24640019,0.15796196,0.122096434,1.3913891,0.47107583,0.97473395,0.64720917,1.1485947,0.3324178,-0.9265206,1.0295476,-0.7177967,-0.23926371,-0.15745403,0.48478135,-0.4726653,-0.3173148,-0.35989982,0.12484816,-0.6577642,0.20784527,0.23268953,0.04066097,0.23871055,0.15209976,-0.39672214,-0.91265106,-0.11459887,-1.2941518
COV362,0.4221725,-3.1242273,0.7450496,-0.94783324,1.3117964,-1.4099936,0.8988804,3.1806607,2.0502439,-2.0387766,0.15690467,1.0317831,-2.5302627,0.46742105,0.49665946,-0.0623183,1.3316108,-3.5177796,-1.4849421,2.9901092,-0.52723694,0.66949874,1.0426295,2.2121308,-1.7778836,-1.6862471,3.7878761,0.48822212,1.3699732,-1.0615205,3.2260942,2.383052,-0.2944977,2.6522055,-0.5623347,-0.73968285,-0.20091465,-1.9189223,0.13381277,-2.9594893,0.10824098,0.46918735,-1.1566415,-3.3498282,-0.5570986,-0.7023133,0.08839675,3.4290109,-0.121101245,-0.0870837,-2.6723676,1.2268051,0.31211329,-0.8853775,-0.48030362,0.80055314,3.4020212,-0.1695456,-0.37870985,0.7167919,1.568573,2.0018098,1.2079428,-1.0922359,0.65405166,0.324717,-0.13946594,0.2042053,1.7285057,-1.1981089,-0.3186612,-1.5536519,-2.5049832,0.39266738,0.042319387,0.3729298,1.196775,-2.0509596,-2.8961802,0.88583326,-0.62056226,0.78515786,1.1942532,-0.060579974,0.5612655,-0.11349525,1.2277858,-1.2766538,0.699641,-3.2340198,1.4069381,-0.6748364,-2.8529305,-2.5699081,-1.8131204
SNU-738,-0.09269195,-0.500851,0.69246984,0.25590792,0.11232434,-1.0478687,0.5955769,0.5302924,-0.1481139,0.38730258,-0.09364776,-1.5504107,-0.31610557,0.024840184,-0.057836447,1.4521208,2.0432906,-0.7767909,-1.0877775,-0.51884437,-0.82316035,1.2328769,0.29498714,1.569771,-1.1087239,-0.33599722,0.779875,0.34448493,0.4109478,0.013968244,0.01769001,0.044615567,0.09255713,0.8200958,0.31029454,0.29354697,-0.51579,-0.604855,-0.06881495,0.95373446,1.0161355,0.31717193,-1.457278,-0.68459654,-0.115923956,0.0019754022,-0.45221072,0.69692206,-0.16968274,0.5456293,0.6756152,0.7450949,-0.5579798,-1.5062275,0.41072968,-0.47962937,0.23704767,0.27628556,1.3016949,-1.4153193,1.0848134,0.44256032,0.06786865,-0.48712316,0.1246413,0.8289515,0.104610994,0.72728854,0.2835533,0.47373372,1.5366428,-0.2792151,0.4072332,0.55297035,0.084248304,-0.27239382,-0.077085674,-0.4736864,-1.0316739,0.19472453,-0.014809158,-0.0380217,-1.2139595,-0.18920447,0.12403245,-0.3147518,0.5694766,0.11613249,-2.1001759,-0.49611306,0.015139587,0.12740345,-0.34494233,-1.0888004,-0.9787574
SNU-308,3.899397,-3.401047,-1.7911642,-1.8418713,0.06239879,0.6032588,0.46925125,1.3827621,0.6405641,-4.706195,0.9284566,2.861805,0.31369993,2.3197367,-2.1660662,-0.93136704,-1.1850322,-1.2817461,-0.42470634,1.3588556,2.289794,0.19666079,1.0702878,-0.9864998,0.32430312,0.4808871,1.2165146,0.64350283,-1.2103051,-0.58150274,1.0202969,-1.694943,0.14728305,0.55212724,0.3854766,-2.9626205,-1.6273997,1.0024614,0.90878326,1.5643688,-0.9859025,0.6105273,1.5994632,-0.18256393,0.113355905,-1.0919839,-0.9907699,-2.283552,1.4553938,-1.6189275,-3.0925722,-1.9329405,-0.21875504,-0.91191924,1.3444651,2.0360982,3.479897,-4.019963,-1.8466707,0.6545055,0.85580444,3.841668,0.45869267,-0.8264266,0.037771963,0.21932282,-1.7741028,0.056471586,-0.72848433,-0.07641381,-1.5820295,-0.937287,-2.0028698,-0.86927366,-2.6129768,0.70541877,-1.5091625,-0.654632,2.0329373,-1.1965377,1.6749305,2.5858116,2.7103503,-0.95722073,-1.5935606,1.4422066,0.064759634,1.5373636,0.87158024,0.72203106,0.4166,0.1359151,2.3824968,-3.2504702,-0.5354965
