,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68
BCP-1,0.8990382,0.24692357,0.20211178,-1.8875989,0.21653625,-0.020288654,-0.1810404,0.7754684,-0.4135397,-0.1754913,-1.555823,0.78621477,0.034216944,0.74639034,-0.89892405,0.91079247,-1.1933106,0.5987065,1.3168167,-0.38308722,-1.9075258,-1.7736058,0.7779562,-1.1917975,-1.1363264,-2.8408902,-0.8832975,1.4441912,-0.18489394,2.84374,-0.46646583,0.15918642,0.702506,-2.0991135,-0.8448473,-1.0356581,0.36024928,-1.4033124,-0.5637803,-2.0021677,-2.178757,1.1191149,-1.6879674,1.6879233,-3.2832077,0.11098404,-2.8524077,-1.4653188,-1.7662997,1.9337747,1.1175696,0.16589515,-0.56276137,0.01369131,0.55790603,-0.81179404,-0.36417916,0.07824219,-0.25458497,1.3288945,2.2499785,-0.4518518,-0.64233017,0.43364036,0.32878536,-2.0952373,-0.88293386,0.2836842,1.0296763
ECC10,-1.1239376,-0.1734728,-1.4211024,-0.2217906,0.67305833,0.7611066,-0.8389253,2.4123003,-1.2976981,-1.1779649,1.3337814,1.1615597,-1.1745081,0.15464649,-0.26952642,0.9881358,-0.16043425,-1.2926745,-1.1653764,-0.7268603,0.92886907,-1.127092,-0.19080652,-1.8179206,-1.0568583,0.80437046,-1.3259614,-3.3945017,-0.0383583,1.3286451,1.429955,1.7469729,0.67862964,-0.19600797,0.82288367,0.6676332,-1.2130061,-1.0714104,2.5256643,-1.1401167,-0.6388319,-1.8634168,3.1613123,1.8170592,-1.3721633,-2.8626127,-0.079152696,2.3655171,-0.73094994,-1.1074437,-0.54714435,-0.8091297,0.5688904,-0.34872082,-1.23444,2.3425145,-1.5244102,-1.8915797,0.537758,-0.48479137,-1.3016728,-1.0466647,2.8175466,0.022555072,0.06267162,2.4722624,-3.184684,-1.0555058,0.5568271
SW780,5.2204323,1.7111667,-0.5849814,-0.570081,0.6659668,-2.3891044,1.7948548,-0.51701957,0.73344463,-0.31604543,0.5861991,-1.2795522,1.0458251,-0.74983364,-0.81579596,-0.8395694,1.0527165,-4.4920964,-1.9142183,2.0545304,0.057657197,0.715043,-3.8248746,1.3200678,2.1260648,1.7124097,-2.2272403,1.1234584,2.437078,-2.7317648,-2.6398668,1.1305418,0.5215223,-1.6679615,0.22113203,0.06555298,1.2928594,-0.35685933,1.1658576,2.9361036,2.0207133,0.08037485,1.4122684,4.132981,2.7070944,-1.6716051,1.7981488,-0.6792756,0.75075674,-0.06489144,-0.7935343,4.0884466,1.956453,0.020486653,-1.8739249,2.0721521,0.493161,2.9119642,0.15988338,-2.7084086,1.5564883,-2.8757215,3.1232545,2.118536,1.2534311,0.59757614,-1.8149285,0.31988,-0.06530805
Hs 934.T,2.7026863,1.1627669,2.5535307,-0.2932119,-4.1855187,3.4303012,0.8932851,2.9113207,0.30634978,4.121106,-1.5672294,-0.8078511,1.7834957,3.151706,-0.12288835,-1.188333,-0.79520035,-3.2790492,-1.9420475,1.6105311,2.5311759,3.884277,-0.14439979,1.7870047,-1.258992,1.959172,3.7272007,-2.0363958,2.2390435,-3.370543,-1.2483218,-4.1376934,3.6467474,-0.66273797,-2.472738,-4.510109,1.8252044,0.5638603,-3.9428506,2.8136024,-1.4284021,-1.7978741,-5.1869683,-0.1436376,5.362011,3.2411368,0.41095558,-0.421765,3.2954664,1.2483681,-3.8803544,1.8261752,2.0162647,2.0477967,-0.16515665,-2.5874414,-0.7669213,-0.60281205,-2.0199244,0.68748915,0.94982725,1.2917677,-2.7317646,-2.1780055,1.1219784,-3.253157,0.46897155,2.2869666,-5.0978446
CAL-51,-0.60574436,-0.2973396,-0.110129125,0.6906436,-0.26876026,0.099940956,-0.6073811,0.67632514,2.5814414,1.0794497,1.0253211,1.2609742,-0.20740545,0.71300435,0.8324799,-0.5843691,-1.915514,1.320809,2.293736,2.0044746,2.759351,1.813744,-1.0187747,-1.2430242,-0.16774668,-0.95837903,2.766001,0.2831191,2.793988,-1.1385038,2.1205027,-1.3001499,-0.052852795,0.25142026,1.2286057,-0.13432078,-0.291675,-1.6204337,1.0887603,1.7892921,1.5353982,-2.263754,-3.2300894,-1.0637546,-0.3921191,0.7658147,2.9115582,1.7794034,-1.6017774,-0.2007564,-0.055068914,2.5718722,2.029031,1.0556145,0.2636707,-0.4363223,-0.49175844,-0.25675097,0.20799862,0.37266698,1.3972181,0.72978204,0.5042669,-1.7742553,0.7989776,0.46574107,1.7113838,0.20548758,-2.5631435
SNU-216,3.3456886,-1.0286858,-1.3333151,1.604467,1.1058366,-0.6817852,0.30356848,-0.08429165,-0.2735929,-0.5424335,2.2485235,1.5442501,0.009312645,-0.20773092,0.49409565,0.09925863,1.3125937,-1.6662028,1.4792814,2.9602518,-0.56198734,2.638724,-0.3840138,-0.8613363,3.054288,0.46621367,1.2920909,0.1389958,4.09865,-0.7413828,1.1964031,-1.0184753,0.44939616,1.6236637,0.8161681,1.811384,-1.6884636,0.036670864,1.3028986,1.3250724,0.92266405,-0.9790611,-0.5413742,-0.45600972,3.379458,0.70627856,-2.5796611,0.7784842,0.68137765,-3.0479796,0.959407,1.0706991,-1.5847017,1.0792837,-0.37284872,-0.13515149,-1.085771,-1.1416488,-0.08198026,-0.29952654,-0.5868253,0.004757799,-2.9294047,-2.122645,-3.30058,3.3132582,1.63337,0.5322948,-1.690425
KM12,-1.9815279,-2.462234,0.33584553,-0.12272746,1.4391116,0.49499017,-1.0444021,-0.81858754,-0.08625746,1.2305043,0.11745262,0.25548986,-0.66643375,-0.038893178,-0.810455,0.7615235,0.80315137,-1.2142591,1.3184881,1.0565736,-0.46005663,0.62859,1.1363493,-1.698595,0.18525566,0.5080763,-1.5838159,-0.906685,0.9366263,0.19607499,-0.13782904,1.2196113,0.17554863,-0.43967295,2.8293588,-1.087242,-1.0179794,-0.31493533,1.6071671,-1.4843497,0.77722335,0.42063192,0.23416387,0.9112771,-0.1287402,-0.048873276,-3.3690672,1.8192387,-2.0039337,1.2853754,-0.6881309,0.70056915,-0.08242494,0.61863583,0.43729597,0.53436357,-1.4328194,-2.9646327,0.20457603,-1.0061326,-2.0429964,-0.21710096,-0.08638698,-0.2429738,-0.45866764,1.3883455,-0.022405505,-1.8976731,-0.18099827
PLC/PRF/5,-1.4443953,-2.7306702,0.6178893,-0.15733998,1.1297437,1.4156345,0.24748756,-0.2817767,0.49113476,1.0211573,0.6476612,2.2421854,0.04938119,1.9716027,-0.6855205,1.4214739,-1.2092457,1.0287209,0.9866837,-0.10948117,0.3350134,1.6629361,0.12430048,-1.5553067,1.6654531,0.8991104,2.3661013,-0.37393472,-1.1787179,0.3838919,-1.2028712,-0.5516424,0.97707033,1.4184909,0.81534684,-0.553432,-0.08387801,0.69739115,-1.6965396,1.1174319,2.4914856,-0.53654647,-2.1240454,-3.3585546,1.0504066,-0.5298131,2.1440067,0.6440412,0.14166158,-1.1434221,-0.8967641,-0.65936863,1.5879246,1.7634511,0.43697122,-0.99148405,0.50662273,-1.6068969,0.22717914,1.3758396,-0.71002823,3.6091862,-1.2582555,-0.40936786,1.387033,1.5455413,-0.0662171,-1.5822661,-1.2218016
NCI-H716,-2.6567624,-1.8475438,2.6930916,-0.62303936,0.1304609,0.6678162,-0.7006769,0.6827507,-0.5353856,1.0822387,-2.4795287,0.48989093,-1.2361743,1.1568599,-1.6400411,1.1752325,-0.06398231,-0.91839224,1.9740472,0.35305813,0.17237413,1.2133092,2.2122433,-3.2463105,-0.48638764,0.35686022,0.40467122,-1.1641808,-2.2038138,2.736689,-0.20778564,-0.37427056,0.8191539,-0.4156758,1.527746,-0.62248266,-0.37651747,-0.4958724,-1.1116644,-0.58890164,-0.77669126,0.09386916,0.21365178,0.28503755,-1.926001,0.0487303,-1.857708,0.83747286,-1.0798236,1.9330194,-1.3815631,-2.1932297,0.73007107,1.7649494,-0.48554304,-0.4716925,-1.1492612,-1.1311839,-1.5068147,-0.6706177,-0.3939978,1.9358053,-0.21937609,2.149957,2.0622518,0.51586217,-1.1248416,-1.2800871,-0.5380828
NCI-H661,-1.0535979,1.6113875,1.1294158,0.7109289,-0.1362052,0.38965762,1.0780872,1.5111904,-0.7704975,-0.7800544,2.2873042,0.06319487,-0.37937427,-0.945669,0.9652838,2.1901991,-0.9473786,2.3589263,2.5366466,-1.7932558,-1.8051721,0.4538611,-0.1662018,-0.3922159,-3.1795158,-1.5918207,0.70106363,-0.57245713,0.1286701,0.60680246,2.4591599,-0.47891682,-0.8869485,0.31931645,1.1361918,1.9527831,-1.8081197,-1.5199378,-0.49921846,-1.2761523,0.81684065,-0.49922162,0.14828223,0.4532575,1.0066011,-1.005505,-0.232477,-1.3208975,0.40404382,-0.21121317,1.601708,0.7670542,-1.3779297,-0.56509995,1.3202215,-2.0799365,-1.1190472,0.2928624,0.6139155,0.5490146,0.3665532,1.1713895,-0.25626338,-0.10930658,-0.86657107,0.67144513,1.4349486,-1.034446,-0.6333245
SNU-1079,-0.5007562,1.0190148,-2.0031266,-0.93662494,2.682221,-1.7895972,-0.04155185,2.7504787,-0.06833382,0.013566839,-0.77928996,-1.6787966,1.0382631,0.48495653,1.921179,2.1180444,-1.6706194,2.702955,0.71207076,-1.6030164,0.18565306,-1.4421647,-3.0503323,-1.2202077,-0.5749973,-0.0095305545,-1.0080179,-1.2260127,-2.4305446,1.7652135,-0.7004418,1.9480846,-0.7557902,-0.5788915,-4.035167,0.9681097,0.3626758,1.1510146,0.7414205,0.263102,-0.9421217,-0.63438344,3.3613632,-2.3028698,1.6590059,-2.1765428,1.8482164,-0.736667,-0.7436955,0.24056342,0.38468572,-0.9722427,-0.22077453,0.10191964,2.4882348,-0.7614054,3.4016235,2.03415,3.1109338,-0.80305874,0.70556724,0.27252966,2.78836,0.57016003,2.6782556,-0.3362377,-1.5189394,0.53719604,-0.6210437
Hs 343.T,0.3339898,1.0957088,0.97790384,2.0288153,-3.621537,0.21995883,-0.9924573,2.826762,-2.0127702,1.2348963,0.6342433,-0.22401632,-1.3267145,-0.20949012,-0.85844564,0.73497784,-0.6831304,-0.22640379,0.16169144,-1.4188197,-0.4856664,2.2571824,0.2225332,-0.040225312,-1.3898761,-1.0030551,-1.8085636,-2.7336576,0.0842562,-0.23681697,1.5829874,-1.050995,-0.46893424,0.4545106,0.25266722,-0.6456364,0.9554553,0.2866617,-2.500614,1.0180948,-2.2342474,-1.5357895,0.02606305,1.3681465,1.1406397,0.67939985,-1.6321715,-1.4798945,1.8395514,0.7907314,-0.19056483,-0.9697769,-2.6916547,0.8089284,0.26098865,-1.6926645,-0.7969082,1.4567991,0.104165405,0.33571,0.4471491,1.6027026,-0.10618217,0.07026732,-0.2616181,-0.26595807,-0.16461957,0.6423706,-1.2790854
MDA-PCa-2b,-0.42471296,1.5130043,-0.51227814,-2.0319564,-0.27580956,-0.4756771,-2.1788146,-0.24353498,-2.1012952,-0.3108095,-2.016263,0.6257942,-1.8008809,0.80104756,-0.8481814,1.3802247,0.8647501,0.5206764,0.48755476,1.5536324,-2.2701235,1.8567795,-0.89082944,-0.29457483,0.9749043,-0.12883633,0.7902603,-0.9838082,1.2612563,0.9899246,0.35592037,1.5895908,1.4153627,0.16903354,0.84143203,-0.75582033,-0.83894753,-1.5174115,0.77490515,-0.77391994,-1.406053,1.2081757,-2.0104165,-0.6171847,-0.8034593,-0.43032473,-1.368122,0.108054444,-1.4421667,-1.0433509,1.1409007,-0.5780109,2.9699,0.9217327,-0.90947163,2.5685363,-3.4155521,-3.1187878,-0.37160227,1.4054238,-1.2590492,0.0063777864,-1.2447491,-0.24307562,0.41105977,0.5375264,0.8390908,-1.4292506,-0.07596795
OVCAR-8,2.2236238,-2.7585852,1.9682672,0.22940171,-0.029867437,5.0790834,1.5888907,-0.061059806,1.0508492,-0.7083162,2.3360884,1.3813546,-1.4136511,0.028479427,0.80025315,0.006326787,-0.6670804,1.3014233,-3.7923212,-0.36701053,1.9036511,-2.1125383,0.10031151,0.41029084,-1.1045833,0.57815653,0.77449965,-3.8906577,0.98909163,-1.835437,2.6289306,-0.48287213,2.0964978,0.5202612,-0.28165594,-1.9983895,-2.075555,-2.1548357,2.23947,1.9887736,0.55341953,0.010799583,0.69892997,-1.4374785,1.0948328,1.2336037,0.11298814,1.9116926,1.5310142,-1.8688638,1.8432184,-0.46169478,-2.3535156,1.7968934,1.280358,-0.5748271,1.7331254,-1.532791,2.168641,0.75913274,0.3747427,2.1688724,-0.7211204,-2.951733,-0.6456698,2.8110409,-1.4834924,1.0822544,-1.2044182
Hep-G2,-2.9544256,-3.0683668,-1.470199,-0.78013295,1.4751204,0.38765278,0.67073613,-0.6152453,-0.9932653,0.42498845,3.2099836,1.8298603,-0.6925479,1.5345521,-1.991076,2.6920705,-3.2910764,0.6218289,-0.505145,-0.60178727,-4.1450186,-0.9157591,-1.252524,-1.9589655,1.8857304,0.24907015,0.5171184,-3.3109171,-1.5604291,-0.8781851,-0.3684962,2.82941,-1.5758195,1.2301986,1.9883223,1.1673585,-1.2968205,-0.054980814,-3.2848556,0.8253728,1.7919261,0.08209234,1.1748618,0.89689785,1.9238477,-2.9073625,0.37453282,2.5534945,-0.54202366,-0.4245937,-0.66211617,-1.8525614,2.4933894,-1.1469717,1.7919607,-0.41126028,-1.9544601,0.04580097,2.7930932,0.6485879,-2.2235901,2.8743558,1.0959846,0.03189168,0.47046074,3.7958446,0.5726751,-2.0294576,1.594261
Hs 281.T,-0.74604857,0.39672402,-0.22470087,1.8226907,-3.5249627,-0.23557352,-1.5135075,1.2003319,-0.5209512,0.8426512,0.62341183,0.06685041,-1.8985037,0.28562844,-1.8874649,-0.24607909,-1.6909975,0.6111508,0.44527894,-1.3290535,-0.19181973,1.3276963,0.4593362,0.20361364,-0.94002706,-1.3118904,-1.5134053,-1.347173,-0.29946297,-0.9794676,1.466302,-1.8143301,0.17855792,0.879298,0.7897547,-0.43513396,0.2150565,0.71385384,-2.863669,0.42189306,-2.0789242,-2.1784406,-0.7589531,0.35808522,0.28601682,1.6423055,-0.020054674,-1.319473,1.1874967,1.3668349,-0.7134744,-1.6221849,-1.3121854,0.60245883,-0.18951885,-1.1411387,0.765309,0.67729527,0.7296195,0.909093,0.04381335,1.2038128,-0.8474535,-1.1174475,-0.3653034,-1.2080376,0.15477566,0.33164287,-0.48388696
NCI-H524,0.04824589,-1.116581,0.6517207,-1.769133,0.09938534,1.0670955,0.4904595,1.8456439,1.0357933,-0.60116506,0.40616608,0.8110392,-0.7743285,1.0595982,1.2282152,-0.48191607,1.092587,-0.5296431,0.6814236,0.02519479,-0.5490641,1.1863238,2.1817682,0.49793565,-2.6141362,0.5823395,0.46947932,-2.0045562,0.44129318,0.07702342,0.47246134,-0.14808102,0.3893518,-1.9408908,0.29233244,0.23085186,-2.063675,-1.327327,0.53060406,0.5256328,-0.37311953,-0.81471545,1.6974692,1.1162776,-2.6860476,-1.1199967,0.196392,1.318773,-0.20564635,0.28528225,-0.9210914,0.37421632,0.80857944,-0.31731793,0.27953592,1.9389515,-3.1527395,-1.3993595,-0.9636005,-0.13704419,-0.16043726,1.1923484,0.81459373,-0.13042067,-0.07585562,0.6638431,-0.030794352,-0.9982024,-1.1825382
A3/Kawakami,-0.7396594,0.59620196,0.03736564,-0.41331467,0.78736603,-0.8891349,-0.29237825,-0.45369565,-0.18668723,0.6227145,-0.57591105,0.53884447,-0.24816903,1.0916004,-2.3210604,0.3570429,-1.3848124,-0.3806657,-1.1065961,0.23435876,-2.4785533,-0.47216374,1.6252071,-0.5458095,-0.7572162,0.10861769,-1.2109672,-1.0755577,0.5095949,1.2131597,-0.65253866,-2.0182161,1.0256567,0.18905379,-1.040896,-1.6368227,-0.06678909,0.40677744,-0.6380433,0.32801044,-0.05868247,0.3509173,-0.4781246,0.6324982,-1.297618,-0.18782735,-2.2859874,-1.0630814,-0.6783759,2.53627,0.6713083,-0.40512574,1.5609283,-0.7029211,-1.4591212,0.11959816,-2.4438388,-1.2083737,-0.301525,0.033960488,-0.9707023,-0.51150364,0.19465224,0.05604069,0.9228121,-0.9147338,0.7767218,-0.0564111,-1.248702
Karpas-299,-0.07438927,-2.5464,0.83713937,1.0702043,0.6647715,1.3146813,0.5724087,-0.35834152,1.8128482,-0.58915114,-0.086424775,2.103716,1.095681,-1.2222618,-0.38162535,0.7481734,-0.8507879,0.025586247,-1.2379541,0.33394516,-1.7561759,-1.0491275,1.0433822,1.1957836,0.5819114,-0.20779213,-2.0987601,-0.7570688,-3.1805713,1.4484649,-0.5772689,-1.3647989,0.90042394,-0.43458322,-1.7087803,-0.8672529,0.3169669,-0.3911859,-1.0160564,1.3768753,-1.0806272,1.7423866,0.7548286,0.17817259,-0.67411584,0.8416103,-1.0457783,-2.0239165,0.40762806,0.45456243,3.506046,-1.5991586,-4.7162714,-0.42615527,0.7776564,-1.7555542,-1.8506033,-0.84261084,0.8099814,-0.68105257,-0.20183772,-0.03265233,-1.807318,-0.051606268,-2.1614928,1.427581,-0.8874758,-0.73284245,-0.955276
KP-N-RT-BM-1,-0.36194375,-0.50082713,0.79262376,-0.12316768,-0.20357789,2.4105933,-1.3343153,0.8200845,1.2818824,-0.14228839,0.6476548,0.820241,0.8949518,0.2431421,0.41675732,-1.7031121,-0.74074066,-1.352599,0.8317934,-0.3411611,-0.2219215,0.29112813,3.5704973,-0.5184711,-2.5170426,2.1135676,1.0437585,-3.1495888,-0.35927564,0.6598351,1.0315633,0.23255421,1.3694383,-2.762022,0.09817731,0.44700402,-2.418544,-2.4533308,0.60427165,0.1900523,-2.175508,-0.7319836,1.2277465,2.3271723,-1.6940482,-0.17933694,1.0754554,1.64752,0.7517726,0.4665621,-1.5983858,-1.4142994,-1.3368418,0.43171486,1.8176395,-0.7915706,-3.5543435,-0.49040708,-1.2673787,0.15286513,0.40420198,-0.2262835,0.66519135,-0.33815295,-0.18600483,1.2107953,0.34241682,0.34274524,-0.23677643
23132/87,-1.3231875,-1.4958943,0.020416565,-0.56927633,1.3661536,-0.10216445,-2.3932436,-0.775384,-0.5780944,0.64164937,-1.7835914,1.1555043,-1.9212517,1.2709064,-1.0967693,1.6010543,-0.054019134,0.035651773,0.9338694,0.3618996,-1.2292157,1.5429938,-1.658305,-2.9743195,2.3547847,-0.6803156,-1.4372528,-0.9300018,-0.4183853,0.8183346,-0.053003762,1.414674,1.7859675,-1.2491454,1.4283826,-1.2141254,-0.31805763,-0.8807521,1.4926627,-2.2210784,0.19918846,1.2783936,-0.48457363,-0.8761651,-0.5371948,0.21113849,-3.0405993,0.6274567,-1.0904714,0.8715804,0.46832073,-0.9433454,0.3436052,2.617809,0.61658937,0.45241654,-1.0896511,-3.860129,1.0625291,0.40940556,-2.0566099,-0.39062008,-1.5304481,0.19138539,0.24659811,0.50976396,0.34634423,-0.4649752,-0.24124393
NALM-19,0.36122122,-0.47810555,-0.08522048,1.8955265,-1.3242879,-1.0319732,1.5409213,1.2466048,-1.5497143,0.1394508,0.69428617,1.0206802,1.1655575,-0.4295981,1.2577281,-2.1349888,-0.6494705,0.14072418,0.7853359,-1.9052546,0.9665807,-0.12244661,-0.2505666,-0.92001706,0.11987984,-2.0250103,-0.06415977,-1.3871561,1.9273778,0.49652302,1.6647866,-1.0212902,-1.4740089,-0.90235376,-0.5364859,0.6098959,1.9156914,0.010189878,1.3768294,-1.1315444,-1.5231795,-1.269882,-0.78651226,0.10304634,-2.4994164,1.4059148,-1.9101651,-0.6258877,0.43802884,-0.9362139,-0.36534297,0.36785746,-1.6439003,-0.95539546,-0.18907735,0.3390557,-1.3696078,-3.1366837,-0.31177434,0.66709465,-2.139625,-1.8117507,0.411712,0.29857403,1.4660163,0.3443894,0.26157898,0.5268551,1.8057588
NCI-H1105,-1.0295544,0.054705992,-0.30798152,-1.1740823,0.04165388,1.7383469,-0.3127741,1.1915128,-0.15389803,-1.886848,-1.5941014,1.1184158,0.769569,-0.10160742,0.722437,-0.4811754,2.5084963,0.92863715,-0.36568257,-0.5132785,1.989588,0.5442472,1.0006919,-0.5369902,-2.1227887,-0.073458,1.4783385,-2.039077,0.22983384,0.23538905,2.147283,-0.5711208,2.0629084,0.68470687,0.7674477,1.2249804,-1.822593,-1.7586136,2.9709442,-0.73831904,-0.66959035,0.826507,1.7707996,-0.2805264,-2.113551,-1.0622877,0.1666738,1.6618896,-0.7435973,-1.4428544,-0.7977652,1.3252437,-0.6386708,0.45983508,-0.9621006,3.021605,-1.8501021,-1.4401662,-1.3111632,-0.36317024,0.15226817,-0.48253804,0.3367948,0.21822053,-0.6281662,-0.016856395,-1.5590972,-1.6037574,-0.80430007
NCI-H2291,1.4599204,0.3792185,0.41990593,0.58520037,0.33685273,-2.5355785,-1.2989343,-0.89005727,0.3877637,-2.0023606,-0.17256112,-0.8515338,-1.7103561,-0.7306328,0.33250904,-0.41955706,1.7047354,1.4097104,1.6322045,-0.78994286,1.0296588,-1.2687101,-2.0898514,0.98107255,-0.11770494,1.8678162,-3.4911819,2.4777334,0.10689561,1.369299,-1.5033038,1.9819316,1.0961193,0.97554576,0.7456911,0.45818853,-0.34564897,1.4914635,2.561344,0.55176234,0.40794092,-0.5095438,0.11243701,-1.5012779,-0.23255703,0.7732517,1.5131384,-0.82296944,-1.3788877,-0.47293013,0.46395501,-1.5751092,-0.67627925,1.3206643,0.4175466,0.44714904,4.514286,1.293129,0.44379786,0.32938787,0.11271685,0.2108289,1.4724085,0.4414124,0.40600666,0.1385188,-0.97676444,-2.1533825,1.2950488
SK-MEL-2,-1.6253406,3.0619228,-0.28455263,-2.4769604,1.1025943,-2.3125296,2.956542,-0.109951004,1.1215109,-0.2770393,-0.15563509,-2.2059207,-0.098832965,-1.9197075,4.289838,1.1362044,0.3908708,-1.6555836,1.8108853,3.1299777,-2.6409364,-3.2369452,-2.4636106,4.213924,-4.5299616,-0.24447927,-4.586281,3.337355,-1.7671442,0.83753765,0.9108447,2.4625208,-0.06677252,-0.4998459,-0.23084491,-0.25800923,-1.5754459,-1.4429932,-3.2687588,-0.26133144,1.050079,-0.8722755,3.3042426,1.0927993,2.4658413,-0.5139753,2.1720536,-3.0280604,-3.5274975,-0.24399462,-0.63972986,-3.7749686,3.5514252,-3.064689,1.9781706,0.03500712,-0.5746482,5.3215165,4.681229,-0.3037152,-3.7576795,-2.2866297,1.7521145,-0.4717613,0.29587346,0.6369932,0.09368462,-1.4158647,1.6333523
SNU-1214,2.890316,0.4341009,0.04731138,-1.0243415,-1.0925481,-0.6419586,0.68003833,1.3662041,1.2746484,-2.0301175,0.6454709,1.5791459,-2.2240982,-1.2214237,1.7074721,-0.57293004,3.5136561,-0.57428426,-1.0520449,-2.8595514,-0.24841928,0.49750665,-1.6108321,2.342124,-0.31248972,-0.9305001,-1.4785058,2.7188282,-0.8460051,-3.8781586,-2.4774027,-0.9156703,-0.09152913,-3.5159385,1.4644799,-0.42885423,-0.2605234,-0.17983645,-0.24062295,0.959365,3.9845605,1.5311916,0.95333177,0.7617569,-1.3353233,-0.8840772,0.32364005,0.29295504,2.7979138,0.89575535,-1.2758939,4.3325458,0.22272265,1.2220802,0.5283346,0.3928679,1.3743176,1.0451193,-1.3318601,1.5233366,1.9631786,-0.57924944,0.8658631,1.8720907,-2.085454,1.5030322,0.011047551,-0.77129656,0.5681367
S-117,0.421478,-0.3871416,-0.29322243,0.9006677,-1.414432,-0.81335276,-0.13399778,-0.46536797,0.7619295,0.63704324,-0.08770167,-1.0491257,-1.2075891,-0.7193504,0.1866407,-1.1286464,0.4683046,-0.28463635,-0.66976017,1.0161462,0.5970655,0.73698354,0.4038957,1.104454,0.014661791,-0.5798086,0.1444128,-0.6006249,-0.4803657,-0.25132954,1.7799933,-0.48614484,-1.4038838,0.01215075,-0.55559546,-0.09392731,-0.36981478,1.7595317,-0.55831385,0.4069107,-1.5944046,-1.3391668,0.5159972,0.33067858,-0.70153344,0.90802,0.5434774,-0.18607254,0.6175979,0.5425665,0.5496706,-0.6247168,-1.2040737,-0.5540303,-0.025234468,-0.19897416,-0.010375038,1.0843557,1.0212227,-0.7756039,0.6443159,0.97720623,-1.6035851,-0.8501042,-0.23052928,-2.2054405,0.27663785,0.5174757,-0.5341223
LN-18,0.56340164,-1.8367198,-0.9019151,-1.3705227,-1.4456494,1.3562437,-0.8768887,1.8681897,-0.5004886,-1.637317,2.6248946,1.0335416,-0.9619133,-0.3457008,-1.8727908,0.4890467,1.4710872,1.429215,3.2303486,1.1508943,-0.9199178,0.16033109,0.48181057,0.3460003,0.5588602,-1.4157212,1.4521047,0.83120304,0.6774985,1.187903,-1.865506,0.56028986,-1.6820226,1.0918016,0.9928802,1.7847998,-3.5138934,0.07684374,-3.6321833,0.015117612,-2.1153011,-0.5957317,-0.4239484,0.8815763,-0.27078676,1.2350268,-0.3959578,-0.28817737,0.91500753,-0.2800761,0.017773308,-1.0847805,0.65965843,-0.5607656,1.4532537,-2.0775232,-0.8684678,0.9734959,-0.10571264,1.4304726,2.0917346,1.926995,-1.2513145,-0.10761312,-3.1380467,0.22561017,1.895472,-0.53448355,0.7334832
SUP-M2,1.472676,-1.1962825,0.7211718,0.98796684,1.7013253,1.7193112,3.210008,-0.743705,2.9532955,0.26296762,-0.53336453,1.5478079,2.1025853,-0.1292488,1.4689684,0.09463299,-0.3385191,-1.6007193,-2.2983205,0.63595146,1.5316921,-1.7239213,1.3098887,1.4044594,-0.08972387,1.387217,-0.82624876,2.05206,-3.683747,1.0618416,-2.559317,-2.2926915,1.7451899,-0.5099027,-2.3549938,-2.5120766,1.5032223,-1.2170529,-0.28934446,1.7512594,0.49401188,1.0360543,-0.54275745,-1.0007354,-0.15694943,-0.8168395,2.167948,-1.9599044,0.38125253,0.15271482,2.044553,-0.2726662,-0.5027414,0.16291735,-0.79185456,-2.3254428,1.5800948,0.45160028,0.4413617,-1.0006835,0.22174089,0.4092605,0.97121376,1.8257082,0.72079456,0.45371866,-2.5386887,1.145289,-1.1127936
Mono-Mac-1,-1.2861646,-3.0474896,1.1171509,1.7439395,1.0367343,-1.6405046,1.1607816,0.7450474,1.5798668,1.4131166,1.4648058,3.6515505,3.703519,-0.7158786,2.0215712,0.95780784,-3.3459113,0.012359291,-0.05523929,-3.6351635,0.6852057,-0.5619694,1.2707474,-0.591256,0.5417337,-1.5661495,2.1272848,-0.56283677,-0.44891134,0.2826312,0.23571344,-2.638843,0.14412194,-1.9909126,-0.05070834,1.2331393,1.6131779,3.143116,0.6770898,2.10206,3.0917888,0.13975921,-1.1851106,-1.768872,0.070400245,2.647159,0.6022483,-0.20275661,0.18017957,-0.93066,0.06822913,-0.7896388,-2.733726,-3.569233,-0.7182526,-1.182273,0.85980046,-1.167189,-0.3789323,-2.1860263,-0.75330883,-0.898263,-1.6579437,0.9978275,-1.2680227,2.623739,0.46170038,-0.8026247,-0.21230307
