,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123
CCF-STTG1,0.84762555,0.6266076,-0.14597781,-0.88276285,0.7737113,-0.87925696,1.1319612,0.29944342,0.29373574,0.11100511,-0.7029176,-0.27862766,-0.053198516,-0.91587967,-0.24267186,-0.059065998,-0.16212451,0.562465,0.35417458,0.27205846,-0.121739686,0.24822772,-0.100501746,-0.6632726,-0.5807457,-0.62123936,-0.90197855,-0.77247643,-1.0723696,-0.661221,0.46721035,0.3215037,0.72427475,-0.26265162,0.5893079,0.15395579,0.85781217,-0.62715495,-0.25742137,-1.0499845,-0.09686032,0.37509197,0.4150832,-1.0245447,0.23981126,-0.5227274,-0.487414,-0.7443933,0.014892966,0.24386433,0.33648068,-0.2487258,0.57135624,-0.8149962,0.10725966,0.6751332,-1.0979853,-0.5799579,-0.0026911348,-1.2184923,-1.413521,-0.9736745,-0.59561586,0.8612047,-0.44531146,0.76420933,1.0796268,-0.120327175,0.16661534,-0.16463089,0.5305591,0.73882085,-0.02255693,-0.72186744,1.0308509,0.30659184,0.0016335547,-1.019485,0.2074697,-0.51075333,0.58226955,1.0967777,0.88580763,0.060563996,-0.3958805,0.23655501,-0.121828824,0.6435843,1.0711846,-0.40426397,-0.16570288,0.1683802,1.0484388,0.4587657,-0.64280385,-0.1964668,0.098926544,0.27158797,0.4025074,-0.5617459,0.691259,0.30629748,0.80463743,-0.4270556,-1.0455046,0.06474477,0.7334741,-0.45393923,0.113428995,-0.44353092,0.04459757,1.1094103,-0.12616247,-0.05908063,0.39867303,0.26167315,-0.5302453,0.470475,-0.27628624,0.9712038,-1.0266365,-0.86966836,0.3085186,0.7234921
Loucy,0.2387784,-0.12854569,-0.13535257,-0.41653627,0.24465027,-0.44716173,0.29286948,0.17703143,-0.26072526,0.28008536,0.08278953,0.28102824,0.45257932,0.026673371,0.03434972,-0.46449965,-0.078887165,0.343988,0.23472843,-0.077796005,0.43066615,0.4276744,0.4503093,-0.095714554,-0.21128675,-0.18566102,0.11418935,-0.39794424,-0.20078565,-0.43013498,-0.2595238,0.4745148,0.31361452,0.41321403,-0.20056856,0.14783952,0.24330737,-0.023395674,-0.3410194,-0.203165,0.0699258,-0.09424644,0.3623611,-0.4637029,-0.19375293,-0.14585815,0.49800384,0.034750067,-0.317638,0.014493558,-0.07328027,-0.06608573,-0.24455316,0.16211756,0.37518004,-0.42413092,-0.2775889,-0.28213662,0.18154742,-0.4338005,-0.47008765,-0.11223573,0.09948564,0.11386259,-0.32827988,0.15239485,0.2708997,-0.4187798,0.43563136,-0.26947525,-0.06388227,-0.08175524,0.18861517,-0.20191136,0.30478853,-0.20284978,-0.46505746,-0.2558088,0.38819814,0.3807674,-0.0011940734,0.5050262,0.25900042,-0.00014624075,-0.3358525,-0.299378,0.02262482,-0.0013026665,0.28226498,-0.07392144,-0.35450658,-0.460774,0.02495266,-0.21574478,0.40306646,0.08502818,-0.42074686,-0.30439866,0.33160913,0.3316274,0.39621475,-0.0714422,-0.039702903,-0.41272855,-0.4088838,-0.48437327,-0.2115709,0.013658732,-0.14781101,0.3095566,-0.050768737,0.20520394,0.3011847,-0.48375776,-0.034737613,-0.17006046,-0.29693654,-0.42607376,-0.01818258,0.17006847,-0.10894835,-0.04189673,-0.27252465,-0.12338978
SNU-761,0.4735636,-0.13668762,0.003527373,-0.5951774,0.4603886,-0.3533096,0.3049107,0.389193,-0.3673872,0.02683872,-0.017581858,0.25493684,0.19620731,-0.09551015,0.000843402,-0.5947528,-0.19510648,0.22961983,0.3679492,-0.1627821,0.5792239,0.36605322,0.1664213,-0.29110092,-0.34643647,-0.3867349,-0.13310012,-0.46873358,-0.3825034,-0.5962758,-0.033729374,0.22157118,0.43959627,0.3482023,-0.024834126,0.21249102,0.3691404,0.09027062,-0.4341672,-0.19827288,0.12792462,-0.2959997,0.5010793,-0.6977215,-0.045689568,-0.37817872,0.20871651,0.2086887,-0.44458768,0.041761015,-0.0878283,-0.12878421,-0.3446337,0.18585397,0.41261816,-0.35604876,-0.30172312,-0.3168764,0.1677011,-0.5338092,-0.5868749,-0.31753367,-0.12372451,0.23229583,-0.44890168,0.19835165,0.19642565,-0.23295715,0.66067195,-0.06786282,-0.14919516,-0.012486935,0.17337671,-0.12283191,0.48486134,-0.088356465,-0.52992666,-0.3467005,0.20548955,0.18231297,0.07014282,0.42458963,0.17184594,-0.08813396,-0.28835997,-0.5136162,-0.17465375,-0.18992507,0.21338004,-0.027032137,-0.39567152,-0.52584684,0.04603035,-0.31837314,0.37971744,0.15761665,-0.3955274,-0.41581818,0.46903634,0.20903167,0.50501114,-0.25281,0.11391525,-0.44427553,-0.56459504,-0.609386,-0.28798229,0.13419098,-0.33481967,0.22844793,0.20384261,0.32930994,0.18186453,-0.3790074,0.043047998,-0.01609379,-0.33280846,-0.38070515,-0.23110683,0.25061953,-0.008983374,-0.27732107,-0.1258395,-0.23534027
NCI-H1563,1.108124,-0.2524714,0.47392136,-0.72117466,0.85220766,0.10808104,0.28110352,0.7376236,-0.57176304,-0.3560154,-0.33935702,-0.059326142,-0.41667968,0.1685459,-0.14227499,-0.97865254,-0.29554123,-0.003284663,1.1078335,-0.73318624,1.1069231,-0.15902627,-0.42086014,-0.62166154,-0.8303366,-0.5525629,-0.60712326,-0.44863275,-0.8242333,-1.0624326,0.09936148,-0.13703266,1.1156431,0.21215695,0.49407852,0.6318052,0.52879643,0.3293241,-0.5426848,0.17836148,0.588732,-0.9676929,0.9650614,-1.1054285,0.37421447,-0.4781083,-0.34353888,0.68833035,-1.0425135,0.023418758,-0.23328188,-0.44587603,-0.40704614,0.70603925,0.6430659,-0.48760068,-0.08928406,-0.14749533,0.18251951,-0.5914396,-0.46896446,-0.53814334,-0.4719969,0.5772373,-0.8534924,0.4069361,-0.2284014,0.15210778,1.3806863,0.10226843,-0.07771865,0.03355304,0.42848554,-0.16286221,0.821006,0.17394367,-1.0063998,-0.077748984,-0.3301493,-0.34757322,0.36049467,0.3729285,-0.16441572,-0.30930576,-0.27084696,-0.768572,-0.4624335,-0.53464216,-0.47352025,0.36430275,-0.90707934,-1.2390194,-0.21659209,-0.6282387,0.4358526,0.46594024,-0.7442,-1.2066694,1.0150012,0.20578006,0.93744874,-0.86325794,0.3600526,-0.60588616,-0.40117884,-0.9448554,-0.8104035,0.7158685,-0.86557,0.18276572,1.14314,0.7370655,0.2354663,-0.52503705,-0.043099906,0.3168413,-0.54002094,-0.83521867,-0.386751,0.3839318,0.638275,-0.78797853,0.08499551,-0.56580883
BDCM,0.4735636,-0.13668762,0.003527373,-0.5951774,0.4603886,-0.3533096,0.3049107,0.389193,-0.3673872,0.02683872,-0.017581858,0.25493684,0.19620731,-0.09551015,0.000843402,-0.5947528,-0.19510648,0.22961983,0.3679492,-0.1627821,0.5792239,0.36605322,0.1664213,-0.29110092,-0.34643647,-0.3867349,-0.13310012,-0.46873358,-0.3825034,-0.5962758,-0.033729374,0.22157118,0.43959627,0.3482023,-0.024834126,0.21249102,0.3691404,0.09027062,-0.4341672,-0.19827288,0.12792462,-0.2959997,0.5010793,-0.6977215,-0.045689568,-0.37817872,0.20871651,0.2086887,-0.44458768,0.041761015,-0.0878283,-0.12878421,-0.3446337,0.18585397,0.41261816,-0.35604876,-0.30172312,-0.3168764,0.1677011,-0.5338092,-0.5868749,-0.31753367,-0.12372451,0.23229583,-0.44890168,0.19835165,0.19642565,-0.23295715,0.66067195,-0.06786282,-0.14919516,-0.012486935,0.17337671,-0.12283191,0.48486134,-0.088356465,-0.52992666,-0.3467005,0.20548955,0.18231297,0.07014282,0.42458963,0.17184594,-0.08813396,-0.28835997,-0.5136162,-0.17465375,-0.18992507,0.21338004,-0.027032137,-0.39567152,-0.52584684,0.04603035,-0.31837314,0.37971744,0.15761665,-0.3955274,-0.41581818,0.46903634,0.20903167,0.50501114,-0.25281,0.11391525,-0.44427553,-0.56459504,-0.609386,-0.28798229,0.13419098,-0.33481967,0.22844793,0.20384261,0.32930994,0.18186453,-0.3790074,0.043047998,-0.01609379,-0.33280846,-0.38070515,-0.23110683,0.25061953,-0.008983374,-0.27732107,-0.1258395,-0.23534027
SNB-19,0.2387784,-0.12854569,-0.13535257,-0.41653627,0.24465027,-0.44716173,0.29286948,0.17703143,-0.26072526,0.28008536,0.08278953,0.28102824,0.45257932,0.026673371,0.03434972,-0.46449965,-0.078887165,0.343988,0.23472843,-0.077796005,0.43066615,0.4276744,0.4503093,-0.095714554,-0.21128675,-0.18566102,0.11418935,-0.39794424,-0.20078565,-0.43013498,-0.2595238,0.4745148,0.31361452,0.41321403,-0.20056856,0.14783952,0.24330737,-0.023395674,-0.3410194,-0.203165,0.0699258,-0.09424644,0.3623611,-0.4637029,-0.19375293,-0.14585815,0.49800384,0.034750067,-0.317638,0.014493558,-0.07328027,-0.06608573,-0.24455316,0.16211756,0.37518004,-0.42413092,-0.2775889,-0.28213662,0.18154742,-0.4338005,-0.47008765,-0.11223573,0.09948564,0.11386259,-0.32827988,0.15239485,0.2708997,-0.4187798,0.43563136,-0.26947525,-0.06388227,-0.08175524,0.18861517,-0.20191136,0.30478853,-0.20284978,-0.46505746,-0.2558088,0.38819814,0.3807674,-0.0011940734,0.5050262,0.25900042,-0.00014624075,-0.3358525,-0.299378,0.02262482,-0.0013026665,0.28226498,-0.07392144,-0.35450658,-0.460774,0.02495266,-0.21574478,0.40306646,0.08502818,-0.42074686,-0.30439866,0.33160913,0.3316274,0.39621475,-0.0714422,-0.039702903,-0.41272855,-0.4088838,-0.48437327,-0.2115709,0.013658732,-0.14781101,0.3095566,-0.050768737,0.20520394,0.3011847,-0.48375776,-0.034737613,-0.17006046,-0.29693654,-0.42607376,-0.01818258,0.17006847,-0.10894835,-0.04189673,-0.27252465,-0.12338978
DLD-1,0.9288725,0.34426206,0.10609929,-0.9029596,0.89815986,-0.6115062,0.89427924,0.50337756,-0.09659845,-0.16687965,-0.46220875,-0.03670776,-0.15002966,-0.7185395,-0.2747659,-0.36590588,-0.32095182,0.2731307,0.40157047,0.096409775,0.2031855,0.31307387,-0.2582465,-0.6652884,-0.62109303,-0.72192234,-0.7803136,-0.64528334,-0.9807287,-0.6975862,0.48035032,0.05578354,0.61037695,0.03919071,0.49350375,0.15138909,0.6358657,-0.25065497,-0.44314146,-0.7489322,-0.07997465,-0.05615335,0.41592863,-1.0665203,0.11625452,-0.72342193,-0.49095416,-0.15753832,-0.35738978,0.17816997,0.17842376,-0.18023935,0.04578589,-0.49561864,0.2135283,0.41669512,-0.69529796,-0.44792095,-0.012436539,-1.1021433,-1.1584997,-0.72349423,-0.5796339,0.57402784,-0.41750482,0.4854837,0.7159264,-0.17940766,0.53615844,0.04116285,0.12951085,0.48043278,0.10568456,-0.3174192,1.0306818,0.16986123,-0.19192395,-0.8816074,0.1433323,-0.29497075,0.42241973,0.7736514,0.44271356,-0.02983217,-0.36093903,-0.31014404,-0.19727752,0.09393185,0.7083553,-0.31340927,-0.16867167,-0.069818914,0.7512144,0.025591925,-0.34548795,0.010240354,-0.07135022,0.0057100058,0.5155703,-0.27412215,0.66969883,0.003982827,0.56130326,-0.49558342,-1.0608437,-0.17356819,0.39567202,-0.051658124,-0.21205951,-0.20394742,0.3170953,0.8552474,-0.15176785,-0.06967977,0.22139665,0.33968765,-0.48891908,0.25296262,-0.482965,0.76395917,-0.50445193,-0.8397912,0.29368865,0.27910155
IGR-1,1.6275265,0.3734299,0.7379619,-1.2314732,1.6298028,-0.38094515,1.1567286,0.9739634,-0.5015651,-0.86644256,-0.5321327,0.038959682,-0.71946603,-0.9780018,-0.69788045,-0.6717828,-0.73890567,-0.21897149,0.58379173,0.027080275,0.37000853,0.32207823,-1.0273228,-1.0691538,-1.0491648,-1.2404971,-1.2731266,-0.55715644,-1.5143577,-0.8674506,1.0265796,-0.57857144,0.6342341,0.27779073,0.93494487,0.099512726,0.46443343,0.037131175,-0.7839661,-0.7773892,-0.26858342,-0.60288316,0.2931567,-1.5307008,0.043360546,-1.4225477,-1.2899078,0.52698034,-1.0226997,0.19638692,0.18289831,-0.12112371,-0.45792598,-0.6419746,0.18940935,0.8107194,-0.32410303,-0.28956926,-0.25133985,-1.5343165,-1.2663431,-0.6263625,-1.0348139,0.40761274,-0.30784598,0.29391634,0.6194663,-0.2957335,1.097833,0.48254535,-0.25007406,0.54696524,0.33986336,0.18824896,1.6639278,0.18913761,-0.19311342,-1.1709751,-0.03353417,-0.42432505,0.55357695,0.61613476,-0.10947704,-0.11533118,-0.41555148,-1.0494803,-0.28771564,-0.584166,0.5275526,-0.45763958,0.050590545,-0.05500251,0.9891653,-0.39550817,-0.64700943,0.24593538,-0.085829824,-0.060548306,0.80775654,-0.22043332,0.8397776,-0.26190132,0.57508755,-0.7086786,-1.5840664,-0.06769055,0.54630786,0.54920757,-0.6784221,-0.22179824,1.0077434,1.0013709,-0.53452283,0.2011846,0.015711997,0.9059872,-0.61901397,0.5059755,-1.0990713,0.9692563,-0.03071785,-1.4261163,0.7351684,0.057993487
ST486,0.2387784,-0.12854569,-0.13535257,-0.41653627,0.24465027,-0.44716173,0.29286948,0.17703143,-0.26072526,0.28008536,0.08278953,0.28102824,0.45257932,0.026673371,0.03434972,-0.46449965,-0.078887165,0.343988,0.23472843,-0.077796005,0.43066615,0.4276744,0.4503093,-0.095714554,-0.21128675,-0.18566102,0.11418935,-0.39794424,-0.20078565,-0.43013498,-0.2595238,0.4745148,0.31361452,0.41321403,-0.20056856,0.14783952,0.24330737,-0.023395674,-0.3410194,-0.203165,0.0699258,-0.09424644,0.3623611,-0.4637029,-0.19375293,-0.14585815,0.49800384,0.034750067,-0.317638,0.014493558,-0.07328027,-0.06608573,-0.24455316,0.16211756,0.37518004,-0.42413092,-0.2775889,-0.28213662,0.18154742,-0.4338005,-0.47008765,-0.11223573,0.09948564,0.11386259,-0.32827988,0.15239485,0.2708997,-0.4187798,0.43563136,-0.26947525,-0.06388227,-0.08175524,0.18861517,-0.20191136,0.30478853,-0.20284978,-0.46505746,-0.2558088,0.38819814,0.3807674,-0.0011940734,0.5050262,0.25900042,-0.00014624075,-0.3358525,-0.299378,0.02262482,-0.0013026665,0.28226498,-0.07392144,-0.35450658,-0.460774,0.02495266,-0.21574478,0.40306646,0.08502818,-0.42074686,-0.30439866,0.33160913,0.3316274,0.39621475,-0.0714422,-0.039702903,-0.41272855,-0.4088838,-0.48437327,-0.2115709,0.013658732,-0.14781101,0.3095566,-0.050768737,0.20520394,0.3011847,-0.48375776,-0.034737613,-0.17006046,-0.29693654,-0.42607376,-0.01818258,0.17006847,-0.10894835,-0.04189673,-0.27252465,-0.12338978
SU-DHL-10,0.34046954,0.03255029,-0.17993455,-0.50955474,0.3172625,-0.54681224,0.45124462,0.1869157,-0.11062598,0.2792373,-0.10404099,0.13807115,0.35706675,-0.1642384,0.012455519,-0.36547267,-0.06813137,0.42748356,0.27415216,-0.015556954,0.31990558,0.36753267,0.36397955,-0.2094227,-0.27369586,-0.2544754,-0.09916929,-0.49980542,-0.36823022,-0.49418792,-0.1265431,0.4705363,0.43310443,0.22502309,-0.04015279,0.17235535,0.41880107,-0.1697538,-0.2989315,-0.37956566,0.071249016,0.03034503,0.4157291,-0.5758805,-0.06099896,-0.18417655,0.31842887,-0.18178287,-0.19894168,0.06661451,0.0123125985,-0.12821141,-0.021444872,-0.024599597,0.32810396,-0.21757436,-0.49990362,-0.36687922,0.16570424,-0.5743768,-0.6804987,-0.3460006,-0.040863983,0.32132608,-0.39085904,0.32017952,0.4426523,-0.3070556,0.35797426,-0.26542944,0.10095485,0.10326139,0.119063884,-0.36436775,0.42631906,-0.07122949,-0.3798047,-0.3994461,0.33247775,0.1598131,0.1294059,0.64254165,0.44129622,0.006687726,-0.3365593,-0.13125321,-0.031253338,0.18564123,0.45413092,-0.11683124,-0.35323828,-0.3462723,0.22311999,-0.038890645,0.20229167,0.012245901,-0.30777562,-0.20038348,0.34439847,0.111013204,0.4662762,0.0054780096,0.17172848,-0.3997479,-0.5089311,-0.39753336,-0.03936486,-0.12907162,-0.073498264,0.1325891,-0.053243347,0.41482145,0.23441094,-0.40899155,0.09280142,-0.1099754,-0.34341744,-0.25874254,-0.038007814,0.33864674,-0.33885872,-0.20219913,-0.16890627,0.06786209
PaTu 8988s,0.7711081,-0.108379886,0.06886889,-0.8747537,0.68147445,-0.25757092,0.29620793,0.6675421,-0.39036608,-0.25067326,-0.28371894,0.10088959,-0.18507218,-0.30020314,0.065273434,-0.73050284,-0.27914703,0.19439018,0.63028616,-0.31940594,0.8046995,0.18353826,-0.19360247,-0.5988649,-0.51811266,-0.63703877,-0.55962855,-0.67640316,-0.64626586,-0.9185928,0.27795333,-0.07776657,0.76986873,0.055282414,0.26196218,0.3950802,0.7544496,0.17180394,-0.48842546,-0.22157615,0.3391899,-0.49702853,0.86786115,-1.0646912,0.34966487,-0.6102787,-0.18511593,0.25847086,-0.4547517,0.107750475,-0.09461098,-0.31774464,-0.28235465,0.24645539,0.4917605,-0.28959382,-0.55070615,-0.46181512,0.21910904,-0.6367084,-0.8514613,-0.8592276,-0.47955084,0.62615806,-0.7751802,0.43443102,0.12203485,0.24116325,0.9235115,0.18578792,-0.11496464,0.17461964,0.0517461,-0.2104111,0.68565816,0.19786522,-0.65576756,-0.46096954,-0.14830631,-0.2824784,0.23406224,0.37175465,0.24225557,-0.24291186,-0.17522009,-0.626806,-0.5699073,-0.27310783,0.16191009,0.12513918,-0.58707273,-0.66230375,0.06294704,-0.32454473,0.36572188,0.20996404,-0.32079116,-0.6240141,0.6777669,-0.13561317,0.71488786,-0.52655506,0.5085269,-0.43733037,-0.7142735,-0.8805422,-0.45910865,0.1439639,-0.5450505,0.004212737,0.5232856,0.6298769,0.05980462,-0.24944457,0.31109485,0.13300508,-0.38946602,-0.34626648,-0.45085868,0.41075447,-0.02429068,-0.6297885,0.06132239,-0.3256585
ES-2,1.0126835,0.18589596,0.4204976,-0.7410253,1.0077611,-0.41776738,0.8716024,0.50956404,-0.36891168,-0.26373997,-0.22157592,0.12649119,-0.1178934,-0.41886738,-0.49338594,-0.52645653,-0.41969293,0.02035749,0.42233732,0.00091341883,0.29134634,0.36165634,-0.30758473,-0.54871756,-0.70919394,-0.6745425,-0.56384754,-0.36259344,-0.9396545,-0.56629014,0.33574206,0.007941484,0.4484458,0.45727265,0.43008387,0.08243321,0.17526563,-0.059065178,-0.56639427,-0.50839007,-0.18986772,-0.33910927,0.15862484,-0.94180155,-0.21648519,-0.7515302,-0.44709074,0.307017,-0.8176944,0.08631102,0.08514456,-0.048126735,-0.3403095,-0.31666636,0.23656173,0.30747265,-0.14781979,-0.16495073,-0.11866276,-1.0737164,-0.7875306,-0.13002184,-0.42516166,0.13977185,-0.17581598,0.16656147,0.50852996,-0.58987963,0.7527183,0.011372626,-0.11379019,0.22792646,0.4075721,0.020041972,1.0765746,-0.08411343,-0.2803675,-0.7003176,0.27364302,0.060550988,0.31882083,0.6597988,-0.017848104,0.0071325367,-0.47053415,-0.639396,0.0674479,-0.28037435,0.37773776,-0.3481206,-0.082506895,-0.23268485,0.6020196,-0.3153029,-0.27755892,0.1802547,-0.3187647,-0.1368621,0.57975703,0.18966258,0.62154233,-0.07549249,0.15304355,-0.62607163,-0.9847449,-0.062276334,0.32264322,0.39985645,-0.38596702,0.0908892,0.53896946,0.61896235,-0.1088033,-0.18748796,-0.18793246,0.44949389,-0.51058155,0.05871567,-0.52375877,0.6159981,0.006149769,-0.7641059,0.2653036,0.059428632
SW1783,0.61742336,0.027077138,0.250893,-0.4158936,0.6180481,-0.40982655,0.6597717,0.22639994,-0.33679193,0.09673466,0.023591124,0.22356744,0.27236965,-0.024713164,-0.37301686,-0.46825472,-0.23413707,0.13425902,0.31173882,-0.030785628,0.27231812,0.40577498,0.14786181,-0.20092705,-0.48993617,-0.31454402,-0.072682954,-0.20889474,-0.5480923,-0.3612068,-0.119096264,0.36130685,0.2961142,0.63008434,0.080841035,0.060634464,-0.062042043,-0.07370287,-0.45068175,-0.2951256,-0.15022081,-0.21938753,0.051205248,-0.5524954,-0.42189288,-0.33959353,0.10926533,0.24525279,-0.73934853,0.0035218503,0.002046205,0.018621467,-0.3410681,-0.07036558,0.27622896,-0.05024293,0.03471461,-0.058464885,-0.039389163,-0.7603047,-0.43290633,0.25204858,-0.015470348,-0.09287967,-0.068572074,0.033719018,0.3929475,-0.81348515,0.56937397,-0.2747277,-0.08374757,-0.020644747,0.47629768,-0.026173398,0.6931394,-0.29314065,-0.35483345,-0.37597585,0.48062867,0.42486256,0.1390281,0.64709556,-0.025217652,0.081776425,-0.5078736,-0.4472615,0.30664143,-0.15804176,0.2354596,-0.2753838,-0.15609093,-0.37032893,0.31531513,-0.32351214,-0.002806753,0.16409552,-0.49484447,-0.20971838,0.43887207,0.51009053,0.4682722,0.017602704,-0.17151451,-0.58400047,-0.5977303,-0.07436201,0.14528398,0.36072245,-0.23284733,0.33531845,0.2613043,0.32456443,0.16496609,-0.44346926,-0.3582347,0.16268429,-0.43336624,-0.25692442,-0.17409644,0.3546903,0.10273719,-0.32011807,-0.045301974,0.0053071976
HCC1806,0.4735636,-0.13668762,0.003527373,-0.5951774,0.4603886,-0.3533096,0.3049107,0.389193,-0.3673872,0.02683872,-0.017581858,0.25493684,0.19620731,-0.09551015,0.000843402,-0.5947528,-0.19510648,0.22961983,0.3679492,-0.1627821,0.5792239,0.36605322,0.1664213,-0.29110092,-0.34643647,-0.3867349,-0.13310012,-0.46873358,-0.3825034,-0.5962758,-0.033729374,0.22157118,0.43959627,0.3482023,-0.024834126,0.21249102,0.3691404,0.09027062,-0.4341672,-0.19827288,0.12792462,-0.2959997,0.5010793,-0.6977215,-0.045689568,-0.37817872,0.20871651,0.2086887,-0.44458768,0.041761015,-0.0878283,-0.12878421,-0.3446337,0.18585397,0.41261816,-0.35604876,-0.30172312,-0.3168764,0.1677011,-0.5338092,-0.5868749,-0.31753367,-0.12372451,0.23229583,-0.44890168,0.19835165,0.19642565,-0.23295715,0.66067195,-0.06786282,-0.14919516,-0.012486935,0.17337671,-0.12283191,0.48486134,-0.088356465,-0.52992666,-0.3467005,0.20548955,0.18231297,0.07014282,0.42458963,0.17184594,-0.08813396,-0.28835997,-0.5136162,-0.17465375,-0.18992507,0.21338004,-0.027032137,-0.39567152,-0.52584684,0.04603035,-0.31837314,0.37971744,0.15761665,-0.3955274,-0.41581818,0.46903634,0.20903167,0.50501114,-0.25281,0.11391525,-0.44427553,-0.56459504,-0.609386,-0.28798229,0.13419098,-0.33481967,0.22844793,0.20384261,0.32930994,0.18186453,-0.3790074,0.043047998,-0.01609379,-0.33280846,-0.38070515,-0.23110683,0.25061953,-0.008983374,-0.27732107,-0.1258395,-0.23534027
KP-N-RT-BM-1,1.108124,-0.2524714,0.47392136,-0.72117466,0.85220766,0.10808104,0.28110352,0.7376236,-0.57176304,-0.3560154,-0.33935702,-0.059326142,-0.41667968,0.1685459,-0.14227499,-0.97865254,-0.29554123,-0.003284663,1.1078335,-0.73318624,1.1069231,-0.15902627,-0.42086014,-0.62166154,-0.8303366,-0.5525629,-0.60712326,-0.44863275,-0.8242333,-1.0624326,0.09936148,-0.13703266,1.1156431,0.21215695,0.49407852,0.6318052,0.52879643,0.3293241,-0.5426848,0.17836148,0.588732,-0.9676929,0.9650614,-1.1054285,0.37421447,-0.4781083,-0.34353888,0.68833035,-1.0425135,0.023418758,-0.23328188,-0.44587603,-0.40704614,0.70603925,0.6430659,-0.48760068,-0.08928406,-0.14749533,0.18251951,-0.5914396,-0.46896446,-0.53814334,-0.4719969,0.5772373,-0.8534924,0.4069361,-0.2284014,0.15210778,1.3806863,0.10226843,-0.07771865,0.03355304,0.42848554,-0.16286221,0.821006,0.17394367,-1.0063998,-0.077748984,-0.3301493,-0.34757322,0.36049467,0.3729285,-0.16441572,-0.30930576,-0.27084696,-0.768572,-0.4624335,-0.53464216,-0.47352025,0.36430275,-0.90707934,-1.2390194,-0.21659209,-0.6282387,0.4358526,0.46594024,-0.7442,-1.2066694,1.0150012,0.20578006,0.93744874,-0.86325794,0.3600526,-0.60588616,-0.40117884,-0.9448554,-0.8104035,0.7158685,-0.86557,0.18276572,1.14314,0.7370655,0.2354663,-0.52503705,-0.043099906,0.3168413,-0.54002094,-0.83521867,-0.386751,0.3839318,0.638275,-0.78797853,0.08499551,-0.56580883
MHH-CALL-2,0.8791695,0.12453608,0.5514867,-0.023212075,0.6371027,-0.22730282,0.930086,-0.041551024,-0.16667211,0.383078,-0.17649648,-0.18764398,0.23939824,0.53691596,-0.70233625,-0.41650808,-0.052630723,0.16763365,0.804989,-0.3416485,0.21614069,-0.05538696,0.1655064,-0.072662756,-0.8208158,0.04027933,-0.055624582,0.10634056,-0.7860073,-0.34622282,-0.54573876,0.71773756,0.73147464,0.70381945,0.3825711,0.29459092,-0.3776741,-0.3049883,-0.3065095,-0.045648396,0.054547206,-0.32464284,-0.035713285,-0.37306687,-0.48650056,0.17627992,0.069483995,0.21304068,-1.203167,-0.08233345,-0.014758341,-0.12861577,0.00826709,0.18728442,0.32586434,-0.058445692,0.4173637,0.34365612,-0.12692629,-0.79240704,-0.01690647,0.7629023,0.1618914,-0.08259551,-0.011926442,0.15827186,0.33734465,-1.1661673,0.68930423,-0.7546874,0.38315257,-0.038749747,0.9640629,-0.3342003,0.8088513,-0.34208176,-0.5678648,0.073366195,0.49050623,0.3545804,0.41464704,1.0387303,-0.1868149,0.1756976,-0.757471,-0.008285612,0.7793126,0.096380405,-0.25355604,-0.13184226,-0.48892698,-0.8531788,0.25296098,-0.29307824,-0.25006455,0.28330466,-0.96077216,-0.631773,0.69261986,0.8872092,0.7007503,0.020729229,-0.34489238,-0.76784617,-0.068906665,0.27254492,0.13210352,0.7636014,-0.23025437,0.4544555,0.7019479,0.5989008,0.4982764,-0.89194345,-0.84323704,0.2864533,-0.67305255,-0.72345746,0.24760467,0.46880725,0.50768405,-0.40919188,-0.07864207,0.20343333
